nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
The Master,Film,['Drame'],"Freddie Quell est un vétéran du Pacifique, mais son alcoolisme le fait perdre tout contrôle. Il rencontre alors Lancaster Dodd, « le Maître », leader de la Cause.",['Paul Thomas Anderson'],2 h 18 min,14 septembre 2012,"['Joaquin Phoenix', ' Philip Seymour Hoffman', ' Amy Adams']","{'note_moyenne': 6.7, 'nombre_critiques': 9298, 'repartition_note': [45, 102, 211, 537, 1077, 2011, 2662, 1812, 655, 186]}",46,"['7,2', '154 863']",86,"{'budget': '$32,000,000', 'Cumulative_WW_Gross': '$28,258,060', 'location': 'USA'}"
World War Z,Film,"['Action', ' Épouvante-horreur', 'science-fiction']","Coincé dans les embouteillages avec sa famille, Gerry Lane, un ancien agent des Nations unies, s'inquiète de la situation. La panique gagne la population : un virus mortel, qui transforme les malades en zombies violents, se répand dans le pays.",['Marc Forster'],1 h 56 min,2 juin 2013,"['Brad Pitt', ' Mireille Enos', ' Daniella Kertesz']","{'note_moyenne': 5.4, 'nombre_critiques': 40315, 'repartition_note': [678, 1300, 2685, 4756, 7807, 10745, 8261, 3104, 700, 279]}",47,"['7,0', '600 516']",63,"{'budget': '$190,000,000', 'Cumulative_WW_Gross': '$540,007,876', 'location': 'USA | UK | Malta'}"
Le Passé,Film,['Drame'],"Après quatre années de séparation, Ahmad arrive à Paris depuis Téhéran, à la demande de Marie, son épouse française, pour procéder aux formalités de leur divorce. Lors de son bref séjour, Ahmad découvre la relation conflictuelle que Marie entretient avec sa fille, Lucie. Les efforts d'Ahmad pour tenter d'améliorer cette relation lèveront le voile sur un secret du passé.",['Asghar Farhadi'],2 h 10 min,17 mai 2013,"['Bérénice Bejo', ' Tahar Rahim', ' Ali Mosaffa']","{'note_moyenne': 6.8, 'nombre_critiques': 5532, 'repartition_note': [17, 43, 106, 228, 458, 1091, 1792, 1382, 348, 67]}",48,"['7,8', '44 908']",85,"{'budget': '$11,000,000', 'Cumulative_WW_Gross': '$12,673,462', 'location': 'France | Italy | Belgium | Iran'}"
Le Congrès,Long-métrage d'animation,"['Animation', 'science-fiction']",,['Ari Folman'],2 h 02 min,3 juillet 2013,"['Robin Wright', ' Harvey Keitel', ' Jon Hamm']","{'note_moyenne': 7.1, 'nombre_critiques': 5676, 'repartition_note': [28, 44, 108, 209, 475, 961, 1532, 1370, 718, 231]}",49,"['6,5', '17 332']",63,"{'budget': 'PLN34,148,170', 'Cumulative_WW_Gross': '$758,754', 'location': 'Israel | Germany | Poland | Luxembourg | Belgium | France | USA | India'}"
Lincoln,Film,"['Biopic', ' drame', 'historique']","Dans une nation déchirée par la guerre civile et secouée par le vent du changement, Abraham Lincoln met tout en œuvre pour résoudre le conflit, unifier le pays et abolir l’esclavage. Cet homme doté d’une détermination et d’un courage moral exceptionnels va devoir faire des choix qui bouleverseront le destin des générations à venir.",['Steven Spielberg'],2 h 30 min,9 novembre 2012,"['Daniel Day-Lewis', ' Sally Field', ' David Strathairn']","{'note_moyenne': 6.3, 'nombre_critiques': 14670, 'repartition_note': [87, 183, 433, 900, 2086, 3842, 4348, 2090, 538, 163]}",50,"['7,3', '244 167']",86,"{'budget': '$65,000,000', 'Cumulative_WW_Gross': '$275,293,450', 'location': 'USA | India'}"
L'Inconnu du lac,Film,"['Drame', ' thriller', 'Érotique']","Franck, 40 ans, passe ses après-midis d’été dans un lieu de drague au bord d’un lac. Il partage ses journées entre deux hommes. Avec le premier, Henri, naît une amitié très forte et complètement chaste. Avec le second, Michel, c’est le grand amour physique et passionné.

Pourtant Michel a noyé son amant précédent. Et Franck a été le témoin du meurtre.",['Alain Guiraudie'],1 h 40 min,12 juin 2013,"['Pierre Deladonchamps', ' Christophe Paou', "" Patrick d'Assumçao""]","{'note_moyenne': 6.5, 'nombre_critiques': 6088, 'repartition_note': [90, 113, 189, 376, 728, 1191, 1707, 1179, 398, 117]}",51,"['6,9', '13 194']",82,"{'budget': None, 'Cumulative_WW_Gross': '$1,131,241', 'location': 'France'}"
A Touch of Sin,Film,"['Drame', 'sketches']","En Chine, trois hommes et une femme habitant des provinces différentes sont amenés, chacun à sa manière, à se défendre contre les nouveaux maîtres promus par un développement économique sauvage. Corrigé par les hommes du directeur de la mine où il travaille, qu'il a accusé de corruption, Dahai prépare sa vengeance. Saisonnier, de retour dans son village pour fêter le 70e anniversaire de sa mère, San'er cache à son épouse ses activités criminelles.",['Jia Zhang-ke'],2 h 13 min,17 mai 2013,"['Jiang Wu', ' Lanshan Luo', ' Zhao Tao']","{'note_moyenne': 7.0, 'nombre_critiques': 4472, 'repartition_note': [17, 38, 56, 129, 302, 697, 1470, 1248, 421, 94]}",52,"['7,1', '10 360']",77,"{'budget': None, 'Cumulative_WW_Gross': '$854,891', 'location': 'China | Japan | France'}"
No Pain No Gain,Film,"['Comédie', ' policier', ' drame']","Un trio de bodybuilders simplets de Floride décide d'extorquer et kidnapper un riche client, mais cette opération de folie va déraper.",['Michael Bay'],2 h 09 min,26 avril 2013,"['Mark Wahlberg', ' Dwayne Johnson', ' Anthony Mackie']","{'note_moyenne': 6.2, 'nombre_critiques': 17111, 'repartition_note': [229, 388, 730, 1259, 2277, 4422, 4926, 2264, 461, 155]}",53,"['6,4', '200 596']",45,"{'budget': '$26,000,000', 'Cumulative_WW_Gross': '$87,305,549', 'location': 'USA'}"
Le vent se lève,Long-métrage d'animation,"['Animation', ' biopic', ' drame']","Inspiré par le concepteur d’avions Caproni, Jiro rêve de voler et de dessiner de magnifiques avions. Mais sa mauvaise vue l’empêche de devenir pilote.",['Hayao Miyazaki'],2 h 06 min,20 juillet 2013,"['Hideaki Anno', ' Miori Takimoto', ' Hidetoshi Nishijima']","{'note_moyenne': 7.3, 'nombre_critiques': 28835, 'repartition_note': [49, 86, 192, 551, 1590, 4251, 8441, 8387, 3777, 1511]}",54,"['7,8', '73 290']",83,"{'budget': '$30,000,000', 'Cumulative_WW_Gross': '$136,533,257', 'location': 'Japan | France | USA'}"
Trance,Film,"['Policier', ' drame', 'thriller']","Simon, un commissaire-priseur, s’allie à un gang mené par Franck, un caïd de la pègre. Ils préparent le vol audacieux d’un chef-d’œuvre de Goya. Lorsque Simon tente de flouer le gang pendant le vol, Franck le frappe violemment, le laissant inconscient... À son réveil, Simon annonce que le choc lui a fait oublier où il avait caché le tableau. Incapable de forcer Simon à révéler le lieu de la cachette, Franck et ses associés font appel à une charismatique hypno-thérapeute dans le but de le faire parler.",['Danny Boyle'],1 h 41 min,27 mars 2013,"['James McAvoy', ' Vincent Cassel', ' Rosario Dawson']","{'note_moyenne': 6.3, 'nombre_critiques': 8539, 'repartition_note': [60, 119, 268, 601, 1099, 2168, 2472, 1236, 393, 123]}",55,"['6,9', '109 633']",61,"{'budget': '$20,000,000', 'Cumulative_WW_Gross': '$24,261,569', 'location': 'UK | USA | France'}"
The Grandmaster,Film,"['Arts martiaux', ' action', 'biopic']","Un récit de la vie d'Ip Man, maître légendaire de wing chun et futur mentor de Bruce Lee, dans la Chine des années 1930-40, et jusqu'au début des années 1950, lorsqu'il commence à enseigner son art à Hong Kong. Bouleversé par l'invasion japonaise, le pays traverse alors une période de chaos, qui correspond pourtant à l'âge d'or des arts martiaux chinois.",['Wong Kar-wai'],2 h 10 min,8 janvier 2013,"['Tony Leung Chiu-wai', ' Cung Le', ' Wang Qingxiang']","{'note_moyenne': 6.4, 'nombre_critiques': 7824, 'repartition_note': [41, 96, 226, 512, 1045, 1968, 2228, 1212, 363, 133]}",56,"['6,6', '31 453']",73,"{'budget': '$38,600,000', 'Cumulative_WW_Gross': '$73,906,736', 'location': 'Hong Kong | China'}"
Jeune & Jolie,Film,['Drame'],"Le portrait d'une jeune fille des beaux quartiers à travers 4 saisons, sa première rencontre, son aventure dans la prostitution et sa séparation familiale.",['François Ozon'],1 h 35 min,21 août 2013,"['Marine Vacth', ' Géraldine Pailhas', ' Frédéric Pierrot']","{'note_moyenne': 6.0, 'nombre_critiques': 15052, 'repartition_note': [179, 271, 571, 1197, 2393, 4141, 4000, 1790, 379, 131]}",57,"['6,7', '32 381']",63,"{'budget': 'EUR4,645,437', 'Cumulative_WW_Gross': '$9,757,417', 'location': 'France'}"
Elysium,Film,"['Action', ' drame', ' science-fiction']","Un homme tente de rétablir l'égalité entre deux mondes opposés : les riches, en orbite sur leur station spatiale, et les ghettos en ruine, restés sur Terre.",['Neill Blomkamp'],1 h 49 min,9 août 2013,"['Matt Damon', ' Jodie Foster', ' Sharlto Copley']","{'note_moyenne': 5.6, 'nombre_critiques': 26987, 'repartition_note': [222, 540, 1378, 2962, 5618, 8240, 5718, 1821, 347, 141]}",58,"['6,6', '418 693']",61,"{'budget': '$115,000,000', 'Cumulative_WW_Gross': '$286,140,700', 'location': 'USA | Mexico | Canada'}"
Casse-tête chinois,Film,"['Comédie', ' drame', 'romance']","Xavier, 40 ans, est père de famille et trouve la vie toujours bien compliquée. Il part vivre à New-York pour rejoindre ses deux enfants.",['Cédric Klapisch'],1 h 57 min,4 décembre 2013,"['Romain Duris', ' Audrey Tautou', ' Cécile de France']","{'note_moyenne': 6.3, 'nombre_critiques': 17847, 'repartition_note': [92, 172, 376, 916, 2268, 5019, 5708, 2570, 551, 175]}",59,"['7,0', '13 392']",64,"{'budget': None, 'Cumulative_WW_Gross': '$16,968,297', 'location': 'France | USA | Belgium'}"
C'est la fin,Film,"['Comédie', ' catastrophe', 'fantastique']",Des amis sont obligés de se terrer dans leur maison à la suite d'événements étranges et catastrophiques qui ravagent Los Angeles.,"['Seth Rogen', 'Evan Goldberg']",1 h 47 min,12 juin 2013,"['James Franco', ' Jonah Hill', ' Seth Rogen']","{'note_moyenne': 6.0, 'nombre_critiques': 15543, 'repartition_note': [227, 386, 737, 1185, 2359, 4325, 4012, 1739, 445, 128]}",60,"['6,6', '383 467']",67,"{'budget': '$32,000,000', 'Cumulative_WW_Gross': '$126,041,322', 'location': 'USA'}"
L'Écume des jours,Film,"['Drame', 'fantastique']","L'histoire surréelle et poétique d'un jeune homme idéaliste et inventif, Colin, qui rencontre Chloé, une jeune femme semblant être l'incarnation d'un blues de Duke Ellington. Leur mariage idyllique tourne à l'amertume quand Chloé tombe malade d'un nénuphar qui grandit dans son poumon. Pour payer ses soins, dans un Paris fantasmatique, Colin doit travailler dans des conditions de plus en plus absurdes, pendant qu'autour d'eux leur appartement se dégrade et que leur groupe d'amis, dont le talentueux Nicolas, et Chick, fanatique du philosophe Jean-Sol Partre, se délite.",['Michel Gondry'],2 h 05 min,24 avril 2013,"['Romain Duris', ' Audrey Tautou', ' Gad Elmaleh']","{'note_moyenne': 5.6, 'nombre_critiques': 15186, 'repartition_note': [248, 478, 903, 1704, 2838, 3634, 3177, 1618, 440, 146]}",61,"['6,5', '15 188']",54,"{'budget': 'EUR19,000,000', 'Cumulative_WW_Gross': '$10,435,322', 'location': 'France | Belgium'}"
Lone Ranger : Naissance d'un héros,Film,"['Action', ' aventure', 'western']","Un ancien Texas ranger masqué se bat contre l’injustice avec l’aide de Tonto, un amérindien malin et laconique, et son célèbre cheval blanc, Silver.",['Gore Verbinski'],2 h 29 min,3 juillet 2013,"['Johnny Depp', ' Armie Hammer', ' William Fichtner']","{'note_moyenne': 5.5, 'nombre_critiques': 19504, 'repartition_note': [321, 570, 1260, 2513, 3812, 5178, 4012, 1423, 314, 101]}",62,"['6,4', '221 013']",37,"{'budget': '$215,000,000', 'Cumulative_WW_Gross': '$260,502,115', 'location': 'USA'}"
No,Film,['Drame'],"Lorsque le dictateur chilien Augusto Pinochet, face à la pression internationale consent à un référendum sur sa présidence en 1988, les dirigeants de l'opposition persuadent un jeune et brillant publicitaire, René Saavedra, d'être le fer de lance de leur campagne. Avec peu de moyens et sous la surveillance constante des hommes de Pinochet, Saavedra et son équipe conçoivent un plan audacieux pour remporter le référendum et libérer leur pays de l'oppression.",['Pablo Larraín'],1 h 58 min,6 mars 2013,"['Gael García Bernal', ' Alfredo Castro', ' Luis Gnecco']","{'note_moyenne': 7.0, 'nombre_critiques': 4295, 'repartition_note': [6, 15, 31, 76, 279, 794, 1720, 1099, 221, 54]}",63,"['7,4', '23 150']",81,"{'budget': None, 'Cumulative_WW_Gross': '$7,699,095', 'location': 'Chile | France | Mexico | USA'}"
Thor : Le Monde des ténèbres,Film,"['Action', ' aventure', 'fantasy']","Thor doit affronter une menace des plus anciennes. Personne ne semble assez fort pour la vaincre, c'est sans compter sur le Dieu du tonnerre.",['Alan Taylor'],1 h 52 min,8 novembre 2013,"['Chris Hemsworth', ' Natalie Portman', ' Tom Hiddleston']","{'note_moyenne': 5.2, 'nombre_critiques': 29408, 'repartition_note': [544, 1140, 2152, 4037, 6330, 7675, 5122, 1684, 433, 291]}",64,"['6,9', '594 035']",54,"{'budget': '$170,000,000', 'Cumulative_WW_Gross': '$644,783,140', 'location': 'USA'}"
Le Conte de la princesse Kaguya,Long-métrage d'animation,"['Animation', ' drame', 'fantastique']",Un coupeur de bambou appelé Taketori tombe sur une mystérieuse tige de bambou lumineuse. Il y trouve à l'intérieur un bébé de la taille de son pouce.,['Isao Takahata'],2 h 17 min,23 novembre 2013,"['Aki Asakura', ' Kengo Kôra', ' Takeo Chii']","{'note_moyenne': 7.9, 'nombre_critiques': 14021, 'repartition_note': [12, 26, 46, 136, 418, 1180, 3058, 4717, 3022, 1406]}",65,"['8,0', '38 459']",89,"{'budget': 'JPY5,000,000,000', 'Cumulative_WW_Gross': '$24,706,166', 'location': 'Japan'}"
Gangster Squad,Film,"['Action', ' policier', ' drame']","Los Angeles, 1949. Mickey Cohen, originaire de Brooklyn, est un parrain impitoyable de la mafia qui dirige la ville et récolte les biens mal acquis de la drogue, des armes, des prostituées et – s’il arrive à ses fins – de tous les paris à l’ouest de Chicago. Tout ceci est rendu possible par la... Lire la suite",['Ruben Fleischer'],1 h 53 min,7 janvier 2013,"['Josh Brolin', ' Ryan Gosling', ' Sean Penn']","{'note_moyenne': 5.9, 'nombre_critiques': 15984, 'repartition_note': [147, 284, 609, 1336, 2623, 4548, 4284, 1698, 350, 105]}",66,"['6,7', '206 135']",40,"{'budget': '$60,000,000', 'Cumulative_WW_Gross': '$105,200,903', 'location': 'USA'}"
Blancanieves,Film,"['Drame', ' fantastique', 'muet']","Il était une fois, à la fin des années 1920, une jeune fille dans le sud de l'Espagne. Entre l'absence de sa mère et la cruauté de sa diabolique belle-mère, tout ce qu'elle désire c'est quitter le foyer « familial ». Elle prend son père, un célèbre torero, pour modèle et apprend son art.",['Pablo Berger'],1 h 44 min,28 septembre 2012,"['Daniel Gimenez Cacho', ' Ramon Barea', ' Inma Cuesta']","{'note_moyenne': 7.3, 'nombre_critiques': 2173, 'repartition_note': [7, 18, 24, 48, 114, 243, 586, 680, 329, 124]}",67,"['7,5', '10 386']",82,"{'budget': None, 'Cumulative_WW_Gross': '$2,585,522', 'location': 'Spain | Belgium | France'}"
Flight,Film,"['Drame', 'thriller']","Lorsqu'un désastre survient, un pilote parvient à poser l'avion dans lequel il se trouve, et se voit considéré comme un héros. Mais l'enquête sur ledit désastre prouve que la réalité n'est pas aussi belle...",['Robert Zemeckis'],2 h 18 min,2 novembre 2012,"['Denzel Washington', ' Kelly Reilly', ' Don Cheadle']","{'note_moyenne': 6.4, 'nombre_critiques': 14517, 'repartition_note': [41, 117, 267, 697, 1834, 4257, 4810, 1972, 410, 112]}",68,"['7,3', '325 246']",76,"{'budget': '$31,000,000', 'Cumulative_WW_Gross': '$161,772,375', 'location': 'USA | United Arab Emirates'}"
Before Midnight,Film,['Drame'],"Céline et Jesse partent en Grèce en famille. Ils se sont offerts l'opportunité d'être ensemble sans les enfants, enfin tranquilles. Mais les disputes rancunières commencent.",['Richard Linklater'],1 h 48 min,20 janvier 2013,"['Ethan Hawke', ' Julie Delpy', ' Seamus Davey-Fitzpatrick']","{'note_moyenne': 6.9, 'nombre_critiques': 4165, 'repartition_note': [21, 41, 61, 128, 320, 777, 1456, 949, 310, 102]}",69,"['7,9', '140 865']",94,"{'budget': '$3,000,000', 'Cumulative_WW_Gross': '$20,994,648', 'location': 'USA | Greece'}"
La Vie rêvée de Walter Mitty,Film,"['Aventure', ' comédie', ' drame']","Un employé de bureau vit dans un monde imaginaire fantastique. Quand son travail est mis en danger, il décide de partir en voyage à travers le monde.",['Ben Stiller'],1 h 54 min,25 décembre 2013,"['Ben Stiller', ' Kristen Wiig', ' Adam Scott']","{'note_moyenne': 6.7, 'nombre_critiques': 36051, 'repartition_note': [145, 292, 640, 1445, 3453, 7831, 11628, 7276, 2530, 811]}",70,"['7,3', '292 898']",54,"{'budget': '$90,000,000', 'Cumulative_WW_Gross': '$188,133,322', 'location': 'USA | UK'}"
Les Croods,Long-métrage d'animation,"['Animation', ' aventure', 'comédie']",Le film met en scène une famille préhistorique obligée d'entreprendre son premier long périple à la suite de l'éboulement de sa caverne. Ils y feront la connaissance d'un jeune nomade qui bouleversera leur mode de vie.,"['Chris Sanders', 'Kirk DeMicco']",1 h 38 min,22 mars 2013,"['Nicolas Cage', ' Emma Stone', ' Ryan Reynolds']","{'note_moyenne': 6.2, 'nombre_critiques': 12835, 'repartition_note': [84, 175, 355, 836, 1934, 3612, 3626, 1686, 371, 156]}",71,"['7,2', '192 131']",55,"{'budget': '$135,000,000', 'Cumulative_WW_Gross': '$587,205,319', 'location': 'USA'}"
Wadjda,Film,"['Comédie dramatique', 'drame']","Wadjda, dix ans, habite dans une banlieue de Riyadh, capitale de l'Arabie Saoudite. Issue d'un milieu conservateur, Wadjda est une fille pleine de vie, et cherche toujours à en faire plus que ce qui lui est permis. Après une bagarre avec son ami Abdullah, elle aperçoit un beau vélo vert à vendre. Elle le veut à tout prix, pour pouvoir le battre à la course. Mais la mère de Wadjda lui interdit, redoutant les répercussions d'une société qui conçoit les vélos comme une menace pour la vertu d'une fille. Wadjda décide alors de trouver l'argent par ses propres moyens, déterminée à se battre pour défendre ses rêves.",['Haifaa Al-Mansour'],1 h 37 min,2012,"['Waad Mohammed', ' Reem Abdullah', ' Abdullrahman Al Gohani']","{'note_moyenne': 7.3, 'nombre_critiques': 3669, 'repartition_note': [6, 6, 16, 33, 153, 419, 1342, 1202, 411, 81]}",72,"['7,5', '18 854']",81,"{'budget': None, 'Cumulative_WW_Gross': '$6,499,169', 'location': 'Saudi Arabia | Netherlands | Germany | Jordan | United Arab Emirates | USA'}"
Why Don't You Play in Hell?,Film,"['Action', ' comédie', 'drame']","Muto et Ikegami sont deux gangsters qui se détestent : l'un cherche un rôle de cinéma pour sa fille, l'autre est amoureux de cette dernière.",['Sion Sono'],2 h 06 min,28 septembre 2013,"['Jun Kunimura', ' Fumi Nikaidô', "" Shin'ichi Tsutsumi""]","{'note_moyenne': 7.5, 'nombre_critiques': 2807, 'repartition_note': [12, 26, 36, 67, 128, 298, 682, 966, 465, 127]}",73,"['7,2', '7 161']",68,"{'budget': None, 'Cumulative_WW_Gross': '$1,265,872', 'location': 'Japan'}"
New World,Film,"['Gangster', ' policier', 'thriller']","Un flic infiltré dans une mafia devient l'ami du sous-boss. Dans un dilemme moral, il se trouve coincé entre son devoir de policier et ses sentiments.",['Park Hoon-jung'],2 h 14 min,21 février 2013,"['Lee Jung-jae', ' Choi Min-sik', ' Hwang Jung-min']","{'note_moyenne': 7.4, 'nombre_critiques': 2736, 'repartition_note': [4, 3, 15, 46, 117, 351, 895, 973, 258, 74]}",74,"['7,6', '20 411']",58,"{'budget': None, 'Cumulative_WW_Gross': '$31,673,928', 'location': 'South Korea'}"
Effets secondaires,Film,"['Policier', ' drame', 'thriller']",Une femme se tourne vers les médicaments pour gérer son anxiété en lien avec la sortie de prison de son mari.,['Steven Soderbergh'],1 h 46 min,8 février 2013,"['Jude Law', ' Rooney Mara', ' Catherine Zeta-Jones']","{'note_moyenne': 6.3, 'nombre_critiques': 8292, 'repartition_note': [29, 59, 185, 445, 1162, 2425, 2790, 1003, 155, 39]}",75,"['7,1', '179 834']",75,"{'budget': '$30,000,000', 'Cumulative_WW_Gross': '$63,414,135', 'location': 'USA'}"
La Fille du 14 juillet,Film,"['Comédie', 'road movie']","Hector, qui a rencontré Truquette au Louvre le 14 juillet, n'a qu'une préoccupation : séduire cette fille qui l'obsède. Et le meilleur moyen c'est encore de foncer l'emmener voir la mer !",['Antonin Peretjatko'],1 h 28 min,5 juin 2013,"['Vimala Pons', ' Grégoire Tachnakian', ' Vincent Macaigne']","{'note_moyenne': 6.9, 'nombre_critiques': 3522, 'repartition_note': [22, 34, 64, 111, 230, 560, 1210, 881, 304, 106]}",76,"['6,4', '846']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$28,104', 'location': 'France'}"
The Bling Ring,Film,"['Policier', 'drame']","Inspiré de faits réels, le film raconte l'histoire d'un groupe d'adolescents aisés de Los Angeles, qui vont cambrioler les maisons de leurs idoles.",['Sofia Coppola'],1 h 30 min,14 juin 2013,"['Emma Watson', ' Katie Chang', ' Israel Broussard']","{'note_moyenne': 5.1, 'nombre_critiques': 18021, 'repartition_note': [346, 762, 1652, 2924, 4257, 4463, 2613, 768, 157, 79]}",77,"['5,6', '83 374']",66,"{'budget': '$8,000,000', 'Cumulative_WW_Gross': '$20,045,576', 'location': 'USA | UK | France | Germany | Japan'}"
7 Psychopathes,Film,"['Comédie', ' gangster', 'thriller']",Un scénariste en manque d'inspiration se retrouve mêlé malgré lui à un plan d'enlèvement de chiens orchestré par deux de ses amis. Mais l'affaire tourne mal lorsque le fidèle compagnon à quatre pattes d'un gangster disparaît.,['Martin McDonagh'],1 h 50 min,12 octobre 2012,"['Colin Farrell', ' Sam Rockwell', ' Christopher Walken']","{'note_moyenne': 6.3, 'nombre_critiques': 9850, 'repartition_note': [54, 119, 291, 604, 1327, 2610, 3048, 1403, 312, 82]}",78,"['7,2', '240 734']",66,"{'budget': '$15,000,000', 'Cumulative_WW_Gross': '$32,226,382', 'location': 'UK | USA'}"
Evil Dead,Film,['Épouvante-Horreur'],4 amis se rendent dans une cabane dans les bois. Ils découvrent un autel et un vieux livre dont Eric commet l'erreur de lire un passage à voix haute.,['Fede Alvarez'],1 h 30 min,4 avril 2013,"['Jane Levy', ' Shiloh Fernandez', ' Lou Taylor Pucci']","{'note_moyenne': 5.6, 'nombre_critiques': 8834, 'repartition_note': [233, 366, 591, 1027, 1493, 2190, 1833, 800, 215, 86]}",79,"['7,5', '187 002']",71,"{'budget': '$350,000', 'Cumulative_WW_Gross': '$2,955,571', 'location': 'USA'}"
Wolverine : Le Combat de l'immortel,Film,"['Action', ' aventure', ' fantastique']",Wolverine se retrouve au Japon après les événements de X-Men III. Il doit surpasser ses limites physiques et psychiques afin d’affronter les meilleurs guerriers samouraïs.,['James Mangold'],2 h 06 min,26 juillet 2013,"['Hugh Jackman', ' Tao Okamoto', ' Rila Fukushima']","{'note_moyenne': 5.2, 'nombre_critiques': 24314, 'repartition_note': [445, 968, 1876, 3369, 5333, 6341, 4039, 1392, 332, 219]}",80,"['6,7', '428 938']",61,"{'budget': '$120,000,000', 'Cumulative_WW_Gross': '$414,828,246', 'location': 'USA | UK'}"
La Danza de la Realidad,Film,['Biopic'],"Une autobiographie du célèbre réalisateur, adaptée de son roman du même nom.",['Alejandro Jodorowsky'],2 h 10 min,4 septembre 2013,"['Brontis Jodorowsky', ' Pamela Flores', ' Jeremias Herskovits']","{'note_moyenne': 7.1, 'nombre_critiques': 1780, 'repartition_note': [11, 19, 23, 51, 103, 261, 508, 492, 220, 92]}",81,"['7,5', '7 872']",76,"{'budget': '$3,000,000', 'Cumulative_WW_Gross': '$558,636', 'location': 'Chile | France'}"
Michael Kohlhaas,Film,"['Drame', 'historique']","Au XVIe siècle, un marchand de chevaux mène une vie prospère dans les Cévennes. Mais après un conflit avec un seigneur, il doit lever une armée.",['Arnaud des Pallières'],2 h 02 min,24 mai 2013,"['Mads Mikkelsen', ' Mélusine Mayance', ' Delphine Chuillot']","{'note_moyenne': 6.2, 'nombre_critiques': 3891, 'repartition_note': [46, 73, 170, 306, 585, 1003, 986, 536, 130, 56]}",83,"['6,1', '7 670']",51,"{'budget': None, 'Cumulative_WW_Gross': '$813,550', 'location': 'France | Germany'}"
Les Gamins,Film,['Comédie'],"Tout juste fiancé, Thomas rencontre son futur beau-père Gilbert, marié depuis 30 ans à Suzanne et en pleine crise de la cinquantaine. Gilbert, persuadé d'avoir gâché sa vie à cause de son couple, dissuade Thomas d'épouser sa fille Lola et le pousse à tout plaquer à ses côtés. Ils se lancent alors... Lire la suite",['Anthony Marciano'],1 h 35 min,17 avril 2013,"['Alain Chabat', ' Max Boublil', ' Sandrine Kiberlain']","{'note_moyenne': 5.7, 'nombre_critiques': 15017, 'repartition_note': [261, 383, 791, 1530, 2679, 4304, 3583, 1163, 256, 67]}",84,"['6,2', '2 930']",Reviews,"{'budget': 'EUR8,300,000', 'Cumulative_WW_Gross': '$14,057,569', 'location': 'France'}"
Jodorowsky's Dune,Documentaire,,"En 1975, le producteur français Michel Seydoux propose à Alejandro Jodorowsky une adaptation très ambitieuse de ""Dune"" au cinéma. Ce dernier, déjà réalisateur des films cultes ""El Topo"" et ""La Montagne sacrée"", accepte. Il rassemble alors ses ""guerriers"" artistiques, dont Jean Giraud (Moebius), Dan O'Bannon, Hans-Ruedi Giger et Chris Foss qui vont être de toutes les aventures cinématographiques de science-fiction de la fin du siècle (""Star Wars"", ""Alien"", ""Blade Runner"", ""Total Recall"" etc.).
Le casting réunit Mick Jagger, Orson Welles, Salvador Dali, David Carradine ou Amanda Lear, mais également son jeune fils Brontis Jodorowsky, Pink Floyd et Magma acceptent de signer la musique du film… L'équipe de production recherche 5 millions de dollars pour finaliser le budget et se heurte à la peur des studios hollywoodiens qui craignent le tempérament de Jodorowsky...",['Frank Pavich'],Science-fiction,1 h 30 min,"['Alejandro Jodorowsky', ' Amanda Lear', ' Brontis Jodorowsky']","{'note_moyenne': 7.9, 'nombre_critiques': 8614, 'repartition_note': [15, 15, 29, 62, 148, 415, 1776, 3591, 1933, 630]}",86,"['8,1', '21 834']",79,"{'budget': None, 'Cumulative_WW_Gross': '$647,280', 'location': 'France | USA'}"
L'Extravagant Voyage du jeune et prodigieux T.S. Spivet,Film,"['Aventure', 'drame']","T.S. Spivet, jeune garçon surdoué, apprend qu’il a gagné un prix scientifique. Mais le jury ne sait pas que le lauréat n'a en fait que 10 ans.",['Jean-Pierre Jeunet'],1 h 45 min,16 octobre 2013,"['Helena Bonham Carter', ' Robert Maillet', ' Judy Davis']","{'note_moyenne': 6.5, 'nombre_critiques': 5217, 'repartition_note': [15, 40, 102, 257, 557, 1419, 1737, 798, 213, 79]}",87,"['7,1', '17 085']",53,"{'budget': '$33,000,000', 'Cumulative_WW_Gross': '$9,494,789', 'location': 'France | Canada'}"
Warm Bodies : Renaissance,Film,"['Comédie', ' Épouvante-horreur', 'romance']","Depuis la catastrophe qui a frappé l'humanité, R est un zombie comme les autres. Enfin, presque, car le jeune homme pense beaucoup, et sa rencontre avec la ravissante Julie, toujours vivante, elle, bouleverse sa vie.",['Jonathan Levine'],1 h 38 min,1 février 2013,"['Nicholas Hoult', ' Teresa Palmer', ' Analeigh Tipton']","{'note_moyenne': 5.7, 'nombre_critiques': 11053, 'repartition_note': [191, 347, 614, 1103, 2010, 3177, 2501, 832, 189, 89]}",88,"['6,8', '218 963']",60,"{'budget': '$35,000,000', 'Cumulative_WW_Gross': '$116,980,662', 'location': 'USA | Canada'}"
