nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
Only God Forgives,Film,"['Policier', ' drame', 'thriller']","À Bangkok, Julian, qui a fui la justice américaine, dirige un club de boxe thaï servant de couverture à son trafic de drogue.",['Nicolas Winding Refn'],1 h 30 min,23 mai 2013,"['Ryan Gosling', ' Kristin Scott Thomas', ' Vithaya Pansringarm']","{'note_moyenne': 6.0, 'nombre_critiques': 26658, 'repartition_note': [509, 923, 1547, 2623, 3930, 5639, 5833, 3737, 1451, 466]}",13,"['5,7', '106 907']",37,"{'budget': '$4,800,000', 'Cumulative_WW_Gross': '$10,639,616', 'location': 'Denmark | France | USA | Sweden | Belgium'}"
Alabama Monroe,Film,['Drame'],Élise et Didier sont amoureux malgré leurs différences religieuses et philosophiques. Leur fille tombe malade et leur relation est mise à l'épreuve.,['Felix van Groeningen'],1 h 51 min,10 octobre 2012,"['Johan Heldenbergh', ' Veerle Baetens', ' Nell Cattrysse']","{'note_moyenne': 7.6, 'nombre_critiques': 20076, 'repartition_note': [65, 79, 169, 317, 666, 1762, 4302, 6546, 4449, 1721]}",14,"['7,7', '39 310']",70,"{'budget': None, 'Cumulative_WW_Gross': '$5,990,754', 'location': 'Belgium | Netherlands'}"
Le Monde de Charlie,Film,"['Drame', 'romance']",Charlie a bien du mal à s'intégrer dans son lycée. Il ne semble pas en raccord. Son professeur de Lettres croit en son potentiel et voit un génie.,['Stephen Chbosky'],1 h 43 min,20 septembre 2012,"['Logan Lerman', ' Emma Watson', ' Ezra Miller']","{'note_moyenne': 7.1, 'nombre_critiques': 29586, 'repartition_note': [91, 142, 352, 749, 1945, 4863, 9223, 7931, 3114, 1176]}",15,"['8,0', '460 942']",67,"{'budget': '$13,000,000', 'Cumulative_WW_Gross': '$33,384,127', 'location': 'USA'}"
Gatsby le magnifique,Film,"['Drame', 'romance']","Printemps 1922. L'époque est propice au relâchement des mœurs, à l'essor du jazz et à l'enrichissement des contrebandiers d'alcool… Apprenti écrivain, Nick Carraway quitte la région du Middle West pour s'installer à New York. Voulant sa part du rêve américain, il vit désormais entouré d'un... Lire la suite",['Baz Luhrmann'],2 h 23 min,10 mai 2013,"['Leonardo DiCaprio', ' Tobey Maguire', ' Carey Mulligan']","{'note_moyenne': 6.3, 'nombre_critiques': 43833, 'repartition_note': [275, 502, 1145, 2443, 5330, 10329, 12711, 7673, 2526, 899]}",16,"['7,2', '477 371']",55,"{'budget': '$105,000,000', 'Cumulative_WW_Gross': '$353,642,213', 'location': 'Australia | USA'}"
Happiness Therapy,Film,"['Comédie dramatique', 'comédie romantique']","Tout juste sorti d'hôpital psychiatrique, Pat emménage chez ses parents. Il rencontre alors une fille mystérieuse appelée Tiffany qui va l'aider.",['David O. Russell'],2 h 02 min,21 novembre 2012,"['Bradley Cooper', ' Jennifer Lawrence', ' Robert De Niro']","{'note_moyenne': 6.5, 'nombre_critiques': 37652, 'repartition_note': [171, 365, 798, 1974, 4302, 9188, 12386, 6464, 1606, 398]}",17,"['7,7', '660 532']",81,"{'budget': '$21,000,000', 'Cumulative_WW_Gross': '$236,412,453', 'location': 'USA'}"
Le Dernier pub avant la fin du monde,Film,"['Comédie', ' science-fiction', 'action']",Cinq amis se réunissent afin de battre leur tournée record de bars d'il y a vingt ans. Mais ils risquent de devenir le seul espoir pour l'humanité.,['Edgar Wright'],1 h 49 min,19 juillet 2013,"['Simon Pegg', ' Nick Frost', ' Martin Freeman']","{'note_moyenne': 6.5, 'nombre_critiques': 30753, 'repartition_note': [147, 282, 614, 1468, 3354, 7475, 9804, 5323, 1712, 574]}",18,"['7,0', '259 500']",81,"{'budget': '$20,000,000', 'Cumulative_WW_Gross': '$46,091,271', 'location': 'UK | USA | Japan'}"
Star Trek Into Darkness,Film,"['Action', ' aventure', 'science-fiction']",Un homme du nom de John Harrison attaque le haut commandement de l'institution de Starfleet. Le capitaine Kirk décide alors de partir à sa poursuite.,['J.J. Abrams'],2 h 12 min,17 mai 2013,"['Chris Pine', ' Zachary Quinto', ' Benedict Cumberbatch']","{'note_moyenne': 6.6, 'nombre_critiques': 23884, 'repartition_note': [112, 194, 452, 984, 2340, 5535, 8379, 4506, 1066, 316]}",19,"['7,7', '462 650']",72,"{'budget': '$190,000,000', 'Cumulative_WW_Gross': '$467,365,246', 'location': 'USA'}"
Spring Breakers,Film,"['Policier', 'drame']","Pour financer leur Spring Break, quatre filles aussi fauchées que sexy décident de braquer un fast-food. Et ce n’est que le début…",['Harmony Korine'],1 h 34 min,22 mars 2013,"['James Franco', ' Selena Gomez', ' Ashley Benson']","{'note_moyenne': 5.3, 'nombre_critiques': 27350, 'repartition_note': [1406, 1984, 2840, 3839, 4481, 4664, 4174, 2637, 983, 342]}",20,"['5,3', '135 540']",63,"{'budget': '$5,000,000', 'Cumulative_WW_Gross': '$32,170,399', 'location': 'USA | France'}"
Rush,Film,"['Action', ' biopic', ' drame']","Le combat entre deux des plus grands rivaux de l’histoire du sport, James Hunt et Niki Lauda concourant pour les illustres écuries McLaren et Ferrari.",['Ron Howard'],2 h 03 min,13 septembre 2013,"['Chris Hemsworth', ' Daniel Brühl', ' Olivia Wilde']","{'note_moyenne': 7.2, 'nombre_critiques': 15662, 'repartition_note': [30, 71, 119, 264, 733, 2151, 5409, 5037, 1488, 360]}",21,"['8,1', '431 717']",74,"{'budget': '$38,000,000', 'Cumulative_WW_Gross': '$96,983,009', 'location': 'UK | Germany | USA'}"
Her,Film,"['Drame', ' romance', 'science-fiction']","Los Angeles, dans un futur proche. Theodore Twombly, un homme sensible au caractère complexe, est inconsolable suite à une rupture difficile. Il fait alors l'acquisition d'un programme informatique ultramoderne, capable de s'adapter à la personnalité de chaque utilisateur. En lançant le système, il fait la connaissance de 'Samantha', une voix féminine intelligente, intuitive et étonnamment drôle. Les besoins et les désirs de Samantha grandissent et évoluent, tout comme ceux de Theodore, et peu à peu, ils tombent amoureux…",['Spike Jonze'],2 h 06 min,18 décembre 2013,"['Joaquin Phoenix', ' Scarlett Johansson', ' Amy Adams']","{'note_moyenne': 7.6, 'nombre_critiques': 68304, 'repartition_note': [217, 316, 635, 1324, 2870, 6706, 15802, 22513, 13510, 4411]}",22,"['8,0', '538 760']",90,"{'budget': '$23,000,000', 'Cumulative_WW_Gross': '$48,517,427', 'location': 'USA'}"
"Les Garçons et Guillaume, à table !",Film,['Comédie'],"Déjà tout jeune, Guillaume se souvient que sa maman avait déjà l'étrange manie de sous-entendre que son fils n'était pas vraiment un garçon...",['Guillaume Gallienne'],1 h 25 min,20 novembre 2013,"['Guillaume Gallienne', ' Françoise Fabian', ' Nanou Garcia']","{'note_moyenne': 6.5, 'nombre_critiques': 28722, 'repartition_note': [307, 456, 751, 1391, 2655, 5476, 8625, 6231, 2160, 670]}",23,"['6,7', '7 238']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$24,991,467', 'location': 'France | Belgium'}"
Insaisissables,Film,"['Policier', 'thriller']",Un agent du FBI et un détective d'Interpol poursuivent une équipe d'illusionnistes braqueurs de banques qui offrent leurs butins au grand public.,['Louis Leterrier'],1 h 55 min,31 mai 2013,"['Jesse Eisenberg', ' Mark Ruffalo', ' Woody Harrelson']","{'note_moyenne': 5.9, 'nombre_critiques': 41437, 'repartition_note': [521, 914, 1761, 3273, 6089, 10315, 10671, 5484, 1728, 681]}",24,"['7,3', '595 279']",50,"{'budget': '$75,000,000', 'Cumulative_WW_Gross': '$351,723,989', 'location': 'USA | France'}"
Conjuring : Les Dossiers Warren,Film,"['Épouvante-Horreur', 'thriller']","Harrisville, un couple d'experts en phénomènes paranormaux interviennent dans une maison hantée et décident de chasser ces esprits maléfiques.",['James Wan'],1 h 52 min,18 juillet 2013,"['Vera Farmiga', ' Patrick Wilson', ' Lili Taylor']","{'note_moyenne': 6.6, 'nombre_critiques': 29354, 'repartition_note': [176, 275, 590, 1250, 2762, 6183, 9558, 6057, 1825, 678]}",25,"['7,5', '441 170']",68,"{'budget': '$20,000,000', 'Cumulative_WW_Gross': '$319,513,860', 'location': 'USA'}"
Zero Dark Thirty,Film,"['Drame', ' historique', 'thriller']","Après les attentats du 11/09/2001, la CIA traque pendant près de dix années Oussama ben Laden avant qu'une équipe des SEAL parvienne à l'éliminer.",['Kathryn Bigelow'],2 h 37 min,19 décembre 2012,"['Jessica Chastain', ' Jason Clarke', ' Mark Duplass']","{'note_moyenne': 6.7, 'nombre_critiques': 17134, 'repartition_note': [82, 113, 261, 669, 1449, 3690, 6148, 3598, 918, 206]}",26,"['7,4', '271 221']",95,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$132,820,716', 'location': 'USA | United Arab Emirates'}"
Hunger Games : L'Embrasement,Film,"['Action', 'science-fiction']",Katniss est rentrée chez elle saine et sauve avec son partenaire Peeta. Mais ils sont obligés de laisser une fois de plus leur famille.,['Francis Lawrence'],2 h 26 min,22 novembre 2013,"['Jennifer Lawrence', ' Josh Hutcherson', ' Liam Hemsworth']","{'note_moyenne': 6.0, 'nombre_critiques': 39756, 'repartition_note': [467, 721, 1343, 2808, 5993, 10480, 10422, 5262, 1499, 761]}",27,"['7,5', '612 540']",76,"{'budget': '$130,000,000', 'Cumulative_WW_Gross': '$865,011,746', 'location': 'USA'}"
Man of Steel,Film,"['Action', ' aventure', 'fantastique']","Transporté sur Terre des années auparavant depuis Krypton, Clark Kent découvre qu'avoir des pouvoirs signifie devoir prendre de difficiles décisions.",['Zack Snyder'],2 h 23 min,14 juin 2013,"['Henry Cavill', ' Amy Adams', ' Michael Shannon']","{'note_moyenne': 5.5, 'nombre_critiques': 38233, 'repartition_note': [754, 1361, 2660, 4620, 7314, 9223, 7573, 3362, 1018, 348]}",28,"['7,0', '689 854']",55,"{'budget': '$225,000,000', 'Cumulative_WW_Gross': '$668,045,518', 'location': 'USA | UK'}"
Iron Man 3,Film,"['Action', ' aventure', ' fantastique']","Quand le monde de Tony Stark est détruit par le maître terroriste appelé le Mandarin, il tient à se reconstruire et affronter ce nouvel adversaire.",['Shane Black'],2 h 10 min,24 avril 2013,"['Robert Downey Jr.', ' Gwyneth Paltrow', ' Don Cheadle']","{'note_moyenne': 5.8, 'nombre_critiques': 38445, 'repartition_note': [404, 718, 1592, 3374, 6672, 10407, 9594, 4164, 1008, 512]}",29,"['7,1', '753 508']",62,"{'budget': '$200,000,000', 'Cumulative_WW_Gross': '$1,214,811,252', 'location': 'USA'}"
La Reine des Neiges,Long-métrage d'animation,"['Aventure', ' jeunesse', ' musique']","Anna se lance dans un voyage à la recherche de sa sœur, la Reine des Neiges, dans l’espoir d'arrêter l'hivers éternel que cette dernière a provoqué.","['Chris Buck', 'Jennifer Lee']",1 h 42 min,27 novembre 2013,"['Kristen Bell', ' Idina Menzel', ' Josh Gad']","{'note_moyenne': 6.1, 'nombre_critiques': 39161, 'repartition_note': [586, 706, 1365, 2625, 5177, 9366, 10622, 5860, 1946, 908]}",30,"['7,4', '571 580']",75,"{'budget': '$150,000,000', 'Cumulative_WW_Gross': '$1,281,019,275', 'location': 'USA'}"
Le Majordome,Film,"['Biopic', 'drame']",Cecil Gaines est un majordome qui a vu défiler 8 présidents à la maison blanche. Il porte alors un témoignage poignant sur l'évolution des moeurs du pays.,['Lee Daniels'],2 h 12 min,18 octobre 2013,"['Forest Whitaker', ' Oprah Winfrey', ' David Oyelowo']","{'note_moyenne': 6.8, 'nombre_critiques': 21578, 'repartition_note': [60, 79, 245, 541, 1453, 4041, 7428, 5469, 1708, 554]}",31,"['7,2', '108 605']",65,"{'budget': '$30,000,000', 'Cumulative_WW_Gross': '$177,313,795', 'location': 'USA'}"
Stoker,Film,"['Drame', 'thriller']","À la mort de son père dans un étrange accident de voiture, India, une adolescente, assiste au retour de son oncle, un homme mystérieux dont elle ignorait l’existence, et qui s’installe avec elle et sa mère. India commence à soupçonner que les motivations de cet homme charmeur ne sont pas sans arrière-pensées et ne tarde pas à ressentir pour lui des sentiments mêlés de méfiance et d’attirance.",['Park Chan-wook'],1 h 38 min,28 février 2013,"['Mia Wasikowska', ' Nicole Kidman', ' Matthew Goode']","{'note_moyenne': 6.7, 'nombre_critiques': 11723, 'repartition_note': [56, 108, 238, 505, 1113, 2407, 3687, 2526, 815, 268]}",32,"['6,8', '102 750']",58,"{'budget': '$12,000,000', 'Cumulative_WW_Gross': '$12,077,441', 'location': 'UK | USA'}"
La Grande Bellezza,Film,"['Comédie', 'drame']",Jep est un grand journaliste qui fréquente la haute société romaine. Il assiste à la crise d’une société qui a transformé les hommes en monstres.,['Paolo Sorrentino'],2 h 22 min,21 mai 2013,"['Toni Servillo', ' Carlo Verdone', ' Sabrina Ferilli']","{'note_moyenne': 7.5, 'nombre_critiques': 8307, 'repartition_note': [36, 66, 103, 164, 368, 763, 1718, 2644, 1650, 795]}",33,"['7,8', '80 882']",86,"{'budget': 'EUR9,200,000', 'Cumulative_WW_Gross': '$24,665,023', 'location': 'Italy | France | Belgium'}"
Il était temps,Film,"['Drame', ' fantastique', 'romance']","À l'âge de 21 ans, le père de Tim lui annonce qu'il peut voyager dans le temps et changer ce qui se passe et s'est passé dans sa propre vie.",['Richard Curtis'],2 h 03 min,4 septembre 2013,"['Domhnall Gleeson', ' Rachel McAdams', ' Bill Nighy']","{'note_moyenne': 7.1, 'nombre_critiques': 19025, 'repartition_note': [62, 97, 232, 460, 1141, 3088, 6252, 5012, 1904, 777]}",34,"['7,8', '301 519']",55,"{'budget': '$12,000,000', 'Cumulative_WW_Gross': '$87,100,449', 'location': 'UK'}"
Kick-Ass 2,Film,"['Action', ' comédie', 'thriller']",Kick Ass et Hit Girl ont inspiré une panoplie de nouveaux super-héros. Mais Red Mist veut sa revanche et il devient le premier super-méchant.,['Jeff Wadlow'],1 h 43 min,14 août 2013,"['Aaron Taylor-Johnson', ' Chloë Grace Moretz', ' Christopher Mintz-Plasse']","{'note_moyenne': 5.8, 'nombre_critiques': 31432, 'repartition_note': [343, 658, 1286, 2701, 5486, 9164, 7758, 3078, 711, 247]}",35,"['6,5', '254 397']",41,"{'budget': '$28,000,000', 'Cumulative_WW_Gross': '$60,795,985', 'location': 'UK | USA | Japan'}"
Blue Jasmine,Film,['Comédie dramatique'],"Alors qu’elle voit sa vie voler en éclat et son mariage battre de l’aile, Jasmine quitte New York pour San Francisco et s’installe chez sa sœur Ginger.",['Woody Allen'],1 h 38 min,26 juillet 2013,"['Cate Blanchett', ' Alec Baldwin', ' Sally Hawkins']","{'note_moyenne': 6.5, 'nombre_critiques': 16895, 'repartition_note': [65, 109, 323, 780, 1867, 4087, 5663, 3084, 728, 189]}",36,"['7,3', '191 643']",78,"{'budget': '$18,000,000', 'Cumulative_WW_Gross': '$99,104,804', 'location': 'USA'}"
"Tel père, tel fils",Film,['Drame'],Un père apprend que son enfant de 6 ans n'est pas celui conçu avec sa femme. Vont-ils le garder ou rechercheront-ils leur enfant biologique ?,['Hirokazu Kore-eda'],2 h,28 septembre 2013,"['Masaharu Fukuyama', ' Machiko Ono', ' Yôko Maki']","{'note_moyenne': 7.6, 'nombre_critiques': 7213, 'repartition_note': [10, 6, 19, 35, 175, 684, 2299, 2921, 859, 205]}",37,"['7,8', '21 821']",73,"{'budget': None, 'Cumulative_WW_Gross': '$37,170,163', 'location': 'Japan'}"
Dallas Buyers Club,Film,"['Biopic', ' drame', 'historique']","À Dallas, un homme séropositif, Ron Woodroof, se lance dans la contrebande de médicaments alternatifs avec l'aide d'un autre séropositif, Rayon.",['Jean-Marc Vallée'],1 h 57 min,1 novembre 2013,"['Matthew McConaughey', ' Jared Leto', ' Jennifer Garner']","{'note_moyenne': 7.7, 'nombre_critiques': 39104, 'repartition_note': [43, 42, 88, 209, 733, 2696, 10195, 16578, 7142, 1378]}",38,"['8,0', '440 141']",80,"{'budget': '$5,000,000', 'Cumulative_WW_Gross': '$55,736,588', 'location': 'USA'}"
Oblivion,Film,"['Action', ' aventure', ' science-fiction']","Après des décennies de guerre contre la terrible menace dénommée les chacals, les humains ont quitté la Terre. Jack Harper, qui vit sur une station située dans les nuages, a pour mission d’extraire des ressources vitales nécessaires aux humains expatriés. Son existence est bouleversée lorsqu’il sauve une belle inconnue d’un vaisseau en déperdition. Son arrivée va déclencher une série d’évènements qui vont le forcer à remettre en question tout ce qu’il connaissait.",['Joseph Kosinski'],2 h 04 min,26 mars 2013,"['Tom Cruise', ' Morgan Freeman', ' Olga Kurylenko']","{'note_moyenne': 5.9, 'nombre_critiques': 28785, 'repartition_note': [209, 497, 1114, 2588, 5035, 8263, 7338, 2858, 667, 216]}",39,"['7,0', '485 256']",54,"{'budget': '$120,000,000', 'Cumulative_WW_Gross': '$286,168,572', 'location': 'USA'}"
Capitaine Phillips,Film,"['Action', ' aventure', ' biopic']","L'histoire vraie de l'attaque subie par l'équipage et le capitaine du Maersk Alabama, navire de marine marchande américain pris d'assaut en 2009.",['Paul Greengrass'],2 h 14 min,10 octobre 2013,"['Tom Hanks', ' Barkhad Abdi', ' Barkhad Abdirahman']","{'note_moyenne': 7.0, 'nombre_critiques': 14918, 'repartition_note': [25, 35, 102, 266, 848, 2626, 6061, 3827, 914, 214]}",40,"['7,8', '419 935']",82,"{'budget': '$55,000,000', 'Cumulative_WW_Gross': '$218,791,811', 'location': 'USA'}"
Monstres Academy,Long-métrage d'animation,"['Animation', ' aventure', 'comédie']","Bob et Sulli sont de retour, mais maintenant nous les suivons à travers l’université où ils doivent grandir et s'unir pour devenir les meilleurs monstres du campus.",['Dan Scanlon'],1 h 44 min,21 juin 2013,"['Billy Crystal', ' John Goodman', ' Helen Mirren']","{'note_moyenne': 6.4, 'nombre_critiques': 27645, 'repartition_note': [91, 198, 443, 1330, 3435, 7659, 9268, 3982, 912, 327]}",41,"['7,3', '321 555']",65,"{'budget': '$200,000,000', 'Cumulative_WW_Gross': '$743,559,607', 'location': 'USA'}"
9 mois ferme,Film,['Comédie'],"Ariane Felder, jeune juge aux mœurs strictes, est enceinte. Et le plus sidérant, c’est que le père de l’enfant ne serait autre que Bob, un criminel.",['Albert Dupontel'],1 h 22 min,16 octobre 2013,"['Albert Dupontel', ' Sandrine Kiberlain', ' Nicolas Marié']","{'note_moyenne': 6.5, 'nombre_critiques': 20298, 'repartition_note': [105, 216, 429, 935, 2296, 5027, 6852, 3495, 749, 194]}",42,"['6,4', '4 566']",Reviews,"{'budget': 'EUR7,124,618', 'Cumulative_WW_Gross': '$17,891,858', 'location': 'France'}"
"Moi, moche et méchant 2",Long-métrage d'animation,['Animation'],"Après avoir à peine quitté le monde des criminels, Gru, nouveau père de famille, a pour mission de résoudre une série de crimes avec l’aide de Lucy.","['Pierre Coffin', 'Chris Renaud']",1 h 38 min,3 juillet 2013,"['Gad Elmaleh', ' Audrey Lamy', ' Eric Cantona']","{'note_moyenne': 6.3, 'nombre_critiques': 27266, 'repartition_note': [134, 252, 577, 1377, 3523, 7699, 8594, 3750, 991, 369]}",43,"['7,3', '369 185']",62,"{'budget': '$76,000,000', 'Cumulative_WW_Gross': '$970,766,005', 'location': 'USA | France | Japan'}"
La Vénus à la fourrure,Film,"['Drame', 'comédie']",La confrontation entre un dramaturge qui peine à trouver une actrice pour sa pièce (inspirée de Sacher Masoch) et une des prétendantes au rôle.,['Roman Polanski'],1 h 36 min,13 novembre 2013,['Emmanuelle Seigner et Mathieu Amalric'],"{'note_moyenne': 7.2, 'nombre_critiques': 6511, 'repartition_note': [44, 52, 79, 185, 376, 876, 1905, 1998, 786, 210]}",44,"['7,2', '17 961']",69,"{'budget': None, 'Cumulative_WW_Gross': '$8,350,026', 'location': 'France | Poland'}"
Frances Ha,Film,"['Comédie', 'drame']","Frances rêve d’être danseuse, mais quand sa meilleure amie Sophie déménage, elle doit faire face à la réalité et prendre sa vie en main.",['Noah Baumbach'],1 h 26 min,1 septembre 2012,"['Greta Gerwig', ' Mickey Sumner', ' Michael Esper']","{'note_moyenne': 7.1, 'nombre_critiques': 6643, 'repartition_note': [14, 35, 86, 159, 357, 947, 2123, 1961, 727, 234]}",45,"['7,5', '74 210']",82,"{'budget': None, 'Cumulative_WW_Gross': '$9,058,065', 'location': 'USA | Brazil'}"
