nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
Les Garçons sauvages,Film,"['Aventure', ' drame', 'fantastique']","Cinq adolescents de bonne famille commettent un crime sauvage. Repris en main par un capitaine aux méthodes répressives, ils échouent sur une île sauvage recouverte d'une étrange végétation...",['Bertrand Mandico'],1 h 50 min,9 septembre 2017,"['Pauline Lorillard', ' Vimala Pons', ' Diane Rouxel']","{'note_moyenne': 6.7, 'nombre_critiques': 4971, 'repartition_note': [92, 82, 163, 265, 422, 732, 1233, 1165, 566, 251]}",38,"['6,9', '2 302']",64,"{'budget': 'EUR1,940,000', 'Cumulative_WW_Gross': None, 'location': 'France'}"
Cold War,Film,['Drame'],"Pendant la guerre froide, entre la Pologne stalinienne et le Paris bohème des années 1950, un musicien épris de liberté et une jeune chanteuse passionnée vivent un amour impossible dans une époque impossible.",['Paweł Pawlikowski'],1 h 28 min,8 juin 2018,"['Joanna Kulig', ' Tomasz Kot', ' Jeanne Balibar']","{'note_moyenne': 7.1, 'nombre_critiques': 5738, 'repartition_note': [16, 16, 42, 113, 312, 775, 1859, 1760, 645, 200]}",39,"['7,6', '48 708']",90,"{'budget': 'EUR4,300,000', 'Cumulative_WW_Gross': '$20,343,051', 'location': 'Poland | UK | France | Belgium'}"
Ghostland,Film,['Épouvante-Horreur'],"Suite au décès de sa tante, Colleen et ses deux filles héritent d’une maison. Mais dès la première nuit, des meurtriers pénètrent dans la demeure et Colleen doit se battre pour sauver ses filles. Un drame qui va traumatiser toute la famille mais surtout affecter différemment chacune des jeunes filles dont les personnalités vont diverger davantage à la suite de cette nuit cauchemardesque.
Tandis que Beth devient une auteur renommée spécialisée dans la littérature horrifique, Vera s’enlise dans une paranoïa destructrice. Seize ans plus tard, la famille est à nouveau réunie dans la maison que Vera et Colleen n’ont jamais quittée. Des évènements étranges vont alors commencer à se produire…",['Pascal Laugier'],1 h 31 min,2018,"['Crystal Reed', ' Emilia Jones', ' Taylor Hickson']","{'note_moyenne': 6.6, 'nombre_critiques': 7538, 'repartition_note': [77, 114, 205, 345, 631, 1400, 2318, 1700, 548, 200]}",40,"['6,4', '24 567']",44,"{'budget': None, 'Cumulative_WW_Gross': '$5,643,957', 'location': 'France | Canada | China'}"
The Guilty,Film,['Thriller'],"Une femme, victime d’un kidnapping, contacte les urgences de la police. La ligne est coupée brutalement. Pour la retrouver, le policier qui a reçu l’appel ne peut compter que sur son intuition, son imagination et son téléphone.",['Gustav Möller'],1 h 25 min,14 juin 2018,"['Jakob Cedergren', ' Jessica Dinnage', ' Omar Shargawi']","{'note_moyenne': 7.2, 'nombre_critiques': 7297, 'repartition_note': [7, 19, 39, 67, 258, 992, 2857, 2330, 600, 128]}",41,"['7,5', '43 825']",83,"{'budget': None, 'Cumulative_WW_Gross': '$4,598,051', 'location': 'Denmark'}"
Dogman,Film,"['Drame', 'policier']","Dans une banlieue déshéritée, Marcello, toiletteur pour chiens discret et apprécié de tous, voit revenir de prison son ami Simoncino, un ancien boxeur accro à la cocaïne qui, très vite, rackette et brutalise le quartier. D’abord confiant, Marcello se laisse entraîner malgré lui dans une spirale criminelle. Il fait alors l’apprentissage de la trahison et de l’abandon, avant d’imaginer une vengeance féroce...",['Matteo Garrone'],1 h 39 min,17 mai 2018,"['Marcello Fonte', ' Edoardo Pesce', ' Alida Baldari Calabria']","{'note_moyenne': 7.1, 'nombre_critiques': 5694, 'repartition_note': [13, 7, 45, 111, 269, 814, 2282, 1659, 410, 84]}",42,"['7,2', '22 410']",71,"{'budget': 'EUR4,000,000', 'Cumulative_WW_Gross': '$5,080,147', 'location': 'Italy | France'}"
The Disaster Artist,Film,"['Biopic', ' comédie', 'drame']","Adaptation du livre ""The Disaster Artist"" de Greg Sestero et Tom Bissel sur le développement et la production du nanar culte, The Room.",['James Franco'],1 h 44 min,8 décembre 2017,"['James Franco', ' Dave Franco', ' Seth Rogen']","{'note_moyenne': 6.7, 'nombre_critiques': 8930, 'repartition_note': [41, 41, 121, 298, 744, 2070, 3493, 1707, 330, 85]}",43,"['7,4', '137 567']",76,"{'budget': '$10,000,000', 'Cumulative_WW_Gross': '$29,820,616', 'location': 'USA'}"
Silent Voice,Long-métrage d'animation,"['Animation', ' drame', 'romance']","Nishimiya est une élève douce et attentionnée. Chaque jour, pourtant, elle est harcelée par Ishida, car elle est sourde. Dénoncé pour son comportement, le garçon est à son tour mis à l’écart et rejeté par ses camarades. Des années plus tard, il apprend la langue des signes… et part à la recherche de la jeune fille.",['Naoko Yamada'],2 h 09 min,17 septembre 2016,"['Miyu Irino', ' Saori Hayami', ' Aoi Yūki']","{'note_moyenne': 7.4, 'nombre_critiques': 7774, 'repartition_note': [33, 19, 52, 144, 385, 872, 1831, 2225, 1368, 845]}",44,"['8,1', '46 743']",78,"{'budget': None, 'Cumulative_WW_Gross': '$30,490,447', 'location': 'Japan'}"
L'Homme qui tua Don Quichotte,Film,"['Aventure', ' fantastique', 'drame']","Toby, un jeune réalisateur de pub cynique et désabusé, se retrouve pris au piège des folles illusions d’un vieux cordonnier espagnol convaincu d’être Don Quichotte. Embarqué dans une folle aventure de plus en plus surréaliste, Toby se retrouve confronté aux conséquences tragiques d’un film qu’il a réalisé au temps de sa jeunesse idéaliste: ce film d’étudiant adapté de Cervantès a changé pour toujours les rêves et les espoirs de tout un petit village espagnol. Toby saura-t-il se racheter et retrouver un peu d’humanité ? Don Quichotte survivra-t-il à sa folie ? Ou l’amour triomphera-t-il de tout ?",['Terry Gilliam'],2 h 12 min,2018,"['Adam Driver', ' Jonathan Pryce', ' Stellan Skarsgård']","{'note_moyenne': 6.5, 'nombre_critiques': 5415, 'repartition_note': [34, 64, 136, 293, 573, 1077, 1719, 1150, 275, 94]}",45,"['6,4', '15 974']",58,"{'budget': 'EUR17,000,000', 'Cumulative_WW_Gross': '$2,390,383', 'location': 'Spain | Belgium | France | UK | Portugal'}"
Astérix : Le Secret de la potion magique,Long-métrage d'animation,"['Animation', ' aventure', 'comédie']","À la suite d’une chute lors de la cueillette du gui, le druide Panoramix décide qu’il est temps d’assurer l’avenir du village.Accompagné d’Astérix et Obélix, il entreprend de parcourir le monde gaulois à la recherche d’un jeune druide talentueux à qui transmettre le Secret de la Potion Magique…","['Louis Clichy', 'Alexandre Astier']",1 h 25 min,5 décembre 2018,"['Christian Clavier', ' Guillaume Briat', ' Bernard Alane']","{'note_moyenne': 6.9, 'nombre_critiques': 14137, 'repartition_note': [25, 50, 92, 247, 937, 2928, 5662, 3266, 709, 221]}",46,"['6,7', '8 064']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$46,221,204', 'location': 'France | Belgium'}"
La Ballade de Buster Scruggs,Film,"['Western', ' comédie', 'sketches']","La ballade de Buster Scruggs est un western d'anthologie mettant en scène un cowboy chanteur, un vagabond braqueur de banques, un acteur et son spectacle itinérant, un prospecteur trouvant de l'or, deux pisteurs à bord d'un train, et cinq passagers en route vers une mystérieuse destination.","['Joel Coen', 'Ethan Coen']",2 h 12 min,16 novembre 2018,"['Tim Blake Nelson', ' James Franco', ' Liam Neeson']","{'note_moyenne': 6.7, 'nombre_critiques': 11100, 'repartition_note': [15, 43, 121, 375, 1029, 2669, 4267, 2161, 354, 66]}",47,"['7,3', '121 723']",79,"{'budget': None, 'Cumulative_WW_Gross': None, 'location': 'USA'}"
The Greatest Showman,Film,"['Biopic', ' drame', ' comédie musicale']","Evocation de la vie du showman P.T. Barnum, de la création du cirque qui l'a rendu célèbre à son penchant pour la mystification du public, en passant par son engouement pour la chanteuse Jenny Lind.",['Michael Gracey'],1 h 45 min,25 décembre 2017,"['Hugh Jackman', ' Zac Efron', ' Michelle Williams']","{'note_moyenne': 6.2, 'nombre_critiques': 10591, 'repartition_note': [116, 184, 412, 746, 1341, 2161, 2529, 1778, 811, 513]}",48,"['7,6', '237 964']",48,"{'budget': '$84,000,000', 'Cumulative_WW_Gross': '$435,108,144', 'location': 'USA'}"
"Parvana, une enfance en Afghanistan",Long-métrage d'animation,['Animation'],"En Afghanistan, sous le régime taliban, Parvana, onze ans, grandit à Kaboul ravagée par la guerre. Elle aime écouter les histoires que lui raconte son père, lecteur et écrivain public. Mais un jour, il est arrêté et la vie de Parvana bascule à jamais. Car sans être accompagnée d’un homme, on ne peut plus travailler, ramener de l'argent ni même acheter de la nourriture.


Parvana décide alors de se couper les cheveux et de se travestir en garçon afin de venir en aide à sa famille. Risquant à tout moment d'être démasquée, elle reste déterminée à trouver un moyen de sauver son père.


Parvana est un conte merveilleux sur l'émancipation des femmes et l'imagination face à l'oppression.",['Nora Twomey'],1 h 33 min,17 novembre 2017,"['Saara Chaudry', ' Laara Sadiq', ' Shaista Latif']","{'note_moyenne': 7.6, 'nombre_critiques': 3885, 'repartition_note': [6, 5, 10, 22, 75, 324, 1104, 1587, 606, 146]}",49,"['7,7', '20 395']",78,"{'budget': None, 'Cumulative_WW_Gross': '$2,790,214', 'location': 'Ireland | Canada | Luxembourg | USA'}"
"Plaire, aimer et courir vite",Film,['Comédie dramatique'],"1990. Arthur a vingt ans et il est étudiant à Rennes. Sa vie bascule le jour où il rencontre Jacques, un écrivain qui habite à Paris avec son jeune fils. Le temps d’un été, Arthur et Jacques vont se plaire et s’aimer. Mais cet amour, Jacques sait qu’il faut le vivre vite.",['Christophe Honoré'],2 h 12 min,10 mai 2018,"['Vincent Lacoste', ' Pierre Deladonchamps', ' Denis Podalydès']","{'note_moyenne': 6.7, 'nombre_critiques': 5583, 'repartition_note': [37, 54, 91, 215, 474, 1077, 1821, 1308, 403, 103]}",50,"['6,8', '2 843']",73,"{'budget': None, 'Cumulative_WW_Gross': '$1,636,273', 'location': 'France'}"
Girl,Film,['Drame'],"Lara, 15 ans, rêve de devenir danseuse étoile. Avec le soutien de son père, elle se lance à corps perdu dans cette quête d’absolu. Mais ce corps ne se plie pas si facilement à la discipline que lui impose Lara, car celle-ci est née garçon.",['Lukas Dhont'],1 h 45 min,2018,"['Victor Polster', ' Arieh Worthalter', ' Katelijne Damen']","{'note_moyenne': 7.1, 'nombre_critiques': 6262, 'repartition_note': [49, 17, 45, 120, 304, 868, 2172, 1922, 613, 152]}",51,"['4,7', '1 056']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$25,955', 'location': 'USA'}"
En guerre,Film,['Drame'],"Malgré de lourds sacrifices financiers de la part des salariés et un bénéfice record de leur entreprise, la direction de l’usine Perrin Industrie décide néanmoins la fermeture totale du site. Accord bafoué, promesses non respectées, les 1100 salariés, emmenés par leur porte‑parole Laurent Amédéo,... Lire la suite",['Stéphane Brizé'],1 h 53 min,2018,"['Vincent Lindon', ' Mélanie Rover', ' Jacques Borderie']","{'note_moyenne': 7.1, 'nombre_critiques': 3467, 'repartition_note': [25, 15, 33, 81, 177, 464, 1140, 1058, 353, 121]}",52,"['6,8', '1 487']",61,"{'budget': None, 'Cumulative_WW_Gross': '$2,235,052', 'location': 'France'}"
Les Chatouilles,Film,['Drame'],"Odette a huit ans, elle aime danser et dessiner. Pourquoi se méfierait-elle d’un ami de ses parents qui lui propose de « jouer aux chatouilles » ? Adulte, Odette danse sa colère, libère sa parole et embrasse la vie…","['Andréa Bescond', 'Eric Métayer']",1 h 43 min,14 novembre 2018,"['Andréa Bescond', ' Karin Viard', ' Clovis Cornillac']","{'note_moyenne': 7.3, 'nombre_critiques': 5651, 'repartition_note': [18, 22, 59, 116, 262, 614, 1659, 1905, 772, 224]}",53,"['7,1', '944']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$2,765,772', 'location': 'France'}"
Le Grand Jeu,Film,"['Biopic', ' policier', 'drame']","La prodigieuse histoire vraie d’une jeune femme surdouée devenue la reine d’un gigantesque empire du jeu clandestin à Hollywood !
En 2004, la jeune Molly Bloom débarque à Los Angeles. Simple assistante, elle épaule son patron qui réunit toutes les semaines des joueurs de poker autour de parties clandestines.
Virée sans ménagement, elle décide de monter son propre cercle : la mise d’entrée sera de 250 000 $ ! Très vite, les stars hollywoodiennes, les millionnaires et les grands sportifs accourent. Le succès est immédiat et vertigineux.
Acculée par les agents du FBI décidés à la faire tomber, menacée par la mafia russe déterminée à faire main basse sur son activité, et harcelée par des célébrités inquiètes qu’elle ne les trahisse, Molly Bloom se retrouve prise entre tous les feux…",['Aaron Sorkin'],2 h 20 min,22 novembre 2017,"['Jessica Chastain', ' Idris Elba', ' Kevin Costner']","{'note_moyenne': 6.5, 'nombre_critiques': 8583, 'repartition_note': [21, 41, 116, 296, 843, 2458, 3266, 1221, 253, 68]}",54,"['7,4', '141 722']",71,"{'budget': '$30,000,000', 'Cumulative_WW_Gross': '$59,284,015', 'location': 'China | Canada | USA'}"
Capharnaüm,Film,['Drame'],"À l’intérieur d’un tribunal, Zain, un garçon de 12 ans, est présenté devant le juge. À la question : Pourquoi attaquez-vous vos parents en justice ?, Zain lui répond : Pour m’avoir donné la vie !. Capharnaüm retrace l’incroyable parcours de cet enfant en quête d’identité et qui se rebelle contre la vie qu’on cherche à lui imposer.",['Nadine Labaki'],2 h 03 min,20 septembre 2018,"['Zain Alrafeea', ' Yordanos Shifera', ' Boluwatife Treasure Bankole']","{'note_moyenne': 7.4, 'nombre_critiques': 5558, 'repartition_note': [12, 26, 45, 124, 206, 459, 1309, 1887, 1012, 478]}",55,"['8,4', '61 550']",75,"{'budget': '$4,000,000', 'Cumulative_WW_Gross': '$64,417,003', 'location': 'Lebanon | USA | France | Cyprus | Qatar | UK'}"
Suspiria,Film,"['Épouvante-Horreur', 'thriller']","Susie Bannion, jeune danseuse américaine, débarque à Berlin dans l’espoir d’intégrer la célèbre compagnie de danse Helena Markos. Madame Blanc, sa chorégraphe, impressionnée par son talent, promeut Susie danseuse étoile. Tandis que les répétitions du ballet final s’intensifient, les deux femmes deviennent de plus en plus proches. C’est alors que Susie commence à faire de terrifiantes découvertes sur la compagnie et celles qui la dirigent…",['Luca Guadagnino'],2 h 32 min,2 novembre 2018,"['Dakota Johnson', ' Tilda Swinton', ' Mia Goth']","{'note_moyenne': 6.1, 'nombre_critiques': 3568, 'repartition_note': [71, 95, 185, 276, 479, 701, 861, 607, 226, 67]}",56,"['6,8', '61 552']",64,"{'budget': '$20,000,000', 'Cumulative_WW_Gross': '$7,942,093', 'location': 'Italy | USA'}"
Blindspotting,Film,"['Comédie', 'drame']","Encore trois jours pour que la liberté conditionnelle de Collin prenne fin. En attendant de retrouver une vie normale, il travaille comme déménageur avec Miles, son meilleur ami, dans un Oakland en pleine mutation. Mais lorsque Collin est témoin d’une terrible bavure policière, c’est un véritable électrochoc pour le jeune homme. Il n’aura alors plus d’autres choix que de se remettre en question pour prendre un nouveau départ.",['Carlos López Estrada'],1 h 35 min,2018,"['Daveed Diggs', ' Rafael Casal', ' Janina Gavankar']","{'note_moyenne': 7.4, 'nombre_critiques': 2134, 'repartition_note': [6, 5, 8, 29, 70, 243, 699, 749, 266, 59]}",57,"['7,4', '27 033']",77,"{'budget': None, 'Cumulative_WW_Gross': '$5,006,989', 'location': 'USA'}"
Solo : A Star Wars Story,Film,"['Action', ' aventure', 'science-fiction']","Embarquez à bord du Faucon Millenium et partez à l’aventure en compagnie du plus célèbre vaurien de la galaxie. Au cours de périlleuses aventures dans les bas-fonds d’un monde criminel, Han Solo va faire la connaissance de son imposant futur copilote Chewbacca et croiser la route du charmant escroc Lando Calrissian… Ce voyage initiatique révèlera la personnalité d’un des héros les plus marquants de la saga Star Wars.",['Ron Howard'],2 h 15 min,25 mai 2018,"['Alden Ehrenreich', ' Woody Harrelson', ' Emilia Clarke']","{'note_moyenne': 5.6, 'nombre_critiques': 18292, 'repartition_note': [266, 365, 894, 1946, 3947, 5574, 3943, 1054, 208, 95]}",58,"['6,9', '290 695']",62,"{'budget': '$275,000,000', 'Cumulative_WW_Gross': '$392,924,807', 'location': 'USA'}"
Les Animaux fantastiques : Les Crimes de Grindelwald,Film,"['Aventure', 'fantastique']","1927. Quelques mois après sa capture, le célèbre sorcier Gellert Grindelwald s’évade comme il l’avait promis et de façon spectaculaire. Réunissant de plus en plus de partisans, il est à l’origine d’attaques de moldus par des sorciers et seul celui qu’il considérait autrefois comme un ami, Albus... Lire la suite",['David Yates'],2 h 14 min,14 novembre 2018,"['Eddie Redmayne', ' Katherine Waterston', ' Johnny Depp']","{'note_moyenne': 5.6, 'nombre_critiques': 20292, 'repartition_note': [192, 374, 952, 2189, 3962, 5655, 4447, 1798, 486, 237]}",59,"['6,6', '222 096']",52,"{'budget': '$200,000,000', 'Cumulative_WW_Gross': '$654,855,901', 'location': 'UK | USA'}"
Ni juge ni soumise,Documentaire,,"La juge Anne Gruwez tente d’élucider un crime non résolu depuis plus de deux décennies, à savoir l’assassinat de deux prostituées dans le centre de Bruxelles. Est-ce que la technologie contemporaine permettra de trouver un dénouement à cette affaire ?","['Yves Hinant', 'Jean Libon']",1 h 39 min,18 septembre 2017,"['Anne Gruwez', ' David Derumier', ' Serge Graide']","{'note_moyenne': 7.5, 'nombre_critiques': 4019, 'repartition_note': [24, 11, 14, 45, 122, 375, 1126, 1569, 592, 141]}",60,"['7,4', '936']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$1,262,984', 'location': 'Belgium | France'}"
Shéhérazade,Film,['Drame'],"Zachary, 17 ans, sort de prison. Rejeté par sa mère, il traîne dans les quartiers populaires de Marseille. C’est là qu’il rencontre Shéhérazade…",['Jean-Bernard Marlin'],1 h 52 min,5 septembre 2018,"['Dylan Robert', ' Kenza Fortas', ' Idir Azougli']","{'note_moyenne': 7.3, 'nombre_critiques': 4709, 'repartition_note': [29, 27, 33, 62, 150, 488, 1396, 1636, 605, 283]}",61,"['7,1', '1 566']",68,"{'budget': None, 'Cumulative_WW_Gross': '$966,225', 'location': 'France'}"
Aquaman,Film,"['Action', ' aventure', ' fantastique']","Les origines d’un héros malgré lui, dont le destin est d’unir deux mondes opposés, la terre et la mer. Cette histoire épique est celle d’un homme ordinaire destiné à devenir le roi des Sept Mers.",['James Wan'],2 h 23 min,21 décembre 2018,"['Jason Momoa', ' Amber Heard', ' Willem Dafoe']","{'note_moyenne': 5.6, 'nombre_critiques': 14211, 'repartition_note': [262, 522, 933, 1609, 2452, 3447, 3116, 1319, 344, 207]}",62,"['6,9', '369 158']",55,"{'budget': '$160,000,000', 'Cumulative_WW_Gross': '$1,148,485,886', 'location': 'USA | Australia'}"
Upgrade,Film,"['Action', ' science-fiction', ' thriller']","Après la mort de son épouse lors d’une violente agression qui l’a laissé paralysé, Grey Trace est approché par un inventeur milliardaire qui propose de lui administrer un remède expérimental qui va upgrader son corps et ses facultés. Désormais doté d’un implant fonctionnant à l’intelligence artificielle, Grey voit ses capacités physiques décuplées et se lance dans une mission vengeresse, afin de faire payer ceux qui ont tué sa femme.",['Leigh Whannell'],1 h 40 min,1 juin 2018,"['Logan Marshall-Green', ' Betty Gabriel', ' Harrison Gilbertson']","{'note_moyenne': 6.9, 'nombre_critiques': 4419, 'repartition_note': [8, 14, 45, 116, 318, 952, 1703, 980, 223, 60]}",63,"['7,5', '158 409']",67,"{'budget': '$5,000,000', 'Cumulative_WW_Gross': '$16,706,680', 'location': 'USA | Australia'}"
Battleship Island,Film,"['Action', ' drame', ' historique']","Pendant la Seconde Guerre mondiale, des centaines des Coréens sont fait prisonniers sur l’île d’Hashima par les forces coloniales japonaises. Un résistant infiltré sur l’île élabore un plan d’évasion, afin de sauver le plus grand nombre de prisonniers possible...",['Ryoo Seung-wan'],2 h 12 min,26 juillet 2017,"['Hwang Jung-min', ' So Ji-Sub', ' Song Joong-ki']","{'note_moyenne': 7.2, 'nombre_critiques': 1779, 'repartition_note': [3, 1, 19, 37, 100, 292, 672, 507, 114, 34]}",64,"['7,1', '5 762']",60,"{'budget': None, 'Cumulative_WW_Gross': '$46,183,383', 'location': 'South Korea'}"
En liberté !,Film,"['Comédie', 'policier']","Yvonne jeune inspectrice de police, découvre que son mari, le capitaine Santi, héros local tombé au combat, n’était pas le flic courageux et intègre qu’elle croyait mais un véritable ripou. Déterminée à réparer les torts commis par ce dernier, elle va croiser le chemin d’Antoine injustement incarcéré par Santi pendant huit longues années. Une rencontre inattendue et folle qui va dynamiter leurs vies à tous les deux.",['Pierre Salvadori'],1 h 48 min,31 octobre 2018,"['Adèle Haenel', ' Pio Marmaï', ' Audrey Tautou']","{'note_moyenne': 6.3, 'nombre_critiques': 8545, 'repartition_note': [57, 98, 252, 481, 1062, 2283, 2765, 1236, 257, 54]}",65,"['4,6', '775']",51,"{'budget': None, 'Cumulative_WW_Gross': '$55,557', 'location': 'France | Portugal | Spain | Germany'}"
La Mort de Staline,Film,"['Comédie', 'historique']","Dans les jours qui suivent son attaque cérébrale, les ministres composant la garde rapprochée de Staline se livrent à un combat acharné pour prendre le contrôle, certains souhaitant un changement positif en Union Soviétique, d'autres nourrissant des ambitions plus funestes. Mais tous sont dans la même urgence : lutter à tout prix pour rester, simplement, en vie.",['Armando Iannucci'],1 h 46 min,20 octobre 2017,"['Steve Buscemi', ' Simon Russell Beale', ' Jeffrey Tambor']","{'note_moyenne': 6.5, 'nombre_critiques': 4598, 'repartition_note': [20, 33, 78, 178, 476, 1210, 1687, 754, 134, 28]}",66,"['7,2', '86 819']",88,"{'budget': '$13,000,000', 'Cumulative_WW_Gross': '$24,646,055', 'location': 'UK | France | Belgium | Canada | USA'}"
Jurassic World : Fallen Kingdom,Film,"['Action', ' aventure', 'science-fiction']","Cela fait maintenant trois ans que les dinosaures se sont échappés de leurs enclos et ont détruit le parc à thème et complexe de luxe Jurassic World. Isla Nublar a été abandonnée par les humains alors que les dinosaures survivants sont livrés à eux-mêmes dans la jungle. Lorsque le volcan inactif de l’île commence à rugir, Owen et Claire s’organisent pour sauver les dinosaures restants de l’extinction. Owen se fait un devoir de retrouver Blue, son principal raptor qui a disparu dans la nature, alors que Claire, qui a maintenant un véritable respect pour ces créatures, s’en fait une mission. Arrivant sur l’île instable alors que la lave commence à pleuvoir, leur expédition découvre une conspiration qui pourrait ramener toute notre planète à un ordre périlleux jamais vu depuis la préhistoire.",['J. A. Bayona'],2 h 08 min,6 juin 2018,"['Chris Pratt', ' Bryce Dallas Howard', ' Rafe Spall']","{'note_moyenne': 5.2, 'nombre_critiques': 15912, 'repartition_note': [272, 703, 1371, 2281, 3625, 3919, 2462, 925, 205, 149]}",67,"['6,2', '265 623']",51,"{'budget': '$170,000,000', 'Cumulative_WW_Gross': '$1,310,464,680', 'location': 'USA'}"
How to Talk to Girls at Parties,Film,"['Science-fiction', ' romance', 'musique']","1977 : trois jeunes anglais croisent dans une soirée des créatures aussi sublimes qu’étranges. En pleine émergence punk, ils découvriront l’amour, cette planète inconnue et tenteront de résoudre ce mystère : comment parler aux filles en soirée…",['John Cameron Mitchell'],1 h 42 min,27 décembre 2017,"['Alex Sharp', ' Elle Fanning', ' Nicole Kidman']","{'note_moyenne': 6.5, 'nombre_critiques': 2765, 'repartition_note': [9, 42, 83, 153, 268, 602, 908, 496, 163, 41]}",68,"['5,7', '9 697']",50,"{'budget': None, 'Cumulative_WW_Gross': '$385,733', 'location': 'UK | USA'}"
Red Sparrow,Film,['Thriller'],"Une jeune ballerine, dont la carrière est brisée nette après une chute, est recrutée contre sa volonté par les services secrets russes. Entraînée à utiliser ses charmes et son corps comme des armes, elle découvre l’ampleur de son nouveau pouvoir et devient rapidement l’un de leurs meilleurs agents.",['Francis Lawrence'],2 h 19 min,2 mars 2018,"['Jennifer Lawrence', ' Joel Edgerton', ' Matthias Schoenaerts']","{'note_moyenne': 6.0, 'nombre_critiques': 10653, 'repartition_note': [54, 139, 341, 740, 1714, 3193, 2965, 1126, 286, 95]}",69,"['6,6', '165 540']",53,"{'budget': '$69,000,000', 'Cumulative_WW_Gross': '$151,572,634', 'location': 'USA'}"
Amanda,Film,['Drame'],"Paris, de nos jours. David, 24 ans, vit au présent. Il jongle entre différents petits boulots et recule, pour un temps encore, l’heure des choix plus engageants. Le cours tranquille des choses vole en éclats quand sa sœur aînée meurt brutalement. Il se retrouve alors en charge de sa nièce de 7 ans, Amanda.",['Mikhaël Hers'],1 h 47 min,21 novembre 2018,"['Vincent Lacoste', ' Isaure Multrier', ' Stacy Martin']","{'note_moyenne': 6.8, 'nombre_critiques': 3956, 'repartition_note': [24, 26, 59, 109, 316, 778, 1458, 920, 215, 51]}",70,"['7,0', '1 982']",63,"{'budget': None, 'Cumulative_WW_Gross': '$2,133,404', 'location': 'France'}"
"Miraï, ma petite soeur",Long-métrage d'animation,"['Animation', ' drame', 'fantastique']","Kun est un petit garçon à l’enfance heureuse jusqu’à l’arrivée de Miraï, sa petite sœur. Jaloux de ce bébé qui monopolise l’attention de ses parents, il se replie peu à peu sur lui-même. Au fond de son jardin, où il se réfugie souvent, se trouve un arbre généalo-ma-gique. Soudain, Kun est propulsé dans un monde fantastique où vont se mêler passé et futur. Il rencontrera tour à tour ses proches à divers âges de leur vie : sa mère petite fille, son arrière grand-père dans sa trépidante jeunesse et sa petite sœur adolescente ! A travers ces aventures, Kun va découvrir sa propre histoire.",['Mamoru Hosoda'],1 h 38 min,20 juillet 2018,"['Moka Kamishiraishi', ' Haru Kuroki', ' Gen Hoshino']","{'note_moyenne': 6.7, 'nombre_critiques': 3848, 'repartition_note': [5, 16, 50, 146, 390, 945, 1363, 688, 187, 58]}",71,"['7,0', '12 339']",81,"{'budget': None, 'Cumulative_WW_Gross': '$28,756,961', 'location': 'Japan'}"
Woman at War,Film,"['Comédie', ' drame', 'policier']","Halla, la cinquantaine, déclare la guerre à l’industrie locale de l’aluminium, qui défigure son pays. Elle prend tous les risques pour protéger les Hautes Terres d’Islande… Mais la situation pourrait changer avec l’arrivée inattendue d’une petite orpheline dans sa vie…",['Benedikt Erlingsson'],1 h 40 min,4 juillet 2018,"['Halldóra Geirharðsdóttir', ' Jóhann Sigurðarson', ' Davíð Þór Jónsson']","{'note_moyenne': 7.2, 'nombre_critiques': 2908, 'repartition_note': [11, 3, 13, 39, 101, 398, 1047, 915, 302, 79]}",72,"['7,4', '8 034']",81,"{'budget': 'EUR2,500,000', 'Cumulative_WW_Gross': '$4,544,801', 'location': 'Iceland | France | Ukraine'}"
Un couteau dans le cœur,Film,"['Drame', ' Épouvante-horreur', ' romance']","Paris, été 1979. Anne est productrice de pornos gays au rabais. Lorsque Loïs, sa monteuse et compagne, la quitte, elle tente de la reconquérir en tournant un film plus ambitieux avec son complice de toujours, le flamboyant Archibald. Mais un de leurs acteurs est retrouvé sauvagement assassiné et Anne est entraînée dans une enquête étrange qui va bouleverser sa vie.",['Yann Gonzalez'],1 h 42 min,27 juin 2018,"['Vanessa Paradis', ' Kate Moran', ' Nicolas Maury']","{'note_moyenne': 5.9, 'nombre_critiques': 2535, 'repartition_note': [59, 83, 144, 256, 339, 520, 587, 372, 139, 36]}",73,"['6,3', '3 558']",69,"{'budget': None, 'Cumulative_WW_Gross': '$341,847', 'location': 'France | Mexico | Switzerland'}"
Thunder Road,Film,"['Comédie', 'drame']","L’histoire de Jimmy Arnaud, un policier texan qui essaie tant bien que mal d’élever sa fille. Le portrait tragi-comique d’une figure d’une Amérique vacillante.",['Jim Cummings'],1 h 31 min,23 janvier 2018,"['Jim Cummings', ' Kendal Farr', ' Nican Robinson']","{'note_moyenne': 6.7, 'nombre_critiques': 3718, 'repartition_note': [13, 17, 52, 119, 373, 696, 1128, 731, 326, 263]}",74,"['7,1', '14 727']",79,"{'budget': '$191,000', 'Cumulative_WW_Gross': '$456,304', 'location': 'USA'}"
