nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
Juste la fin du monde,Film,['Drame'],"Adapté de la pièce de théâtre éponyme de Jean-Luc Lagarce, le film raconte l’après-midi en famille d’un jeune auteur qui, après 12 ans d’absence, retourne dans son village natal afin d’annoncer aux siens sa mort prochaine.",['Xavier Dolan'],1 h 35 min,21 septembre 2016,"['Gaspard Ulliel', ' Vincent Cassel', ' Nathalie Baye']","{'note_moyenne': 6.6, 'nombre_critiques': 25794, 'repartition_note': [205, 392, 657, 1311, 2372, 4440, 6652, 5830, 2894, 1041]}",11,"['6,9', '20 898']",48,"{'budget': '$7,400,000', 'Cumulative_WW_Gross': '$9,231,823', 'location': 'Canada | France'}"
Your Name.,Long-métrage d'animation,"['Animation', ' drame', ' fantastique']","Mitsuha est une jeune lycéenne qui vit dans un village au milieu des montagnes. Taki, lui, vit au centre de Tokyo. Un jour Mitsuha rêve qu'elle est un jeune homme à Tokyo, et Taki rêve qu'il est une jeune fille dans un village de montagne. Quel secret se cache dans ces rêves ?",['Makoto Shinkai'],1 h 46 min,26 août 2016,"['Mone Kamishiraishi', ' Ryûnosuke Kamiki', ' Masami Nagasawa']","{'note_moyenne': 7.7, 'nombre_critiques': 24294, 'repartition_note': [49, 40, 97, 262, 748, 2161, 5605, 7615, 4904, 2813]}",12,"['8,4', '192 855']",79,"{'budget': 'JPY370,000,000', 'Cumulative_WW_Gross': '$358,922,706', 'location': 'Japan'}"
Elle,Film,"['Drame', 'thriller']","Michèle fait partie de ces femmes que rien ne semble atteindre. À la tête d'une grande entreprise de jeux vidéo, elle gère ses affaires comme sa vie sentimentale : d'une main de fer. Sa vie bascule lorsqu’elle est agressée chez elle par un mystérieux inconnu. Inébranlable, Michèle se met à le traquer en retour. Un jeu étrange s'installe alors entre eux. Un jeu qui, à tout instant, peut dégénérer.",['Paul Verhoeven'],2 h 10 min,25 mai 2016,"['Isabelle Huppert', ' Laurent Lafitte', ' Anne Consigny']","{'note_moyenne': 6.7, 'nombre_critiques': 16032, 'repartition_note': [176, 222, 419, 826, 1552, 3079, 4989, 3430, 1071, 268]}",13,"['8,0', '538 718']",90,"{'budget': '$23,000,000', 'Cumulative_WW_Gross': '$48,517,427', 'location': 'USA'}"
Tu ne tueras point,Film,"['Biopic', ' drame', ' historique']","Quand la Seconde Guerre mondiale a éclaté, Desmond, un jeune américain, s’est retrouvé confronté à un dilemme : comme n’importe lequel de ses compatriotes, il voulait servir son pays, mais la violence était incompatible avec ses croyances et ses principes moraux. Il s’opposait ne serait-ce qu’à... Lire la suite",['Mel Gibson'],2 h 19 min,3 novembre 2016,"['Andrew Garfield', ' Teresa Palmer', ' Sam Worthington']","{'note_moyenne': 7.2, 'nombre_critiques': 18908, 'repartition_note': [54, 105, 235, 433, 970, 2427, 5142, 5794, 2699, 1049]}",14,"['8,1', '433 684']",71,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$180,450,918', 'location': 'Australia | USA'}"
Demolition,Film,['Comédie dramatique'],"Banquier d'affaires ayant brillamment réussi, Davis a perdu le goût de vivre depuis que sa femme est décédée dans un tragique accident de voiture. Malgré son beau-père qui le pousse à se ressaisir, il sombre de plus en plus. Un jour, il envoie une lettre de réclamation à une société de distributeurs automatiques, puis lui adresse d'autres courriers où il livre des souvenirs personnels. Jusqu'au moment où sa correspondance attire l'attention de Karen, la responsable du service clients. Peu à peu, une relation se noue entre eux.",['Jean-Marc Vallée'],1 h 41 min,8 avril 2016,"['Jake Gyllenhaal', ' Naomi Watts', ' Heather Lind']","{'note_moyenne': 7.1, 'nombre_critiques': 14856, 'repartition_note': [23, 44, 106, 339, 881, 2418, 5174, 4364, 1214, 293]}",15,"['7,0', '89 234']",49,"{'budget': '$10,000,000', 'Cumulative_WW_Gross': '$4,366,460', 'location': 'USA'}"
Manchester by the Sea,Film,['Drame'],"Lee Chandler est un solitaire irritable qui travaille comme homme-à-tout-faire pour un bloc d'appartements à Boston. Un jour d'hiver humide, il reçoit un appel provenant de sa ville natale située sur la côte, au nord. Son frère vient de mourir d'un infarctus et il a été nommé tuteur de son neveu de 16 ans. Comme si la perte de son seul frère et ses doutes sur sa capacité à élever un adolescent ne suffisaient pas, son retour vers le passé remet en lumière une tragédie indicible.",['Kenneth Lonergan'],2 h 17 min,17 novembre 2016,"['Casey Affleck', ' Lucas Hedges', ' Michelle Williams']","{'note_moyenne': 7.3, 'nombre_critiques': 15147, 'repartition_note': [36, 45, 134, 276, 697, 1771, 4383, 5201, 2108, 496]}",16,"['7,8', '245 943']",96,"{'budget': '$9,000,000', 'Cumulative_WW_Gross': '$78,988,148', 'location': 'USA'}"
Midnight Special,Film,"['Drame', 'science-fiction']","Roy part en cavale pour protéger son fils Alton, petit garçon aux pouvoirs mystérieux. Voulant échapper à des fanatiques religieux et à la police, père et fils se retrouvent bientôt les proies d'une chasse à l'homme à travers tout le pays. Même les plus hautes instances du gouvernement cherchent... Lire la suite",['Jeff Nichols'],1 h 51 min,18 février 2016,"['Michael Shannon', ' Joel Edgerton', ' Kirsten Dunst']","{'note_moyenne': 6.5, 'nombre_critiques': 16510, 'repartition_note': [78, 139, 365, 954, 2009, 3970, 4967, 3095, 748, 185]}",17,"['6,6', '75 670']",76,"{'budget': '$18,000,000', 'Cumulative_WW_Gross': '$6,740,647', 'location': 'USA | Greece'}"
Les Animaux fantastiques,Film,"['Aventure', 'fantastique']",,['David Yates'],2 h 13 min,16 novembre 2016,"['Eddie Redmayne', ' Katherine Waterston', ' Colin Farrell']","{'note_moyenne': 6.4, 'nombre_critiques': 44016, 'repartition_note': [184, 355, 930, 2136, 4834, 10722, 14106, 7614, 2267, 868]}",18,"['7,3', '409 563']",66,"{'budget': '$180,000,000', 'Cumulative_WW_Gross': '$814,044,001', 'location': 'UK | USA'}"
Paterson,Film,['Comédie dramatique'],"Paterson vit à Paterson, New Jersey, cette ville des poètes - de William Carlos Williams à Allen Ginsberg – aujourd’hui en décrépitude. Chauffeur de bus d’une trentaine d’années, il mène une vie réglée aux côtés de Laura, qui multiplie projets et expériences avec enthousiasme et de Marvin,... Lire la suite",['Jim Jarmusch'],1 h 58 min,12 novembre 2016,"['Adam Driver', ' Golshifteh Farahani', ' Barry Shabaka Henley']","{'note_moyenne': 7.0, 'nombre_critiques': 11088, 'repartition_note': [51, 84, 173, 363, 848, 1815, 3288, 2948, 1145, 373]}",19,"['7,4', '69 971']",90,"{'budget': '$5,000,000', 'Cumulative_WW_Gross': '$9,588,282', 'location': 'France | Germany | USA'}"
Ma vie de Courgette,Long-métrage d'animation,['Drame'],"Courgette n’a rien d’un légume, c’est un vaillant petit garçon. Il croit qu’il est seul au monde quand il perd sa mère. Mais c’est sans compter sur les rencontres qu’il va faire dans sa nouvelle vie au foyer pour enfants. Simon, Ahmed, Jujube, Alice et Béatrice : ils ont tous leurs histoires et elles sont aussi dures qu’ils sont tendres. Et puis il y a cette fille, Camille. Quand on a 10 ans, avoir une bande de copains, tomber amoureux, il y en a des choses à découvrir et à apprendre. Et pourquoi pas même, être heureux.",['Claude Barras'],1 h 06 min,13 octobre 2016,"['Gaspard Schlatter', ' Sixtine Murat', ' Paulin Jaccoud']","{'note_moyenne': 7.7, 'nombre_critiques': 12520, 'repartition_note': [22, 22, 41, 113, 264, 883, 3077, 4939, 2353, 806]}",20,"['7,8', '21 736']",85,"{'budget': 'EUR6,500,000', 'Cumulative_WW_Gross': '$5,873,256', 'location': 'Switzerland | France'}"
Captain America : Civil War,Film,"['Action', ' aventure', 'science-fiction']","Steve Rogers est désormais à la tête des Avengers, dont la mission est de protéger l'humanité. À la suite d'une de leurs interventions qui a causé d'importants dégâts collatéraux, le gouvernement décide de mettre en place un organisme de commandement et de supervision.
Cette nouvelle donne provoque une scission au sein de l'équipe : Steve Rogers reste attaché à sa liberté de s'engager sans ingérence gouvernementale, tandis que d'autres se rangent derrière Tony Stark, qui contre toute attente, décide de se soumettre au gouvernement...","['Anthony Russo', 'Joe Russo']",2 h 27 min,6 mai 2016,"['Chris Evans', ' Robert Downey Jr.', ' Scarlett Johansson']","{'note_moyenne': 6.0, 'nombre_critiques': 32426, 'repartition_note': [331, 495, 1133, 2300, 4871, 8340, 8579, 4525, 1307, 545]}",21,"['7,8', '661 220']",75,"{'budget': '$250,000,000', 'Cumulative_WW_Gross': '$1,153,561,649', 'location': 'USA'}"
Batman v Superman : L'Aube de la Justice,Film,"['Action', ' aventure', ' fantastique']","Parce qu’il redoute les excès d’un superhéros omnipotent, le puissant justicier masqué de Gotham City défie le sauveur bien-aimé de Metropolis, sous les yeux des spectateurs indécis. Tandis qu’ils s’affrontent, un nouveau danger fait planer une menace sans précédent sur l’ensemble de l’humanité.",['Zack Snyder'],2 h 33 min,23 mars 2016,"['Ben Affleck', ' Henry Cavill', ' Amy Adams']","{'note_moyenne': 5.5, 'nombre_critiques': 33245, 'repartition_note': [800, 1475, 2486, 4207, 5831, 7216, 6147, 3479, 1080, 524]}",22,"['6,4', '624 159']",44,"{'budget': '$250,000,000', 'Cumulative_WW_Gross': '$873,637,528', 'location': 'USA'}"
Swiss Army Man,Film,"['Aventure', ' comédie', ' drame']","Hank, un homme désespéré errant dans la nature, découvre un mystérieux cadavre. Ils vont tous les deux embarquer dans un voyage épique afin de retrouver leur foyer. Lorsque Hank réalise que ce corps abandonné est la clé de sa survie, le suicidaire d'autrefois est forcé de convaincre un cadavre que... Lire la suite","['Daniel Scheinert', 'Dan Kwan']",1 h 37 min,1 juillet 2016,"['Paul Dano', ' Daniel Radcliffe', ' Mary Elizabeth Winstead']","{'note_moyenne': 7.0, 'nombre_critiques': 14698, 'repartition_note': [91, 122, 232, 436, 941, 2219, 4698, 4018, 1451, 490]}",23,"['7,0', '105 809']",64,"{'budget': '$3,000,000', 'Cumulative_WW_Gross': '$4,935,501', 'location': 'USA | Sweden'}"
Comancheria,Film,"['Policier', ' drame', 'western']","Après la mort de leur mère, deux frères organisent une série de braquages, visant uniquement les agences d’une même banque. Ils n’ont que quelques jours pour éviter la saisie de leur propriété familiale, et comptent rembourser la banque avec son propre argent. À leurs trousses, un ranger bientôt à la retraite et son adjoint, bien décidés à les arrêter.",['David Mackenzie'],1 h 42 min,12 août 2016,"['Jeff Bridges', ' Ben Foster', ' Chris Pine']","{'note_moyenne': 7.1, 'nombre_critiques': 10194, 'repartition_note': [15, 19, 52, 160, 509, 1697, 4292, 2828, 520, 102]}",24,"['7,6', '203 478']",88,"{'budget': '$12,000,000', 'Cumulative_WW_Gross': '$37,879,877', 'location': 'USA'}"
La Tortue rouge,Long-métrage d'animation,['Aventure'],"À travers l’histoire sans paroles d'un naufragé sur une île déserte tropicale peuplée de tortues, de crabes et d’oiseaux, le film racontera les grandes étapes de la vie d'un être humain.",['Michael Dudok'],1 h 20 min,29 juin 2016,"['Emmanuel Garijo', ' Tom Hudson', ' Baptiste Goy']","{'note_moyenne': 7.2, 'nombre_critiques': 11958, 'repartition_note': [26, 47, 99, 260, 696, 1743, 3558, 3513, 1441, 575]}",25,"['7,5', '31 181']",86,"{'budget': None, 'Cumulative_WW_Gross': '$6,591,789', 'location': 'France | Belgium | Japan | USA'}"
10 Cloverfield Lane,Film,"['Drame', ' Épouvante-horreur', ' science-fiction']","Après un accident de voiture, une jeune femme se réveille dans un sous-sol en compagnie d'un homme qui dit avoir sauvé sa vie d'une attaque chimique. Cette dernière aurait laissé l'extérieur, inhabitable.",['Dan Trachtenberg'],1 h 45 min,8 mars 2016,"['John Goodman', ' Mary Elizabeth Winstead', ' John Gallagher Jr.']","{'note_moyenne': 6.5, 'nombre_critiques': 21500, 'repartition_note': [98, 175, 438, 1005, 2263, 5565, 7478, 3595, 707, 176]}",26,"['7,2', '289 595']",76,"{'budget': '$15,000,000', 'Cumulative_WW_Gross': '$110,216,998', 'location': 'USA'}"
Toni Erdmann,Film,['Comédie dramatique'],"Quand Ines, femme d’affaires d’une grande société allemande basée à Bucarest, voit son père débarquer sans prévenir, elle ne cache pas son exaspération. Sa vie parfaitement organisée ne souffre pas le moindre désordre, mais lorsque son père lui pose la question « es-tu heureuse ? », son incapacité... Lire la suite",['Maren Ade'],2 h 42 min,14 juillet 2016,"['Peter Simonischek', ' Sandra Hüller', ' Michael Wittenborn']","{'note_moyenne': 6.9, 'nombre_critiques': 6201, 'repartition_note': [31, 52, 117, 237, 508, 944, 1805, 1641, 679, 187]}",27,"['7,4', '44 086']",93,"{'budget': 'EUR3,000,000', 'Cumulative_WW_Gross': '$11,784,207', 'location': 'Germany | Austria | Monaco | Romania | France | Switzerland'}"
"Moi, Daniel Blake",Film,['Drame'],"Pour la première fois de sa vie, Daniel Blake, un menuisier anglais de 59 ans, est contraint de faire appel à l’aide sociale à la suite de problèmes cardiaques. Mais bien que son médecin lui ait interdit de travailler, il se voit signifier l'obligation d'une recherche d'emploi sous peine de sanction. Au cours de ses rendez-vous réguliers au « job center », Daniel va croiser la route de Katie, mère célibataire de deux enfants qui a été contrainte d'accepter un logement à 450km de sa ville natale pour ne pas être placée en foyer d’accueil. Pris tous deux dans les filets des aberrations administratives de la Grande-Bretagne d’aujourd’hui, Daniel et Katie vont tenter de s’entraider…",['Ken Loach'],1 h 39 min,21 octobre 2016,"['Dave Johns', ' Hayley Squires', ' Dylan McKiernan']","{'note_moyenne': 7.3, 'nombre_critiques': 11430, 'repartition_note': [27, 39, 93, 200, 513, 1301, 3308, 3768, 1647, 534]}",28,"['7,9', '53 560']",78,"{'budget': None, 'Cumulative_WW_Gross': '$15,793,051', 'location': 'UK | France | Belgium'}"
Doctor Strange,Film,"['Action', ' aventure', 'fantastique']","Stephen Strange, un neurochirurgien, se blesse gravement aux mains lors d'un accident. Dans sa quête de les soigner, il entreprend un voyage qui va le mener vers l'apprentissage de la magie.",['Scott Derrickson'],1 h 55 min,26 octobre 2016,"['Benedict Cumberbatch', ' Chiwetel Ejiofor', ' Rachel McAdams']","{'note_moyenne': 6.4, 'nombre_critiques': 33522, 'repartition_note': [139, 259, 654, 1551, 3779, 8510, 11221, 5534, 1341, 534]}",29,"['7,5', '595 976']",72,"{'budget': '$165,000,000', 'Cumulative_WW_Gross': '$677,796,076', 'location': 'USA'}"
Divines,Film,['Drame'],"Dans un ghetto où se côtoient trafics et religion, Dounia a soif de pouvoir et de réussite. Soutenue par Maimouna, sa meilleure amie, elle décide de suivre les traces de Rebecca, une dealeuse respectée. Sa rencontre avec Djigui, un jeune danseur troublant de sensualité, va bouleverser son quotidien.",['Houda Benyamina'],1 h 45 min,31 août 2016,"['Oulaya Amamra', ' Déborah Lukumuena', ' Kevin Mishel']","{'note_moyenne': 7.1, 'nombre_critiques': 12975, 'repartition_note': [74, 94, 177, 262, 598, 1447, 3435, 4010, 2097, 781]}",30,"['7,4', '8 788']",71,"{'budget': 'EUR2,440,000', 'Cumulative_WW_Gross': '$2,297,612', 'location': 'France | Qatar'}"
Kubo et l'Armure magique,Long-métrage d'animation,"['Animation', ' action', ' aventure']","Kubo est un être aussi intelligent que généreux, qui gagne chichement sa vie en sa qualité de conteur, dans un village de bord de mer. Cette petite vie tranquille, ainsi que celle de ses compagnons Hosato, Hashi et Kamekichi va être bouleversée quand par erreur il invoque un démon du passé. Surgissant des nues cet esprit malfaisant va abattre son courroux sur le village afin d’appliquer une vindicte ancestrale.
Dans sa fuite, Kubo fait équipe avec Monkey et Beetle, pour se lancer dans une épopée palpitante afin de sauver sa famille et percer le secret de la chute de son père, le plus grand samouraï que le monde ait jamais connu. À l’aide de son Shamisen- un instrument musical magique-il va affronter toutes sortes de dieux et de monstres, notamment le terrible Moon King assoiffé de vengeance ainsi que les affreuses sœurs jumelles afin de dénouer le mystère de son héritage, réunir sa famille et accomplir sa destinée héroïque.",['Travis Knight'],1 h 41 min,18 août 2016,"['Art Parkinson', ' Matthew McConaughey', ' Charlize Theron']","{'note_moyenne': 7.3, 'nombre_critiques': 10656, 'repartition_note': [16, 19, 46, 164, 480, 1526, 3493, 3431, 1171, 310]}",31,"['7,8', '117 686']",84,"{'budget': '$60,000,000', 'Cumulative_WW_Gross': '$76,249,438', 'location': 'USA | Japan'}"
"Vaiana, la légende du bout du monde",Long-métrage d'animation,"['Aventure', 'comédie']","C’est depuis les îles océaniennes du Pacifique Sud que la jeune Moana, en navigatrice émérite, décide d’entamer ses recherches pour retrouver une île aussi mystérieuse que fabuleuse. Au cours de cette traversée au long cours, elle va faire équipe avec son idole, le légendaire demi-dieu Maui, qui l’aidera à sillonner les océans et à accomplir un voyage épique empli d’énormes créatures marines, de mondes sous-marins à couper le souffle mais aussi de traditions fort anciennes…","['John Musker', 'Ron Clements']",1 h 47 min,23 novembre 2016,"['Dwayne Johnson', "" Auli'i Cravalho"", ' Rachel House']","{'note_moyenne': 6.8, 'nombre_critiques': 23479, 'repartition_note': [67, 108, 238, 713, 2001, 4922, 8022, 5121, 1642, 645]}",32,"['7,6', '271 474']",81,"{'budget': '$150,000,000', 'Cumulative_WW_Gross': '$643,350,998', 'location': 'USA'}"
Julieta,Film,['Drame'],"Julieta s’apprête à quitter Madrid définitivement lorsqu’une rencontre fortuite avec Bea, l’amie d’enfance de sa fille Antía la pousse à changer ses projets. Bea lui apprend qu’elle a croisé Antía une semaine plus tôt. Julieta se met alors à nourrir l’espoir de retrouvailles avec sa fille qu’elle n’a pas vue depuis des années et décide de lui écrire tout ce qu’elle a gardé secret depuis toujours.",['Pedro Almodovar'],1 h 39 min,8 avril 2016,"['Adriana Ugarte', ' Emma Suarez', ' Rossy de Palma']","{'note_moyenne': 7.0, 'nombre_critiques': 8598, 'repartition_note': [13, 22, 72, 206, 585, 1511, 3022, 2330, 689, 148]}",33,"['7,1', '28 879']",73,"{'budget': 'EUR1,350,000', 'Cumulative_WW_Gross': '$22,468,044', 'location': 'Spain'}"
The Witch,Film,['Épouvante-Horreur'],"1630, en Nouvelle-Angleterre. William et Katherine, un couple dévot, s’établit à la limite de la civilisation,
menant une vie pieuse avec leurs cinq enfants et cultivant leur lopin de terre au milieu d’une étendue encore sauvage. La mystérieuse disparition de leur nouveau-né et la perte soudaine de leurs récoltes vont rapidement les amener à se dresser les uns contre les autres…",['Robert Eggers'],1 h 32 min,19 février 2016,"['Anya Taylor-Joy', ' Ralph Ineson', ' Kate Dickie']","{'note_moyenne': 6.4, 'nombre_critiques': 11865, 'repartition_note': [154, 239, 395, 833, 1367, 2493, 3397, 2207, 602, 178]}",34,"['6,9', '200 285']",83,"{'budget': '$4,000,000', 'Cumulative_WW_Gross': '$40,423,945', 'location': 'Canada | USA'}"
Merci Patron !,Documentaire,,"Pour Jocelyne et Serge Klur, rien ne va plus : leur usine fabriquait des costumes Kenzo (Groupe LVMH), à Poix-du-Nord, près de Valenciennes, mais elle a été délocalisée en Pologne. Voilà le couple au chômage, criblé de dettes, et risquant désormais de perdre sa maison. C'est alors que François... Lire la suite",['François Ruffin'],Comédie,1 h 24 min,['François Ruffin et Bernard Arnault'],"{'note_moyenne': 7.4, 'nombre_critiques': 11189, 'repartition_note': [62, 53, 73, 142, 403, 1057, 3180, 3798, 1593, 828]}",35,"['7,4', '909']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$3,770,006', 'location': 'France | Belgium'}"
