nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
Ma Loute,Film,['Comédie'],"Eté 1910, Baie de la Slack dans le Nord de la France. De mystérieuses disparitions mettent en émoi la région. L'improbable inspecteur Machin et son sagace Malfoy (mal)mènent l'enquête. Ils se retrouvent bien malgré eux, au cœur d'une étrange et dévorante histoire d'amour entre Ma Loute, fils ainé d'une famille de pêcheurs aux mœurs bien particulières et Billie de la famille Van Peteghem, riches bourgeois lillois décadents.",['Bruno Dumont'],2 h 02 min,13 mai 2016,"['Fabrice Luchini', ' Juliette Binoche', ' Valéria Bruni-Tedeschi']","{'note_moyenne': 6.1, 'nombre_critiques': 8578, 'repartition_note': [225, 313, 456, 665, 1032, 1692, 2176, 1383, 490, 146]}",36,"['6,0', '4 128']",66,"{'budget': 'EUR7,000,000', 'Cumulative_WW_Gross': '$4,925,446', 'location': 'France | Germany | Belgium'}"
Le Monde de Dory,Long-métrage d'animation,"['Animation', ' aventure', 'comédie']","Dory, le poisson chirurgien amnésique, mène une existence heureuse dans les récifs, avec ses amis Nemo et Marin… Jusqu’au jour où elle a un flash et se souvient brusquement de sa famille. Elle se lance alors à sa recherche à travers l’océan, entraînant ses deux amis avec elle.","['Andrew Stanton', 'Angus MacLane']",1 h 37 min,22 juin 2016,"['Ellen DeGeneres', ' Albert Brooks', "" Ed O'Neill""]","{'note_moyenne': 6.5, 'nombre_critiques': 23938, 'repartition_note': [70, 127, 323, 872, 2473, 6234, 8520, 3980, 1014, 325]}",37,"['7,3', '239 853']",77,"{'budget': '$200,000,000', 'Cumulative_WW_Gross': '$1,028,570,889', 'location': 'USA'}"
Conjuring 2 : Le Cas Enfield,Film,"['Épouvante-Horreur', 'thriller']",Lorraine et Ed Warren se rendent dans le nord de Londres pour venir en aide à une mère qui élève seule ses quatre enfants dans une maison hantée par des esprits maléfiques. Il s'agira d'une de leurs enquêtes paranormales les plus terrifiantes…,['James Wan'],2 h 14 min,8 juin 2016,"['Patrick Wilson', ' Vera Farmiga', ' Madison Wolfe']","{'note_moyenne': 6.4, 'nombre_critiques': 16460, 'repartition_note': [106, 216, 459, 904, 1977, 3830, 4962, 2826, 813, 367]}",38,"['7,3', '224 808']",65,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$320,392,818', 'location': 'Canada | USA | UK'}"
Sing Street,Film,"['Drame', 'comédie musicale']","Dublin, années 80. La pop, le rock, le métal, la new wave passent en boucle sur les lecteurs K7. Conor, un lycéen dont les parents sont au bord du divorce, est obligé de rejoindre les bancs de l’école publique. Il se retrouve au milieu d’élèves turbulents qui le malmènent. Afin de s’échapper de cet univers violent, il n’a qu’un objectif : impressionner la plus jolie fille du quartier, la mystérieuse Raphina. Il décide alors de monter un groupe et de se lancer dans la musique, univers dans lequel il ne connait rien ni personne, à part les vinyles de sa chambre d’adolescent. Afin de la conquérir, il lui propose de jouer dans son futur clip.",['John Carney'],1 h 46 min,17 mars 2016,"['Ferdia Walsh-Peelo', ' Lucy Boynton', ' Aidan Gillen']","{'note_moyenne': 7.3, 'nombre_critiques': 5640, 'repartition_note': [3, 10, 23, 59, 228, 754, 1907, 1901, 569, 186]}",39,"['7,9', '84 822']",79,"{'budget': None, 'Cumulative_WW_Gross': '$13,624,522', 'location': 'Ireland | UK'}"
Nocturama,Film,"['Drame', 'policier']","Paris, un matin. Une poignée de jeunes, de milieux différents. Chacun de leur côté, ils entament un ballet étrange dans les dédales du métro et les rues de la capitale. Ils semblent suivre un plan. Leurs gestes sont précis, presque dangereux. Ils convergent vers un même point, un grand magasin, au moment où il ferme ses portes. La nuit commence.",['Bertrand Bonello'],2 h 10 min,31 août 2016,"['Finnegan Oldfield', ' Vincent Rottiers', ' Hamza Meziani']","{'note_moyenne': 6.1, 'nombre_critiques': 4976, 'repartition_note': [101, 164, 270, 447, 659, 895, 1055, 911, 350, 124]}",40,"['6,5', '4 350']",71,"{'budget': 'EUR5,600,000', 'Cumulative_WW_Gross': '$321,768', 'location': 'France | Germany | Belgium'}"
"Ave, César !",Film,['Comédie'],"Se déroulant durant les dernières années de l'âge d'or d'Hollywood, AVE CÉSAR ! suit les déboires d'un employé de studio chargé de résoudre toutes sortes de problèmes, au cours d'une journée particulièrement remplie.","['Ethan Coen', 'Joel Coen']",1 h 46 min,5 février 2016,"['Josh Brolin', ' George Clooney', ' Alden Ehrenreich']","{'note_moyenne': 6.0, 'nombre_critiques': 18185, 'repartition_note': [100, 224, 572, 1438, 3460, 5595, 4778, 1659, 287, 72]}",41,"['6,3', '123 932']",72,"{'budget': '$22,000,000', 'Cumulative_WW_Gross': '$63,647,656', 'location': 'USA | UK | Japan'}"
Sully,Film,"['Biopic', 'drame']",,['Clint Eastwood'],1 h 36 min,8 septembre 2016,"['Tom Hanks', ' Aaron Eckhart', ' Laura Linney']","{'note_moyenne': 6.6, 'nombre_critiques': 16431, 'repartition_note': [45, 67, 197, 516, 1605, 4341, 6148, 2774, 544, 194]}",42,"['7,4', '236 951']",74,"{'budget': '$60,000,000', 'Cumulative_WW_Gross': '$240,797,623', 'location': 'USA'}"
La Loi de la jungle,Film,['Comédie'],"Marc Châtaigne, stagiaire au Ministère de la Norme, est envoyé en Guyane pour la mise aux normes européennes du chantier GUYANEIGE : première piste de ski indoor d’Amazonie pour relancer le tourisme en Guyane.
De mésaventure en mésaventure, on lui affuble un coéquipier. Pas de chance c’est une pin-up. Pire : elle a du caractère.",['Antonin Peretjatko'],1 h 39 min,15 juin 2016,"['Vincent Macaigne', ' Vimala Pons', ' Pascal Légitimus']","{'note_moyenne': 6.7, 'nombre_critiques': 5924, 'repartition_note': [54, 77, 171, 273, 595, 1140, 1862, 1311, 344, 97]}",43,"['6,3', '979']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$675,625', 'location': 'France'}"
Miss Peregrine et les Enfants particuliers,Film,"['Fantastique', ' aventure', 'jeunesse']","À la mort de son grand-père, Jacob découvre les indices et l’existence d’un monde mystérieux qui le mène dans un lieu magique : la Maison de Miss Peregrine pour Enfants particuliers. Mais le mystère et le danger s’amplifient quand il apprend à connaître les résidents, leurs étranges pouvoirs … et leurs puissants ennemis. Finalement, Jacob découvre que seule sa propre ""particularité"" peut sauver ses nouveaux amis.",['Tim Burton'],2 h 07 min,28 septembre 2016,"['Eva Green', ' Asa Butterfield', ' Samuel L. Jackson']","{'note_moyenne': 6.1, 'nombre_critiques': 24509, 'repartition_note': [112, 245, 621, 1536, 3440, 7029, 7106, 3147, 877, 396]}",44,"['6,7', '155 436']",57,"{'budget': '$110,000,000', 'Cumulative_WW_Gross': '$296,482,446', 'location': 'USA | UK | Belgium | Canada'}"
Green Room,Film,"['Thriller', 'action']","Au terme d’une tournée désastreuse, le groupe de punk rock The Ain’t Rights accepte au pied levé de donner un dernier concert au fin fond de l’Oregon… pour finalement se retrouver à la merci d’un gang de skinheads particulièrement violents. Alors qu’ils retournent en backstage après leur set, les... Lire la suite",['Jeremy Saulnier'],1 h 35 min,13 avril 2016,"['Anton Yelchin', ' Imogen Poots', ' Alia Shawkat']","{'note_moyenne': 6.6, 'nombre_critiques': 6459, 'repartition_note': [30, 49, 110, 332, 705, 1594, 2303, 1108, 182, 46]}",45,"['7,0', '107 525']",79,"{'budget': '$5,000,000', 'Cumulative_WW_Gross': '$3,769,214', 'location': 'USA'}"
Aquarius,Film,['Drame'],"Clara, la soixantaine, ancienne critique musicale, est née dans un milieu bourgeois de Recife, au Brésil. Elle vit dans un immeuble singulier, l'Aquarius construit dans les années 1940, sur la très huppée Avenida Boa Viagem qui longe l’océan. Un important promoteur a racheté tous les appartements... Lire la suite",['Kleber Mendonça Filho'],2 h 22 min,1 septembre 2016,"['Sônia Braga', ' Humberto Carrão', ' Irandhir Santos']","{'note_moyenne': 7.1, 'nombre_critiques': 2405, 'repartition_note': [6, 18, 25, 61, 136, 386, 756, 678, 277, 62]}",46,"['7,1', '11 114']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': None, 'location': 'USA'}"
La La Land,Film,"['Comédie musicale', ' comédie dramatique', ' romance']","Au cœur de Los Angeles, une actrice en devenir prénommée Mia sert des cafés entre deux auditions.
De son côté, Sebastian, passionné de jazz, joue du piano dans des clubs miteux pour assurer sa subsistance.
Tous deux sont bien loin de la vie rêvée à laquelle ils aspirent…
Le destin va réunir ces doux rêveurs, mais leur coup de foudre résistera-t-il aux tentations, aux déceptions, et à la vie trépidante d’Hollywood ?",['Damien Chazelle'],2 h 08 min,9 décembre 2016,"['Ryan Gosling', ' Emma Stone', ' John Legend']","{'note_moyenne': 7.5, 'nombre_critiques': 52683, 'repartition_note': [308, 392, 664, 1339, 2766, 5487, 10796, 14406, 10738, 5787]}",47,"['8,0', '503 530']",94,"{'budget': '$30,000,000', 'Cumulative_WW_Gross': '$449,287,645', 'location': 'USA | Hong Kong'}"
Le Livre de la jungle,Film,"['Aventure', ' drame', 'fantastique']","Élevé par une famille de loups, le « petit d’homme » n’est désormais plus le bienvenu dans la jungle : le redoutable tigre Shere Khan, qui porte encore les cicatrices de sa confrontation avec les hommes, s’est juré d’éliminer celui qu’il voit comme une menace. Forcé d’abandonner le seul foyer qu’il ait jamais connu, Mowgli entame un extraordinaire périple à la découverte de sa propre identité, avec pour guides Bagheera et Baloo.",['Jon Favreau'],1 h 46 min,7 avril 2016,"['Neel Sethi', ' Bill Murray', ' Ben Kingsley']","{'note_moyenne': 6.3, 'nombre_critiques': 18396, 'repartition_note': [104, 178, 434, 993, 2371, 5011, 5791, 2676, 612, 226]}",48,"['7,4', '258 662']",77,"{'budget': '$175,000,000', 'Cumulative_WW_Gross': '$966,554,929', 'location': 'UK | USA'}"
La Folle Histoire de Max & Léon,Film,"['Comédie', 'guerre']","Les aventures de Max et Léon, deux amis d'enfance fainéants et bringueurs, qui tentent par tous les moyens d'échapper à la Seconde Guerre mondiale.",['Jonathan Barré'],1 h 38 min,1 novembre 2016,"['David Marsais', ' Grégoire Ludig', ' Alice Vial']","{'note_moyenne': 6.2, 'nombre_critiques': 18316, 'repartition_note': [150, 248, 536, 1012, 2260, 4833, 5831, 2635, 590, 221]}",49,"['6,2', '1 739']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$8,750,678', 'location': 'France | Belgium'}"
Warcraft : Le Commencement,Film,"['Action', ' aventure', 'fantasy']","Le pacifique royaume d'Azeroth est au bord de la guerre alors que sa civilisation doit faire face à une redoutable race d’envahisseurs: des guerriers Orcs fuyant leur monde moribond pour en coloniser un autre. Alors qu’un portail s’ouvre pour connecter les deux mondes, une armée fait face à la destruction et l'autre à l'extinction. De côtés opposés, deux héros vont s’affronter et décider du sort de leur famille, de leur peuple et de leur patrie.",['Duncan Jones'],2 h 03 min,10 juin 2016,"['Travis Fimmel', ' Toby Kebbell', ' Paula Patton']","{'note_moyenne': 5.7, 'nombre_critiques': 21588, 'repartition_note': [285, 537, 1098, 2049, 3704, 5641, 5184, 2220, 595, 275]}",50,"['6,8', '241 292']",32,"{'budget': '$160,000,000', 'Cumulative_WW_Gross': '$439,048,914', 'location': 'China | USA | Canada | Japan'}"
Café Society,Film,"['Comédie', ' drame', 'romance']",,['Woody Allen'],1 h 36 min,11 mai 2016,"['Jesse Eisenberg', ' Kristen Stewart', ' Blake Lively']","{'note_moyenne': 6.3, 'nombre_critiques': 15359, 'repartition_note': [46, 93, 298, 827, 2098, 4426, 4925, 2096, 432, 118]}",51,"['6,6', '71 016']",64,"{'budget': '$30,000,000', 'Cumulative_WW_Gross': '$43,763,247', 'location': 'USA'}"
X-Men : Apocalypse,Film,"['Action', ' aventure', ' fantastique']","Né il y a plus de 5000 ans en Egypte ancienne, Apocalypse est le premier mutant au monde. Sa capacité à changer d'apparence, sa force exceptionnelle, ses pouvoirs de télépathie et de téléportation, font de lui un dieu vivant, évoluant à des moments clés de l'Histoire. Dans le dernier film de la franchise, il s'est réveillé pour gouverner le monde à nouveau.",['Bryan Singer'],2 h 24 min,18 mai 2016,"['James McAvoy', ' Michael Fassbender', ' Jennifer Lawrence']","{'note_moyenne': 5.6, 'nombre_critiques': 25068, 'repartition_note': [234, 600, 1394, 2772, 5048, 6964, 5276, 2003, 518, 259]}",52,"['6,9', '392 111']",52,"{'budget': '$178,000,000', 'Cumulative_WW_Gross': '$543,934,105', 'location': 'USA'}"
Tout en haut du monde,Long-métrage d'animation,"['Animation', ' aventure', 'drame']","1882, Saint-Pétersbourg.
Sacha, jeune fille de l’aristocratie russe, a toujours été fascinée par la vie d’aventure de son grand-père, Oloukine.
Explorateur renommé, concepteur d’un magnifique navire, le Davaï, il n’est jamais revenu de sa dernière expédition à la conquête du Pôle Nord.
Sacha décide de partir vers le Grand Nord, sur la piste de son grand-père pour retrouver le fameux navire.",['Rémi Chayé'],1 h 20 min,27 janvier 2016,"['Christa Theret', ' Féodor Atkine', ' Thomas Sagols']","{'note_moyenne': 7.5, 'nombre_critiques': 4434, 'repartition_note': [6, 1, 12, 28, 102, 467, 1490, 1666, 517, 145]}",53,"['7,3', '2 785']",70,"{'budget': 'EUR6,000,000', 'Cumulative_WW_Gross': '$60,352', 'location': 'France | Denmark | Belgium | USA'}"
Anomalisa,Long-métrage d'animation,['Animation'],"Michael Stone, mari, père et auteur respecté de «Comment puis-je vous aider à les aider ?"" est un homme sclérosé par la banalité de sa vie. Lors d'un voyage d'affaires à Cincinnati, où il doit intervenir dans un congrès de professionnels des services clients, il séjourne à l'Hôtel Fregoli. Là-bas, il entrevoit la possibilité d’échapper à son désespoir quand il rencontre Lisa, mal dans sa peau et représentante des ventes des pâtisseries Akron, qui pourrait être ou pas l’amour de sa vie.","['Duke Johnson', 'Charlie Kaufman']",1 h 30 min,20 janvier 2016,"['Jennifer Jason Leigh', ' David Thewlis et Tom Noonan']","{'note_moyenne': 6.6, 'nombre_critiques': 4290, 'repartition_note': [24, 51, 102, 254, 451, 927, 1336, 827, 249, 69]}",54,"['7,3', '66 132']",88,"{'budget': '$8,000,000', 'Cumulative_WW_Gross': '$5,659,286', 'location': 'UK | USA'}"
Frantz,Film,['Drame'],"Au lendemain de la guerre 14-18, dans une petite ville allemande, Anna se rend tous les jours sur la tombe de son fiancé, Frantz, mort sur le front en France.
Mais ce jour-là, un jeune français, Adrien, est venu se recueillir sur la tombe de son ami allemand.
Cette présence à la suite de la défaite allemande va provoquer des réactions passionnelles dans la ville.",['François Ozon'],1 h 53 min,7 septembre 2016,"['Paula Beer', ' Pierre Niney', ' Ernst Stotzner']","{'note_moyenne': 6.8, 'nombre_critiques': 6469, 'repartition_note': [12, 30, 85, 182, 505, 1256, 2370, 1503, 409, 117]}",55,"['7,5', '13 397']",73,"{'budget': None, 'Cumulative_WW_Gross': '$7,478,354', 'location': 'France | Germany'}"
Poesía sin fin,Film,"['Biopic', ' drame', 'fantastique']","Dans l’effervescence de la capitale chilienne Santiago, pendant les années 1940 et 50, « Alejandrito » Jodorowsky, âgé d’une vingtaine d’années, décide de devenir poète contre la volonté de sa famille. Il est introduit dans le cœur de la bohème artistique et intellectuelle de l’époque et y rencontre Enrique Lihn, Stella Diaz, Nicanor Parra et tant d’autres jeunes poètes prometteurs et anonymes qui deviendront les maîtres de la littérature moderne de l’Amérique Latine. Immergé dans cet univers d’expérimentation poétique, il vit à leurs côtés comme peu avant eux avaient osé le faire : sensuellement, authentiquement, follement.",['Alejandro Jodorowsky'],2 h 08 min,5 octobre 2016,"['Adan Jodorowsky', ' Pamela Flores', ' Brontis Jodorowsky']","{'note_moyenne': 7.2, 'nombre_critiques': 1974, 'repartition_note': [11, 15, 42, 59, 102, 276, 485, 556, 294, 134]}",56,"['7,6', '5 071']",78,"{'budget': None, 'Cumulative_WW_Gross': '$559,029', 'location': 'Chile | UK | France'}"
Saint Amour,Film,['Comédie dramatique'],"Tous les ans, Bruno fait la route des vins… sans quitter le salon de l’Agriculture ! Mais cette année, son père, Jean, venu y présenter son taureau champion Nabuchodonosor, décide sur un coup de tête de l’emmener faire une vraie route des vins afin de se rapprocher de lui. Et s’ils trinquent au Saint-Amour, ils trinqueront bien vite aussi à l’amour tout court en compagnie de Mike, le jeune chauffeur de taxi embarqué à l’improviste dans cette tournée à hauts risques entre belles cuvées et toutes les femmes rencontrées au cours de leur périple…","['Benoît Delépine', 'Gustave Kervern']",1 h 41 min,2 mars 2016,"['Gérard Depardieu', ' Benoît Poelvoorde', ' Vincent Lacoste']","{'note_moyenne': 6.4, 'nombre_critiques': 6988, 'repartition_note': [49, 87, 167, 396, 793, 1724, 2377, 1141, 206, 48]}",57,"['6,0', '1 311']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$3,280,041', 'location': 'France | Belgium'}"
Belgica,Film,['Drame'],"Jo et Frank sont frères, et comme souvent dans les familles, ces deux-là sont très différents.
Jo, célibataire et passionné de musique, vient d’ouvrir son propre bar à Gand, le Belgica.
Frank, père de famille à la vie bien rangée et sans surprise, propose à Jo de le rejoindre pour l’aider à faire tourner son bar.
Sous l'impulsion de ce duo de choc, le Belgica devient en quelques semaines the place to be…",['Felix van Groeningen'],2 h 07 min,2 mars 2016,"['Stef Aerts', ' Tom Vermeir', ' Hélène De Vos']","{'note_moyenne': 6.8, 'nombre_critiques': 3493, 'repartition_note': [11, 19, 53, 110, 266, 729, 1219, 820, 221, 45]}",58,"['6,7', '4 158']",63,"{'budget': None, 'Cumulative_WW_Gross': '$600,455', 'location': 'Belgium | France'}"
Eddie The Eagle,Film,"['Drame', ' sport', 'biopic']","Michael « Eddie » Edwards a toujours eu un seul rêve, participer aux Jeux Olympiques. Le problème, c’est qu’il n’a jamais réussi à briller dans aucun sport. Touché par la persévérance d’Eddie, un ancien champion américain va devenir son coach afin de l’aider à prendre part aux J.O. d’Hiver de... Lire la suite",['Dexter Fletcher'],1 h 45 min,26 février 2016,"['Hugh Jackman', ' Taron Egerton', ' Christopher Walken']","{'note_moyenne': 7.0, 'nombre_critiques': 5831, 'repartition_note': [4, 14, 42, 106, 349, 1209, 2419, 1297, 289, 102]}",60,"['7,4', '85 321']",54,"{'budget': '$23,000,000', 'Cumulative_WW_Gross': '$46,152,800', 'location': 'UK | Germany | USA'}"
Everybody Wants Some !!,Film,['Comédie'],"Dans les années 80, suivez les premières heures de Jake sur un campus universitaire. Avec ses nouveaux amis, étudiants comme lui, il va découvrir les libertés et les responsabilités de l’âge adulte. Il va surtout passer le meilleur week-end de sa vie…",['Richard Linklater'],1 h 56 min,15 avril 2016,"['Blake Jenner', ' Juston Street', ' Ryan Guzman']","{'note_moyenne': 6.6, 'nombre_critiques': 3391, 'repartition_note': [21, 40, 84, 179, 368, 771, 1160, 599, 133, 36]}",61,"['6,9', '51 779']",83,"{'budget': '$10,000,000', 'Cumulative_WW_Gross': '$4,644,472', 'location': 'USA'}"
Snowden,Film,"['Thriller', ' biopic', 'drame']","Patriote idéaliste et enthousiaste, le jeune Edward Snowden semble réaliser son rêve quand il rejoint les équipes de la CIA puis de la NSA. Il découvre alors au cœur des Services de Renseignements américains l’ampleur insoupçonnée de la cyber-surveillance. Violant la Constitution, soutenue par de grandes entreprises, la NSA collecte des montagnes de données et piste toutes les formes de télécommunications à un niveau planétaire.
Choqué par cette intrusion systématique dans nos vies privées, Snowden décide de rassembler des preuves et de tout divulguer. Devenu lanceur d’alerte, il sacrifiera sa liberté et sa vie privée.
En juin 2013, deux journalistes prennent le risque de le rencontrer dans une chambre d’hôtel à Hong Kong. Une course contre la montre s’engage pour analyser les preuves irréfutables présentées par Snowden avant leur publication.
Les révélations qui vont être faites dans cette pièce seront au cœur du plus grand scandale d’espionnage de l’histoire des États-Unis.",['Oliver Stone'],2 h 14 min,15 septembre 2016,"['Joseph Gordon-Levitt', ' Shailene Woodley', ' Melissa Leo']","{'note_moyenne': 6.7, 'nombre_critiques': 13145, 'repartition_note': [29, 41, 138, 341, 1097, 3173, 5227, 2461, 489, 149]}",62,"['7,3', '137 559']",58,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$37,357,216', 'location': 'UK | France | Germany | USA'}"
Don't Breathe - La Maison des ténèbres,Film,"['Épouvante-Horreur', 'thriller']","Pour échapper à la violence de sa mère et sauver sa jeune sœur d’une existence sans avenir, Rocky est prête à tout. Avec ses amis Alex et Money, elle a déjà commis quelques cambriolages, mais rien qui leur rapporte assez pour enfin quitter Détroit. Lorsque le trio entend parler d’un aveugle qui vit en solitaire et garde chez lui une petite fortune, ils préparent ce qu’ils pensent être leur ultime coup. Mais leur victime va se révéler bien plus effrayante, et surtout bien plus dangereuse que ce à quoi ils s’attendaient...",['Fede Alvarez'],1 h 28 min,25 août 2016,"['Stephen Lang', ' Jane Levy', ' Dylan Minnette']","{'note_moyenne': 6.4, 'nombre_critiques': 9248, 'repartition_note': [53, 107, 255, 505, 1120, 2473, 3128, 1269, 267, 71]}",63,"['7,1', '220 872']",71,"{'budget': '$9,900,000', 'Cumulative_WW_Gross': '$157,830,487', 'location': 'USA | Hungary'}"
Hardcore Henry,Film,"['Action', ' aventure', 'science-fiction']","Vous ne vous souvenez de rien.

Votre femme vient de vous ramener à la vie. Elle vous apprend votre nom : Henry.

Cinq minutes plus tard, vous êtes la cible d’une armée de mercenaires menée par un puissant chef militaire en quête de domination du monde. Vous parvenez à vous échapper mais votre femme se fait kidnapper. Vous voilà perdu dans un Moscou hostile. Ici tout le monde semble vouloir votre mort. Vous ne pouvez compter sur personne. Sauf peut-être sur le mystérieux Jimmy. Pouvez-vous lui faire confiance ? Arriverez-vous à survivre à ce chaos, sauver votre femme et à faire la lumière sur votre véritable identité ?

Bonne chance Henry, vous allez en avoir besoin.",['Ilya Naishuller'],1 h 36 min,8 avril 2016,"['Sharlto Copley', ' Danila Kozlovsky', ' Haley Bennett']","{'note_moyenne': 6.1, 'nombre_critiques': 6032, 'repartition_note': [99, 156, 294, 490, 858, 1395, 1534, 875, 237, 94]}",64,"['6,7', '86 543']",51,"{'budget': '$2,000,000', 'Cumulative_WW_Gross': '$16,810,562', 'location': 'Russia | USA | China'}"
Passengers,Film,"['Aventure', ' drame', ' romance']","Alors que 5000 passagers endormis pour longtemps voyagent dans l’espace vers une nouvelle planète, deux d’entre eux sont accidentellement tirés de leur sommeil artificiel 90 ans trop tôt. Jim et Aurora doivent désormais accepter l’idée de passer le reste de leur existence à bord du vaisseau spatial. Alors qu’ils éprouvent peu à peu une indéniable attirance, ils découvrent que le vaisseau court un grave danger. La vie des milliers de passagers endormis est entre leurs mains…",['Morten Tyldum'],1 h 56 min,21 décembre 2016,"['Jennifer Lawrence', ' Chris Pratt', ' Michael Sheen']","{'note_moyenne': 5.9, 'nombre_critiques': 20290, 'repartition_note': [120, 280, 732, 1630, 3455, 6118, 5267, 1987, 491, 210]}",65,"['7,0', '348 640']",41,"{'budget': '$110,000,000', 'Cumulative_WW_Gross': '$303,144,152', 'location': 'USA | Australia'}"
À la poursuite de Ricky Baker,Film,['Comédie dramatique'],Un enfant et un vieil homme fuient les services sociaux en partant vivre dans la forêt.,['Taika Waititi'],1 h 41 min,31 mars 2016,"['Sam Neill', ' Julian Dennison', ' Rima Te Wiata']","{'note_moyenne': 7.5, 'nombre_critiques': 2381, 'repartition_note': [5, 2, 7, 20, 68, 278, 792, 847, 295, 67]}",67,"['7,9', '110 724']",81,"{'budget': None, 'Cumulative_WW_Gross': '$22,835,917', 'location': 'New Zealand'}"
Les Ogres,Film,['Comédie dramatique'],"Ils vont de ville en ville, un chapiteau sur le dos, leur spectacle en bandoulière.
Dans nos vies ils apportent le rêve et le désordre.
Ce sont des ogres, des géants, ils en ont mangé du théâtre et des kilomètres.
Mais l’arrivée imminente d’un bébé et le retour d’une ancienne amante vont raviver des blessures que l’on croyait oubliées.
Alors que la fête commence !",['Léa Fehner'],2 h 24 min,16 mars 2016,"['Adèle Haenel', ' Marc Barbé', ' François Fehner']","{'note_moyenne': 7.0, 'nombre_critiques': 1614, 'repartition_note': [8, 14, 30, 48, 108, 263, 419, 454, 210, 60]}",68,"['6,9', '697']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$35,600', 'location': 'France'}"
Les Ardennes,Film,['Drame'],"Un cambriolage tourne mal. Dave arrive à s’enfuir mais laisse son frère Kenneth derrière lui. Quatre ans plus tard, à sa sortie de prison, Kenneth, au tempérament violent, souhaite reprendre sa vie là où il l’avait laissée et est plus que jamais déterminé à reconquérir sa petite amie Sylvie.
Ce qu’il ne sait pas, c’est qu’entre-temps, Dave et Sylvie sont tombés amoureux et mènent désormais une vie rangée ensemble.
Avouer la vérité à Kenneth pourrait tourner au règlement de compte…",['Robin Pront'],1 h 33 min,13 avril 2016,"['Veerle Baetens', ' Jan Bijvoet', ' Eric Godon']","{'note_moyenne': 6.8, 'nombre_critiques': 2934, 'repartition_note': [6, 24, 36, 105, 211, 588, 1113, 661, 154, 36]}",69,"['6,8', '4 720']",47,"{'budget': 'EUR2,200,000', 'Cumulative_WW_Gross': '$1,366,879', 'location': 'Belgium'}"
Dofus - Livre 1 : Julith,Long-métrage d'animation,"['Animation', ' aventure', 'fantasy']","Dans la majestueuse cité de Bonta, Joris coule des jours heureux, aux côtés de Kerubim Crépin, son papycha adoptif. Mais tout bascule lorsque Joris, bravant l’interdiction de papycha, tente d’approcher son idole de toujours, la mégastar du Boufbowl, Khan Karkass. De son côté, Julith, la sorcière, revient avec une revanche à prendre et un objectif : anéantir Bonta. Joris et ses amis arriveront-ils à sauver la cité et tous ses habitants ?","['Jean-Jacques Denis', 'Anthony Roux']",1 h 40 min,3 février 2016,"['Sauvane Delanoe', ' Laetitia Lefebvre', ' Elisabeth Ventura']","{'note_moyenne': 6.8, 'nombre_critiques': 3768, 'repartition_note': [24, 33, 52, 128, 252, 709, 1289, 828, 302, 151]}",70,"['7,6', '568']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$13,804', 'location': 'France'}"
High-Rise,Film,"['Drame', 'science-fiction']","1975. Le Dr Robert Laing, en quête d'anonymat, emménage près de Londres dans un nouvel appartement d'une tour tout juste achevée ; mais il va vite découvrir que ses voisins, obsédés par une étrange rivalité, n'ont pas l'intention de le laisser en paix...",['Ben Wheatley'],1 h 59 min,18 mars 2016,"['Tom Hiddleston', ' Jeremy Irons', ' Sienna Miller']","{'note_moyenne': 5.5, 'nombre_critiques': 4746, 'repartition_note': [73, 151, 357, 682, 903, 1115, 854, 458, 120, 33]}",71,"['5,6', '38 031']",65,"{'budget': None, 'Cumulative_WW_Gross': '$4,289,074', 'location': 'UK | Ireland | Belgium'}"
Suicide Squad,Film,"['Action', ' aventure', ' fantastique']","C'est tellement jouissif d'être un salopard ! Face à une menace aussi énigmatique qu'invincible, l'agent secret Amanda Waller réunit une armada de crapules de la pire espèce. Armés jusqu'aux dents par le gouvernement, ces Super-Méchants s'embarquent alors pour une mission-suicide. Jusqu'au moment... Lire la suite",['David Ayer'],2 h 03 min,3 août 2016,"['Will Smith', ' Margot Robbie', ' Jared Leto']","{'note_moyenne': 4.2, 'nombre_critiques': 32442, 'repartition_note': [2136, 3398, 5376, 6146, 6120, 4931, 2614, 1038, 334, 349]}",72,"['6,0', '599 167']",40,"{'budget': '$175,000,000', 'Cumulative_WW_Gross': '$746,846,894', 'location': 'USA'}"
