nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
Petit Paysan,Film,['Drame'],"Pierre, la trentaine, est éleveur de vaches laitières. Sa vie s’organise autour de sa ferme, sa sœur vétérinaire et ses parents dont il a repris l’exploitation. Alors que les premiers cas d’une épidémie se déclarent en France, Pierre découvre que l’une de ses bêtes est infectée. Il ne peut se résoudre à perdre ses vaches. Il n’a rien d’autre et ira jusqu’au bout pour les sauver.",['Hubert Charuel'],1 h 30 min,30 août 2017,"['Swann Arlaud', ' Sara Giraudeau', ' Isabelle Candelier']","{'note_moyenne': 7.0, 'nombre_critiques': 5483, 'repartition_note': [14, 11, 24, 80, 253, 897, 2471, 1398, 270, 65]}",79,"['7,1', '1 307']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$3,845,589', 'location': 'France'}"
L'autre côté de l'espoir,Film,['Drame'],"Helsinki. Deux destins qui se croisent. Wikhström, la cinquantaine, décide de changer de vie en quittant sa femme alcoolique et son travail de représentant de commerce pour ouvrir un restaurant. Khaled est quant à lui un jeune réfugié syrien, échoué dans la capitale par accident. Il voit sa demande d’asile rejetée mais décide de rester malgré tout. Un soir, Wikhström le trouve dans la cour de son restaurant. Touché par le jeune homme, il décide de le prendre sous son aile.",['Aki Kaurismäki'],1 h 38 min,3 février 2017,"['Sherwan Haji', ' Sakari Kuosmanen', ' Ilkka Koivula']","{'note_moyenne': 7.0, 'nombre_critiques': 2079, 'repartition_note': [5, 9, 18, 57, 120, 334, 779, 563, 158, 36]}",80,"['7,2', '10 882']",84,"{'budget': 'EUR1,600,000', 'Cumulative_WW_Gross': '$4,282,973', 'location': 'Finland | Germany'}"
Pirates des Caraïbes : La Vengeance de Salazar,Film,"['Action', ' aventure', ' comédie']","Jack Sparrow et ses compagnons se lancent dans la quête du Trident de Poséidon, sur lequel le Capitaine Teague détient des informations précieuses. Cet artefact légendaire, qui donne tous les pouvoirs sur les océans, est leur seul moyen d'échapper aux fantômes du redoutable Capitaine Salazar, échappés du Triangle des Bermudes pour éliminer tous les pirates des océans.","['Joachim Rønning', 'Espen Sandberg']",2 h 09 min,24 mai 2017,"['Johnny Depp', ' Javier Bardem', ' Geoffrey Rush']","{'note_moyenne': 5.1, 'nombre_critiques': 19849, 'repartition_note': [378, 802, 1607, 2914, 4544, 4847, 3084, 1119, 299, 255]}",81,"['6,5', '262 612']",39,"{'budget': '$230,000,000', 'Cumulative_WW_Gross': '$794,881,442', 'location': 'USA | Australia | UK | Canada'}"
Après la tempête,Film,['Drame'],"Malgré un début de carrière d’écrivain prometteur, Ryôta accumule les désillusions. Divorcé de Kyoko, il gaspille le peu d’argent que lui rapporte son travail de détective privé en jouant aux courses, jusqu’à ne plus pouvoir payer la pension alimentaire de son fils de 11 ans, Shingo. A présent,... Lire la suite",['Hirokazu Kore-eda'],1 h 57 min,21 mai 2016,"['Hiroshi Abe', ' Kirin Kiki', ' Yôko Maki']","{'note_moyenne': 7.0, 'nombre_critiques': 2181, 'repartition_note': [0, 2, 13, 40, 130, 444, 884, 541, 104, 23]}",82,"['7,4', '9 372']",84,"{'budget': None, 'Cumulative_WW_Gross': '$5,382,886', 'location': 'Japan'}"
A Taxi Driver,Film,['Drame'],"En mai 1980, un chauffeur de taxi conduit un journalise allemand à Gwangju, en plein milieu du mouvement pour la démocratisation.",['Jang Hun'],2 h 17 min,2 août 2017,"['Song Kang-ho', ' Thomas Kretschmann', ' Yu Hae-jin']","{'note_moyenne': 7.7, 'nombre_critiques': 1278, 'repartition_note': [1, 0, 3, 14, 29, 91, 335, 531, 222, 52]}",83,"['7,9', '15 995']",69,"{'budget': None, 'Cumulative_WW_Gross': '$86,252,940', 'location': 'South Korea'}"
Your Name.,Long-métrage d'animation,"['Animation', ' drame', ' fantastique']","Mitsuha est une jeune lycéenne qui vit dans un village au milieu des montagnes. Taki, lui, vit au centre de Tokyo. Un jour Mitsuha rêve qu'elle est un jeune homme à Tokyo, et Taki rêve qu'il est une jeune fille dans un village de montagne. Quel secret se cache dans ces rêves ?",['Makoto Shinkai'],1 h 46 min,26 août 2016,"['Mone Kamishiraishi', ' Ryûnosuke Kamiki', ' Masami Nagasawa']","{'note_moyenne': 7.7, 'nombre_critiques': 24294, 'repartition_note': [49, 40, 97, 262, 748, 2161, 5605, 7615, 4904, 2813]}",84,"['8,4', '192 855']",79,"{'budget': 'JPY370,000,000', 'Cumulative_WW_Gross': '$358,922,706', 'location': 'Japan'}"
Le Jour d'après,Film,['Drame'],"Bongwan, directeur d'une maison d'édition, a trompé sa femme avec son employée. Au cours d'une journée, la lâcheté de Bongwan va provoquer les humiliations successives de chacune des femmes qui l’entourent.",['Hong Sang-soo'],1 h 32 min,7 juin 2017,"['Kim Min-hee', ' Kwon Hae-hyo', ' Kim Sae-Byuk']","{'note_moyenne': 6.8, 'nombre_critiques': 1079, 'repartition_note': [11, 14, 24, 32, 116, 209, 334, 241, 77, 21]}",85,"['6,9', '1 906']",72,"{'budget': '$100,000', 'Cumulative_WW_Gross': '$166,022', 'location': 'South Korea'}"
Que Dios nos perdone,Film,"['Policier', ' drame', 'thriller']","À Madrid, durant l’été 2011, la crise économique perturbe la société, en provoquant l’arrivée du mouvement 15-M. De surcroît, des milliers de pèlerins débarquent dans la capitale espagnole pour accueillir le Pape. C’est dans ce contexte que les policiers Alfaro et Velarde ont pour mission d’attraper un assassin présumé de manière « discrète ». Mais la pression et la course contre la montre les feront se rendre compte d’une terrible vérité : peut-être aucun d’eux n’est-il si différent du criminel qu’ils poursuivent…",['Rodrigo Sorogoyen'],2 h 07 min,28 octobre 2016,"['Antonio de la Torre', ' Roberto Alamo', ' Javier Pereira']","{'note_moyenne': 7.1, 'nombre_critiques': 2718, 'repartition_note': [1, 6, 16, 53, 124, 454, 1124, 783, 135, 22]}",86,"['7,1', '9 239']",Reviews,"{'budget': 'EUR4,000,000', 'Cumulative_WW_Gross': '$3,369,996', 'location': 'Spain'}"
Ava,Film,['Comédie dramatique'],"Ava, 13 ans, est en vacances au bord de l'océan quand elle apprend qu'elle va perdre la vue plus vite que prévu. Sa mère décide de faire comme si de rien n’était pour passer le plus bel été de leur vie. Ava affronte le problème à sa manière. Elle vole un grand chien noir qui appartient à un jeune homme en fuite…",['Léa Mysius'],1 h 45 min,21 juin 2017,"['Juan Cano', ' Noée Abita', ' Laure Calamy']","{'note_moyenne': 6.6, 'nombre_critiques': 3173, 'repartition_note': [15, 27, 48, 117, 304, 705, 1071, 628, 204, 54]}",87,"['5,4', '36 158']",39,"{'budget': None, 'Cumulative_WW_Gross': '$3,262,057', 'location': 'USA'}"
Silent Voice,Long-métrage d'animation,"['Animation', ' drame', 'romance']","Nishimiya est une élève douce et attentionnée. Chaque jour, pourtant, elle est harcelée par Ishida, car elle est sourde. Dénoncé pour son comportement, le garçon est à son tour mis à l’écart et rejeté par ses camarades. Des années plus tard, il apprend la langue des signes… et part à la recherche de la jeune fille.",['Naoko Yamada'],2 h 09 min,17 septembre 2016,"['Miyu Irino', ' Saori Hayami', ' Aoi Yūki']","{'note_moyenne': 7.4, 'nombre_critiques': 7774, 'repartition_note': [33, 19, 52, 144, 385, 872, 1831, 2225, 1368, 845]}",88,"['8,1', '46 743']",78,"{'budget': None, 'Cumulative_WW_Gross': '$30,490,447', 'location': 'Japan'}"
Laissez bronzer les cadavres,Film,"['Gangster', 'action']","La Méditerranée, l'été : une mer d'azur, un soleil de plomb... et 250 kilos d'or volés par Rhino et sa bande! Ils ont trouvé la planque idéale : un village abandonné, coupé de tout, investi par une artiste en manque d'inspiration. Hélas, quelques invités surprises et deux flics vont contrecarrer... Lire la suite","['Hélène Cattet', 'Bruno Forzani']",1 h 32 min,18 octobre 2017,"['Elina Löwensohn', ' Marine Sainsily', ' Stephane Ferrara']","{'note_moyenne': 6.1, 'nombre_critiques': 2006, 'repartition_note': [51, 53, 93, 162, 282, 425, 465, 325, 116, 34]}",89,"['6,3', '2 565']",62,"{'budget': None, 'Cumulative_WW_Gross': '$93,409', 'location': 'France | Belgium'}"
Love Hunters,Film,['Thriller'],"Australie, été 1987. Un soir, alors que la jeune Vicki Maloney se rend à une soirée, elle est abordée dans la rue par Evelyn et John White, deux trentenaires qui l’invitent chez eux. Sur place, elle comprend qu’elle est tombée dans un piège. Séquestrée, sa seule chance de survie sera d’exploiter les failles du couple…",['Ben Young'],1 h 48 min,11 mars 2017,"['Ashleigh Cummings', ' Emma Booth', ' Stephen Curry']","{'note_moyenne': 6.6, 'nombre_critiques': 2398, 'repartition_note': [14, 28, 44, 109, 248, 579, 840, 413, 105, 18]}",90,"['6,5', '10 406']",73,"{'budget': None, 'Cumulative_WW_Gross': '$234,419', 'location': 'Australia'}"
Les Fantômes d'Ismaël,Film,['Comédie dramatique'],"A la veille du tournage de son nouveau film, la vie d'un cinéaste est chamboulée par la réapparition d'un amour disparu...",['Arnaud Desplechin'],1 h 54 min,17 mai 2017,"['Mathieu Amalric', ' Marion Cotillard', ' Charlotte Gainsbourg']","{'note_moyenne': 5.6, 'nombre_critiques': 3342, 'repartition_note': [77, 93, 253, 428, 639, 786, 649, 307, 80, 30]}",91,"['5,6', '2 235']",65,"{'budget': None, 'Cumulative_WW_Gross': '$3,075,562', 'location': 'France'}"
"Night Is Short, Walk on Girl",Long-métrage d'animation,"['Animation', 'comédie romantique']",L'histoire se déroule à Kyoto. Nous suivons les tribulations d'un lycéen qui essaye d'attirer l'attention de la fille dont il est amoureux.,['Masaaki Yuasa'],1 h 33 min,7 avril 2017,"['Gen Hoshino', ' Kana Hanazawa', ' Hiroshi Kamiya']","{'note_moyenne': 7.6, 'nombre_critiques': 1463, 'repartition_note': [2, 3, 11, 17, 56, 133, 343, 535, 278, 85]}",92,"['7,6', '3 736']",65,"{'budget': None, 'Cumulative_WW_Gross': '$3,878,208', 'location': 'Japan'}"
Voyage of Time : Au fil de la vie,Documentaire,,"Un voyage poétique et provocateur plein de questions ouvertes. C'est un autre film que celui présenté dans les salles Imax et intitulé Voyage of Time: The IMAX Experience. Voyage of Time: Life's Journey, qui lui aussi questionne les origines de l'univers, est un long-métrage documentaire destiné à toutes les salles de cinéma, et non juste aux salles Imax. Cate Blanchett s'occupe de la voix off, alors que Brad Pitt est le narrateur de l'autre version, deux fois plus courte.",['Terrence Malick'],1 h 30 min,11 mai 2017,['Cate Blanchett'],"{'note_moyenne': 6.3, 'nombre_critiques': 1942, 'repartition_note': [32, 44, 82, 126, 260, 392, 488, 344, 119, 55]}",93,"['6,5', '4 298']",68,"{'budget': None, 'Cumulative_WW_Gross': None, 'location': 'France | Germany | USA'}"
Les Proies,Film,"['Drame', ' thriller', 'historique']","En pleine guerre de Sécession, dans le Sud profond, les pensionnaires d'un internat de jeunes filles recueillent un soldat blessé du camp adverse. Alors qu'elles lui offrent refuge et pansent ses plaies, l'atmosphère se charge de tensions sexuelles et de dangereuses rivalités éclatent. Jusqu'à ce que des événements inattendus ne fassent voler en éclats interdits et tabous.",['Sofia Coppola'],1 h 33 min,23 juin 2017,"['Colin Farrell', ' Nicole Kidman', ' Kirsten Dunst']","{'note_moyenne': 5.7, 'nombre_critiques': 7351, 'repartition_note': [46, 110, 372, 802, 1662, 2241, 1504, 498, 80, 36]}",94,"['6,3', '52 036']",77,"{'budget': '$10,500,000', 'Cumulative_WW_Gross': '$27,869,129', 'location': 'USA'}"
"Jeannette, l'enfance de Jeanne d'Arc",Film,"['Comédie musicale', 'biopic']","Domrémy, 1425. Jeannette n'est pas encore Jeanne d'Arc, mais à 8 ans elle veut déjà bouter les Anglais hors du royaume de France. Inspirée des écrits de Charles Péguy, la Jeannette de Bruno Dumont revisite les jeunes années d’une future sainte sous forme d’un film musical à la BO électro-pop-rock signée Gautier Serre, alias Igorrr et aux chorégraphies signées Philippe Decouflé. EN SELECTION A LA QUINZAINE DES RÉALISATEURS - Cannes 2017
prix et festivals
festival de cannes : Quinzaine des réalisateurs 2017",['Bruno Dumont'],1 h 45 min,30 août 2017,"['Lise Leplat Prudhomme', ' Jeanne Voisin', ' Lucile Gauthier']","{'note_moyenne': 5.7, 'nombre_critiques': 1302, 'repartition_note': [82, 81, 107, 103, 158, 201, 247, 186, 89, 48]}",95,"['5,7', '843']",60,"{'budget': None, 'Cumulative_WW_Gross': '$3,592', 'location': 'France'}"
Lumière ! L'aventure commence,Documentaire,,"En 1895, les frères Lumière inventent le Cinématographe et tournent parmi les tout-premiers films de l’histoire du cinéma. Mise en scène, travelling, trucage ou remake, ils inventent aussi l’art de filmer. Chefs-d’œuvre mondialement célèbres ou pépites méconnues, une centaine de films restaurés composent ce retour aux origines du cinéma. Ces images inoubliables sont un regard unique sur la France et le Monde qui s’ouvrent au 20e siècle. Lumière, l’aventure du cinéma commence !",['Thierry Frémaux'],1 h 26 min,25 janvier 2017,['Thierry Frémaux'],"{'note_moyenne': 7.7, 'nombre_critiques': 1335, 'repartition_note': [5, 1, 2, 6, 36, 116, 399, 501, 185, 84]}",96,"['8,1', '1 153']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$530,949', 'location': 'France'}"
Atomic Blonde,Film,"['Action', 'thriller']","L'agent Lorraine Broughton est une des meilleures espionne du Service de renseignement de Sa Majesté, à la fois sensuelle, sauvage et prête à déployer toutes ses compétences pour rester en vie durant sa mission impossible. Envoyée seule à Berlin dans le but de livrer un dossier de la plus haute importance dans cette ville au climat instable, elle s'associe avec David Percival, le chef de station local, et commence alors un jeu d’espions des plus meurtriers.",['David Leitch'],1 h 55 min,11 août 2017,"['Charlize Theron', ' James McAvoy', ' John Goodman']","{'note_moyenne': 5.8, 'nombre_critiques': 8618, 'repartition_note': [58, 146, 359, 857, 1603, 2615, 2068, 685, 163, 64]}",98,"['6,7', '175 494']",63,"{'budget': '$30,000,000', 'Cumulative_WW_Gross': '$100,014,025', 'location': 'USA | Germany | Sweden | Hungary'}"
12 jours,Documentaire,,"Le nouveau documentaire de Raymond Depardon explore l'univers cloisonné et reculé des hospices, au sein duquel les caméras n'ont pas souvent leur place, et revient notamment sur la durée légale de 12 jours au terme de laquelle il convient de confirmer l'internement d'un patient ou d'ordonner sa... Lire la suite",['Raymond Depardon'],1 h 30 min,29 novembre 2017,,"{'note_moyenne': 7.3, 'nombre_critiques': 2364, 'repartition_note': [7, 7, 9, 38, 106, 267, 792, 813, 257, 68]}",99,"['7,1', '412']",81,"{'budget': None, 'Cumulative_WW_Gross': '$722,049', 'location': 'France'}"
Braguino,Documentaire,,"À sept cents kilomètres du premier village, perdu dans la taïga sibérienne, Sacha Braguine a construit la maison où il vit avec sa femme et leurs nombreux enfants. Entourés d'immenses forêts préservées de la prédation des hommes, Sacha et les siens mènent une existence frugale, la chasse dans les bois ou sur la rivière améliorant l'ordinaire. Blonds comme les blés, les petits ne vont pas à l'école mais rejoignent en canot à moteur leur terrain de jeu, une île sablonneuse à l'abri des animaux sauvages. Les Braguine ne connaissent pas pour autant la paix. L'incursion sur leur territoire de braconniers, qui débarquent en hélicoptère les fusils à la main, et surtout les relations conflictuelles qu'ils entretiennent avec les Kiline, leurs seuls voisins, jettent une ombre sur leur fragile paradis.",['Clément Cogitore'],50 min,1 novembre 2017,,"{'note_moyenne': 7.2, 'nombre_critiques': 1023, 'repartition_note': [4, 3, 9, 15, 55, 140, 322, 290, 143, 42]}",100,"['6,8', '312']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': None, 'location': 'France | Finland'}"
