nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
Parasite,Film,"['Drame', ' thriller', 'comédie']","Toute la famille de Ki-taek est au chômage, et s’intéresse fortement au train de vie de la richissime famille Park. Un jour, leur fils réussit à se faire recommander pour donner des cours particuliers d’anglais chez les Park. C’est le début d’un engrenage incontrôlable, dont personne ne sortira véritablement indemne…",['Bong Joon-ho'],2 h 12 min,5 juin 2019,"['Song Kang-ho', ' Lee Sun-kyun', ' Cho Yeo-jeong']","{'note_moyenne': 8.3, 'nombre_critiques': 47739, 'repartition_note': [53, 28, 90, 159, 448, 1453, 6018, 16519, 16966, 6005]}",1,"['8,6', '542 945']",96,"{'budget': '$11,400,000', 'Cumulative_WW_Gross': '$258,818,737', 'location': 'South Korea'}"
Joker,Film,"['Policier', ' drame', 'thriller']","Dans les années 1980, à Gotham City, Arthur Fleck, un comédien de stand-up raté est agressé alors qu'il erre dans les rues de la ville déguisé en clown. Méprisé de tous et bafoué, il bascule peu à peu dans la folie pour devenir le Joker, un dangereux tueur psychotique.",['Todd Phillips'],2 h 02 min,9 octobre 2019,"['Joaquin Phoenix', ' Robert De Niro', ' Zazie Beetz']","{'note_moyenne': 7.7, 'nombre_critiques': 49047, 'repartition_note': [182, 179, 350, 713, 1596, 3649, 9467, 16165, 12156, 4590]}",2,"['8,5', '930 457']",59,"{'budget': '$55,000,000', 'Cumulative_WW_Gross': '$1,074,251,311', 'location': 'USA | Canada'}"
Once Upon a Time... in Hollywood,Film,"['Drame', 'comédie']","En 1969, la star de télévision Rick Dalton et le cascadeur Cliff Booth, sa doublure de longue date, poursuivent leurs carrières au sein d’une industrie qu’ils ne reconnaissent plus.",['Quentin Tarantino'],2 h 35 min,14 août 2019,"['Leonardo DiCaprio', ' Brad Pitt', ' Margot Robbie']","{'note_moyenne': 7.2, 'nombre_critiques': 38320, 'repartition_note': [144, 225, 485, 1102, 2591, 5571, 10841, 11271, 4918, 1172]}",3,"['7,6', '545 370']",83,"{'budget': '$90,000,000', 'Cumulative_WW_Gross': '$374,343,626', 'location': 'USA | UK | China'}"
Green Book : Sur les routes du sud,Film,"['Drame', ' biopic', 'road movie']","En 1962, alors que règne la ségrégation, un videur italo-américain du Bronx est engagé pour conduire et protéger un pianiste noir de renommée mondiale lors d’une tournée de concerts. Ils s’appuient sur le Green Book pour dénicher les établissements accueillant les personnes de couleur.",['Peter Farrelly'],2 h 10 min,23 janvier 2019,"['Viggo Mortensen', ' Mahershala Ali', ' Linda Cardellini']","{'note_moyenne': 7.6, 'nombre_critiques': 31531, 'repartition_note': [47, 39, 116, 232, 755, 2356, 8176, 12601, 5719, 1490]}",4,"['8,2', '373 251']",69,"{'budget': '$23,000,000', 'Cumulative_WW_Gross': '$321,752,656', 'location': 'USA | China'}"
Les Misérables,Film,['Drame'],"Stéphane, tout juste arrivé de Cherbourg, intègre la Brigade Anti-Criminalité de Montfermeil, dans le 93. Il va faire la rencontre de ses nouveaux coéquipiers, Chris et Gwada, deux «Bacqueux» d’expérience. Il découvre rapidement les tensions entre les différents groupes du quartier.",['Ladj Ly'],1 h 44 min,20 novembre 2019,"['Damien Bonnard', ' Alexis Manenti', ' Djebril Zonga']","{'note_moyenne': 7.6, 'nombre_critiques': 23502, 'repartition_note': [152, 77, 142, 241, 638, 1873, 5519, 9263, 4249, 1348]}",5,"['7,6', '308 183']",63,"{'budget': '$61,000,000', 'Cumulative_WW_Gross': '$441,809,770', 'location': 'UK | USA'}"
Midsommar,Film,"['Drame', ' Épouvante-horreur', 'thriller']","Dani et Christian sont sur le point de se séparer quand la famille de Dani est touchée par une tragédie. Attristé par le deuil de la jeune femme, Christian ne peut se résoudre à la laisser seule et l’emmène avec lui et ses amis à un festival estival qui n’a lieu qu’une fois tous les 90 ans et se déroule dans un village suédois isolé. Mais ce qui commence comme des vacances insouciantes dans un pays où le soleil ne se couche pas va vite prendre une tournure beaucoup plus sinistre et inquiétante.",['Ari Aster'],2 h 27 min,31 juillet 2019,"['Florence Pugh', ' Jack Reynor', ' Vilhelm Blomgren']","{'note_moyenne': 7.2, 'nombre_critiques': 16484, 'repartition_note': [110, 122, 273, 524, 1102, 2389, 4688, 4866, 1865, 545]}",6,"['7,1', '198 576']",72,"{'budget': '$9,000,000', 'Cumulative_WW_Gross': '$47,903,099', 'location': 'USA | Sweden'}"
Le Chant du loup,Film,"['Action', ' drame', ' thriller']","Un jeune homme a le don rare de reconnaître chaque son qu’il entend. A bord d’un sous-marin nucléaire français, tout repose sur lui, l’Oreille d’Or. Réputé infaillible, il commet pourtant une erreur qui met l’équipage en danger de mort. Il veut retrouver la confiance de ses camarades mais sa quête les entraîne dans une situation encore plus dramatique. Dans le monde de la dissuasion nucléaire et de la désinformation, ils se retrouvent tous pris au piège d’un engrenage incontrôlable.",['Abel Lanzac (Antonin Baudry)'],1 h 55 min,20 février 2019,"['François Civil', ' Omar Sy', ' Mathieu Kassovitz']","{'note_moyenne': 7.3, 'nombre_critiques': 22782, 'repartition_note': [46, 56, 144, 357, 896, 2563, 7004, 7943, 3055, 718]}",7,"['6,9', '13 022']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$12,652,790', 'location': 'France'}"
La Favorite,Film,"['Historique', ' drame', ' comédie']","Début du XVIIIème siècle. L’Angleterre et la France sont en guerre. Toutefois, à la cour, la mode est aux courses de canards et à la dégustation d’ananas. La reine Anne, à la santé fragile et au caractère instable, occupe le trône tandis que son amie Lady Sarah gouverne le pays à sa place. Lorsqu’une nouvelle servante, Abigail Hill, arrive à la cour, Lady Sarah la prend sous son aile, pensant qu’elle pourrait être une alliée. Abigail va y voir l’opportunité de renouer avec ses racines aristocratiques. Alors que les enjeux politiques de la guerre absorbent Sarah, Abigail quant à elle parvient à gagner la confiance de la reine et devient sa nouvelle confidente. Cette amitié naissante donne à la jeune femme l’occasion de satisfaire ses ambitions, et elle ne laissera ni homme, ni femme, ni politique, ni même un lapin se mettre en travers de son chemin.",['Yórgos Lánthimos'],1 h 59 min,6 février 2019,"['Olivia Colman', ' Emma Stone', ' Rachel Weisz']","{'note_moyenne': 7.2, 'nombre_critiques': 15999, 'repartition_note': [48, 58, 117, 319, 780, 2178, 5309, 5315, 1564, 311]}",8,"['7,5', '171 390']",91,"{'budget': '$15,000,000', 'Cumulative_WW_Gross': '$95,918,706', 'location': 'Ireland | UK | USA'}"
Portrait de la jeune fille en feu,Film,"['Drame', ' historique', 'romance']","1770. Marianne est peintre et doit réaliser le portrait de mariage d’Héloïse, une jeune femme qui vient de quitter le couvent. Héloïse résiste à son destin d’épouse en refusant de poser. Marianne va devoir la peindre en secret. Introduite auprès d’elle en tant que dame de compagnie, elle la regarde.",['Céline Sciamma'],1 h 59 min,18 septembre 2019,"['Noémie Merlant', ' Adèle Haenel', ' Luàna Bajrami']","{'note_moyenne': 7.4, 'nombre_critiques': 13803, 'repartition_note': [49, 61, 106, 291, 659, 1476, 3145, 4382, 2524, 1110]}",9,"['8,1', '61 752']",95,"{'budget': None, 'Cumulative_WW_Gross': '$9,923,127', 'location': 'France'}"
Ad Astra,Film,"['Science-fiction', ' aventure', ' drame']","L’astronaute Roy McBride s’aventure jusqu’aux confins du système solaire à la recherche de son père disparu et pour résoudre un mystère qui menace la survie de notre planète. Lors de son voyage, il sera confronté à des révélations mettant en cause la nature même de l’existence humaine, et notre place dans l’univers.",['James Gray'],2 h 05 min,18 septembre 2019,"['Brad Pitt', ' Tommy Lee Jones', ' Ruth Negga']","{'note_moyenne': 6.5, 'nombre_critiques': 19936, 'repartition_note': [127, 177, 523, 1270, 2710, 4819, 5587, 3492, 1025, 206]}",10,"['6,5', '197 572']",80,"{'budget': '$90,000,000', 'Cumulative_WW_Gross': '$127,461,872', 'location': 'China | USA | Brazil'}"
Avengers : Endgame,Film,"['Action', ' aventure', ' fantasy']","Thanos ayant anéanti la moitié de l’univers, les Avengers restants resserrent les rangs dans ce vingt-deuxième film des Studios Marvel, grande conclusion d’un des chapitres de l’Univers Cinématographique Marvel.","['Anthony Russo', 'Joe Russo']",3 h 01 min,24 avril 2019,"['Robert Downey Jr.', ' Chris Evans', ' Mark Ruffalo']","{'note_moyenne': 6.6, 'nombre_critiques': 29454, 'repartition_note': [320, 369, 703, 1244, 2652, 5653, 8035, 6133, 2783, 1562]}",11,"['8,4', '801 630']",78,"{'budget': '$356,000,000', 'Cumulative_WW_Gross': '$2,797,800,564', 'location': 'USA'}"
Toy Story 4,Long-métrage d'animation,"['Animation', ' comédie', 'aventure']","Woody a toujours privilégié la joie et le bien-être de ses jeunes propriétaires – Andy puis Bonnie – et de ses compagnons, n’hésitant pas à prendre tous les risques pour eux, aussi inconsidérés soient-ils. L’arrivée de Forky un nouveau jouet qui ne veut pas en être un dans la chambre de Bonnie met toute la petite bande en émoi. C’est le début d’une grande aventure et d’un extraordinaire voyage pour Woody et ses amis. Le cowboy va découvrir à quel point le monde peut être vaste pour un jouet…",['Josh Cooley'],1 h 40 min,26 juin 2019,"['Tom Hanks', ' Tim Allen', ' Annie Potts']","{'note_moyenne': 7.2, 'nombre_critiques': 20994, 'repartition_note': [48, 36, 127, 308, 991, 3061, 7146, 6422, 2234, 621]}",12,"['7,8', '201 452']",84,"{'budget': '$200,000,000', 'Cumulative_WW_Gross': '$1,073,394,593', 'location': 'USA'}"
The Irishman,Film,"['Drame', ' gangster', ' policier']","Cette saga sur le crime organisé dans l'Amérique de l'après-guerre est racontée du point de vue de Frank Sheeran, un ancien soldat de la Seconde Guerre mondiale devenu escroc et tueur à gages ayant travaillé aux côtés de quelques-unes des plus grandes figures du XX° siècle. Couvrant plusieurs décennies, le film relate l'un des mystères insondables de l'histoire des États-Unis : la disparition du légendaire dirigeant syndicaliste Jimmy Hoffa. Il offre également une plongée monumentale dans les arcanes de la mafia en révélant ses rouages, ses luttes internes et ses liens avec le monde politique.",['Martin Scorsese'],3 h 29 min,27 novembre 2019,"['Robert De Niro', ' Al Pacino', ' Joe Pesci']","{'note_moyenne': 7.1, 'nombre_critiques': 14352, 'repartition_note': [42, 59, 156, 352, 1039, 2501, 4744, 3959, 1204, 296]}",13,"['7,9', '322 191']",94,"{'budget': '$159,000,000', 'Cumulative_WW_Gross': '$968,853', 'location': 'USA'}"
Marriage Story,Film,"['Drame', 'romance']","Un metteur en scène et sa femme, comédienne, se débattent dans un divorce exténuant qui les pousse à des extrêmes...",['Noah Baumbach'],2 h 17 min,6 décembre 2019,"['Scarlett Johansson', ' Adam Driver', ' Laura Dern']","{'note_moyenne': 7.3, 'nombre_critiques': 17437, 'repartition_note': [17, 38, 92, 237, 682, 2164, 5749, 6225, 1876, 357]}",14,"['7,9', '244 353']",94,"{'budget': '$18,600,000', 'Cumulative_WW_Gross': '$333,686', 'location': 'UK | USA'}"
90's,Film,['Comédie dramatique'],"Dans le Los Angeles des années 90, Stevie, 13 ans, a du mal à trouver sa place entre sa mère souvent absente et un grand frère caractériel. Quand une bande de skateurs le prend sous son aile, il se prépare à passer l’été de sa vie…",['Jonah Hill'],1 h 24 min,24 avril 2019,"['Sunny Suljic', ' Na-kel Smith', ' Olan Prenatt']","{'note_moyenne': 7.4, 'nombre_critiques': 10692, 'repartition_note': [9, 12, 42, 99, 345, 1208, 3525, 3849, 1284, 319]}",15,"['7,4', '48 500']",66,"{'budget': '$1,700,000', 'Cumulative_WW_Gross': '$9,303,022', 'location': 'USA'}"
À couteaux tirés,Film,"['Comédie', ' policier', ' drame']","Célèbre auteur de polars, Harlan Thrombey est retrouvé mort dans sa somptueuse propriété, le soir de ses 85 ans. L’esprit affûté et la mine débonnaire, le détective Benoit Blanc est alors engagé par un commanditaire anonyme afin d’élucider l’affaire. Mais entre la famille d’Harlan qui s'entre-déchire et son personnel qui lui reste dévoué, Blanc plonge dans les méandres d’une enquête mouvementée, mêlant mensonges et fausses pistes, où les rebondissements s'enchaînent à un rythme effréné jusqu'à la toute dernière minute.",['Rian Johnson'],2 h 10 min,27 novembre 2019,"['Daniel Craig', ' Chris Evans', ' Ana de Armas']","{'note_moyenne': 7.2, 'nombre_critiques': 19433, 'repartition_note': [23, 27, 104, 260, 807, 2773, 7765, 5999, 1378, 297]}",16,"['7,9', '446 311']",82,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$311,398,301', 'location': 'USA'}"
The Lighthouse,Film,"['Drame', ' fantastique', 'Épouvante-horreur']",L'histoire hypnotique et hallucinatoire de deux gardiens de phare sur une île mystérieuse et reculée de Nouvelle-Angleterre dans les années 1890.,['Robert Eggers'],1 h 49 min,18 décembre 2019,"['Willem Dafoe', ' Robert Pattinson et Valeriia Karaman']","{'note_moyenne': 7.1, 'nombre_critiques': 9568, 'repartition_note': [55, 57, 128, 299, 652, 1454, 2671, 2878, 1080, 294]}",17,"['7,5', '140 720']",83,"{'budget': None, 'Cumulative_WW_Gross': '$18,115,548', 'location': 'Canada | USA | Brazil'}"
Douleur et Gloire,Film,['Drame'],"Une série de retrouvailles après plusieurs décennies, certaines en chair et en os, d’autres par le souvenir, dans la vie d’un réalisateur en souffrance. Premières amours, les suivantes, la mère, la mort, des acteurs avec qui il a travaillé, les années 60, les années 80 et le présent. L’impossibilité de séparer création et vie privée. Et le vide, l’insondable vide face à l’incapacité de continuer à tourner.",['Pedro Almodovar'],1 h 53 min,17 mai 2019,"['Antonio Banderas', ' Penélope Cruz', ' Asier Etxeandia']","{'note_moyenne': 7.2, 'nombre_critiques': 9417, 'repartition_note': [21, 22, 65, 163, 543, 1438, 3168, 2870, 877, 250]}",18,"['7,5', '48 704']",87,"{'budget': None, 'Cumulative_WW_Gross': '$37,359,689', 'location': 'Spain | France'}"
Vice,Film,"['Biopic', ' comédie', 'drame']","Fin connaisseur des arcanes de la politique américaine, Dick Cheney a réussi, sans faire de bruit, à se faire élire vice-président aux côtés de George W. Bush. Devenu l’homme le plus puissant du pays, il a largement contribué à imposer un nouvel ordre mondial dont on sent encore les conséquences aujourd’hui…",['Adam McKay'],2 h 12 min,13 février 2019,"['Christian Bale', ' Amy Adams', ' Steve Carell']","{'note_moyenne': 7.1, 'nombre_critiques': 12165, 'repartition_note': [26, 26, 86, 220, 628, 1917, 4452, 3677, 942, 191]}",19,"['7,2', '121 113']",61,"{'budget': '$60,000,000', 'Cumulative_WW_Gross': '$76,073,488', 'location': 'USA'}"
Le Daim,Film,"['Comédie', 'thriller']","Georges, 44 ans, et son blouson, 100% daim, ont un projet.",['Quentin Dupieux (Mr. Oizo)'],1 h 17 min,19 juin 2019,"['Jean Dujardin', ' Adèle Haenel', ' Albert Delpy']","{'note_moyenne': 6.8, 'nombre_critiques': 14815, 'repartition_note': [67, 90, 215, 463, 1165, 3081, 5614, 3246, 695, 179]}",20,"['6,7', '6 134']",65,"{'budget': 'EUR4,000,000', 'Cumulative_WW_Gross': '$1,653,264', 'location': 'France'}"
Us,Film,"['Thriller', 'Épouvante-horreur']","De retour dans sa maison d’enfance, à Santa Cruz sur la côte Californienne, Adelaïde Wilson a décidé de passer des vacances de rêves avec son mari Gabe et leurs deux enfants : Zora et Jason. Un traumatisme aussi mystérieux qu’irrésolu refait surface suite à une série d’étranges coïncidences qui déclenchent la paranoïa de cette mère de famille de plus en plus persuadée qu’un terrible malheur va s’abattre sur ceux qu’elle aime. Après une journée tendue à la plage avec leurs amis les Tyler, les Wilson rentrent enfin à la maison où ils découvrent quatre personnes se tenant la main dans leur allée. Ils vont alors affronter le plus terrifiant et inattendu des adversaires : leurs propres doubles.",['Jordan Peele'],1 h 56 min,20 mars 2019,"[""Lupita Nyong'o"", ' Winston Duke', ' Elisabeth Moss']","{'note_moyenne': 6.4, 'nombre_critiques': 15858, 'repartition_note': [119, 214, 428, 969, 1941, 3832, 4754, 2712, 691, 198]}",21,"['6,8', '225 291']",81,"{'budget': '$20,000,000', 'Cumulative_WW_Gross': '$255,184,580', 'location': 'USA | China | Japan'}"
Le Mans 66,Film,"['Biopic', ' drame', 'sport']","Basé sur une histoire vraie, le film suit une équipe d’excentriques ingénieurs américains menés par le visionnaire Carroll Shelby et son pilote britannique Ken Miles, qui sont envoyés par Henry Ford II pour construire à partir de rien une nouvelle automobile qui doit détrôner la Ferrari à la compétition du Mans de 1966.",['James Mangold'],2 h 32 min,13 novembre 2019,"['Matt Damon', ' Christian Bale', ' Caitriona Balfe']","{'note_moyenne': 7.4, 'nombre_critiques': 11831, 'repartition_note': [16, 16, 34, 86, 307, 1229, 4145, 4516, 1196, 286]}",22,"['8,1', '287 357']",81,"{'budget': '$97,600,000', 'Cumulative_WW_Gross': '$225,508,210', 'location': 'USA'}"
Glass,Film,"['Thriller', 'fantastique']","Peu de temps après les événements relatés dans SPLIT, David Dunn - l’homme incassable - poursuit sa traque de La Bête, surnom donné à Kevin Crumb depuis qu’on le sait capable d’endosser 23 personnalités différentes. De son côté, le mystérieux homme souffrant du syndrome des os de verre Elijah Price suscite à nouveau l’intérêt des forces de l’ordre en affirmant détenir des informations capitales sur les deux hommes…",['M. Night Shyamalan'],2 h 09 min,16 janvier 2019,"['James McAvoy', ' Bruce Willis', ' Samuel L. Jackson']","{'note_moyenne': 6.3, 'nombre_critiques': 19919, 'repartition_note': [101, 231, 569, 1398, 2747, 5141, 5685, 2970, 825, 252]}",23,"['6,7', '207 134']",43,"{'budget': '$20,000,000', 'Cumulative_WW_Gross': '$246,999,039', 'location': 'USA | China'}"
Une vie cachée,Film,"['Biopic', ' drame', ' romance']","Franz Jägerstätter, paysan autrichien, refuse de se battre aux côtés des nazis. Reconnu coupable de trahison par le régime hitlérien, il est passible de la peine capitale. Mais porté par sa foi inébranlable et son amour pour sa femme, Fani, et ses enfants, Franz reste un homme libre.",['Terrence Malick'],2 h 54 min,11 décembre 2019,"['August Diehl', ' Valerie Pachner', ' Maria Simon']","{'note_moyenne': 7.4, 'nombre_critiques': 4453, 'repartition_note': [19, 28, 68, 138, 277, 545, 1048, 1318, 729, 283]}",24,"['7,4', '17 930']",78,"{'budget': None, 'Cumulative_WW_Gross': '$4,605,813', 'location': 'USA | UK | Germany'}"
