nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
El Camino : un film Breaking Bad,Film,"['Drame', 'thriller']","À la suite de sa tragique évasion, Jesse doit accepter son passé s'il veut se construire un avenir... ou quelque chose qui y ressemble plus ou moins. Un film qui fait suite au final de la série Breaking Bad, suivant les aventures de Jesse Pinkman ...",['Vince Gilligan'],2 h 02 min,11 octobre 2019,"['Aaron Paul', ' Jesse Plemons', ' Charles Baker']","{'note_moyenne': 6.4, 'nombre_critiques': 11300, 'repartition_note': [29, 64, 175, 479, 1404, 3351, 3996, 1441, 278, 83]}",55,"['7,3', '182 219']",72,"{'budget': '$6,000,000', 'Cumulative_WW_Gross': None, 'location': 'USA'}"
Les Éternels,Film,"['Drame', 'romance']","En 2001, la jeune Qiao est amoureuse de Bin, petit chef de la pègre locale de Datong.
Alors que Bin est attaqué par une bande rivale, Qiao prend sa défense et tire plusieurs coups de feu. Elle est condamnée à cinq ans de prison.
A sa sortie, Qiao part à la recherche de Bin et tente de renouer avec lui. Mais il refuse de la suivre.
Dix ans plus tard, à Datong, Qiao est célibataire, elle a réussi sa vie en restant fidèle aux valeurs de la pègre.
Bin, usé par les épreuves, revient pour retrouver Qiao, la seule personne qu’il ait jamais aimée…",['Jia Zhang-ke'],2 h 15 min,27 février 2019,"['Zhao Tao', ' Liao Fan', "" Diao Yi'nan""]","{'note_moyenne': 6.8, 'nombre_critiques': 2610, 'repartition_note': [3, 10, 33, 85, 223, 632, 905, 558, 135, 26]}",56,"['6,9', '7 730']",85,"{'budget': None, 'Cumulative_WW_Gross': '$11,813,509', 'location': 'China | France | Japan'}"
Doctor Sleep,Film,"['Thriller', 'fantastique']",,['Mike Flanagan'],2 h 31 min,30 octobre 2019,"['Ewan McGregor', ' Rebecca Ferguson', ' Kyliegh Curran']","{'note_moyenne': 6.3, 'nombre_critiques': 6351, 'repartition_note': [66, 97, 205, 411, 740, 1507, 1986, 1057, 232, 50]}",57,"['7,3', '141 888']",59,"{'budget': '$45,000,000', 'Cumulative_WW_Gross': '$72,381,712', 'location': 'UK | USA'}"
Pokémon Détective Pikachu,Film,"['Aventure', ' comédie', 'fantastique']","Après la disparition mystérieuse de Harry Goodman, un détective privé, son fils Tim va tenter de découvrir ce qui s’est passé. Le détective Pikachu, ancien partenaire de Harry, participe alors à l’enquête : un super-détective adorable à la sagacité hilarante, qui en laisse plus d’un perplexe, dont... Lire la suite",['Rob Letterman'],1 h 44 min,8 mai 2019,"['Ryan Reynolds', ' Justice Smith', ' Kathryn Newton']","{'note_moyenne': 5.9, 'nombre_critiques': 12212, 'repartition_note': [115, 181, 395, 930, 2095, 3830, 3356, 946, 188, 176]}",58,"['6,6', '136 667']",53,"{'budget': '$150,000,000', 'Cumulative_WW_Gross': '$433,005,346', 'location': 'USA | Japan | UK | Canada'}"
Traîné sur le bitume,Film,"['Action', ' policier', ' drame']","Les méthodes de deux policiers sont dénoncées et les deux hommes se retrouvent suspendus. Sans argent et sans autre solution, ils rejoignent le monde des gangsters, mais réalisent que ce qui les y attendait dépasse largement ce qu’ils pensaient y trouver.",['S. Craig Zahler'],2 h 39 min,3 août 2019,"['Mel Gibson', ' Vince Vaughn', ' Tory Kittles']","{'note_moyenne': 7.0, 'nombre_critiques': 2050, 'repartition_note': [13, 20, 32, 66, 144, 391, 720, 521, 127, 16]}",59,"['6,9', '37 612']",60,"{'budget': '$15,000,000', 'Cumulative_WW_Gross': '$660,132', 'location': 'Canada | UK | USA'}"
Papicha,Film,['Drame'],"Nedjma, une étudiante de 18 ans passionnée de mode, refuse de laisser les événements tragiques de la guerre civile algérienne l'empêcher de mener une vie normale et de sortir le soir avec son amie Wassila. Alors que le climat social devient plus conservateur, elle rejette les nouvelles interdictions imposées par les radicaux et décide de lutter pour sa liberté et son indépendance en organisant un défilé de mode.",['Mounia Meddour'],1 h 46 min,9 octobre 2019,"['Lyna Khoudri', ' Shirine Boutella', ' Amira Hilda Douaouda']","{'note_moyenne': 7.4, 'nombre_critiques': 5087, 'repartition_note': [79, 31, 33, 71, 159, 444, 1318, 1640, 741, 571]}",60,"['7,0', '1 937']",68,"{'budget': None, 'Cumulative_WW_Gross': '$2,085,207', 'location': 'France | Algeria | Belgium | Qatar'}"
Creed II,Film,"['Drame', 'sport']","La vie est devenue un numéro d’équilibriste pour Adonis Creed. Entre ses obligations personnelles et son entraînement pour son prochain grand match, il est à la croisée des chemins. Et l’enjeu du combat est d’autant plus élevé que son rival est lié au passé de sa famille. Mais il peut compter sur la présence de Rocky Balboa à ses côtés : avec lui, il comprendra ce qui vaut la peine de se battre et découvrira qu’il n’y a rien de plus important que les valeurs familiales.",['Steven Caple Jr.'],2 h 10 min,9 janvier 2019,"['Michael B. Jordan', ' Sylvester Stallone', ' Tessa Thompson']","{'note_moyenne': 6.3, 'nombre_critiques': 7366, 'repartition_note': [38, 58, 153, 366, 972, 2133, 2310, 926, 234, 176]}",61,"['7,1', '104 774']",66,"{'budget': '$50,000,000', 'Cumulative_WW_Gross': '$214,215,889', 'location': 'USA'}"
My Beautiful Boy,Film,['Drame'],"Pour David Sheff, la vie de son fils, Nicolas, un jeune homme billant, sportif, à l’esprit vif et cultivé, était déjà toute tracée : à ses 18 ans, Nic était promis à une prestigieuse carrière universitaire. Mais le monde de David s’effondre lorsqu’il réalise que Nic a commencé à toucher à la drogue en secret dès ses 12 ans. De consommateur occasionnel, Nic est devenu accro à l’héroïne et plus rien ne semble possible pour le sortir de sa dépendance. Réalisant que son fils et devenu avec le temps un parfait étranger, David décide de tout faire pour le sauver. Se confrontant à ses propres limites mais aussi celles de sa famille.",['Felix van Groeningen'],2 h 01 min,6 février 2019,"['Steve Carell', ' Timothée Chalamet', ' Maura Tierney']","{'note_moyenne': 6.8, 'nombre_critiques': 4546, 'repartition_note': [10, 16, 49, 110, 324, 912, 1588, 1120, 337, 80]}",62,"['7,3', '53 196']",62,"{'budget': '$25,000,000', 'Cumulative_WW_Gross': '$16,636,604', 'location': 'USA'}"
Pour Sama,Documentaire,,"Waad al-Kateab est une jeune femme syrienne qui vit à Alep lorsque la guerre éclate en 2011. Sous les bombardements, la vie continue. Elle filme au quotidien les pertes, les espoirs et la solidarité du peuple d’Alep. Waad et son mari médecin sont déchirés entre partir et protéger leur fille Sama... Lire la suite","['Waad Al-Kateab', 'Edward Watts']",1 h 35 min,9 octobre 2019,"['Waad Al-Kateab', ' Hamza Al-Kateab et Sama Al-Kateab']","{'note_moyenne': 8.4, 'nombre_critiques': 2099, 'repartition_note': [7, 4, 6, 12, 13, 63, 207, 569, 696, 522]}",63,"['8,5', '8 815']",89,"{'budget': None, 'Cumulative_WW_Gross': '$1,397,546', 'location': 'UK | Syria | USA'}"
Promare,Long-métrage d'animation,"['Animation', ' aventure', 'science-fiction']","Promare suit les aventures de Galo, fraichement débarquée dans une caserne de pompiers nouvelle génération équipée des mechas du genre Matoi-Tech. La High Mobility Rescue Team a pour mission de combattre le redoutable Rio et sa bande de terroristes mutants surpuissants déjà responsables de la disparition de la moitié de la planète.","['Hiroyuki Imaishi', 'Kazuki Nakashima']",1 h 51 min,31 juillet 2019,"[""Ken'ichi Matsuyama"", ' Taichi Saotome', ' Rikiya Koyama']","{'note_moyenne': 7.1, 'nombre_critiques': 1482, 'repartition_note': [9, 6, 32, 45, 109, 186, 387, 379, 226, 103]}",64,"['7,2', '2 412']",77,"{'budget': None, 'Cumulative_WW_Gross': '$9,467,336', 'location': 'Japan'}"
Jeanne,Film,"['Historique', 'drame']","Année 1429. La Guerre de Cent Ans fait rage. Jeanne, investie d’une mission guerrière et spirituelle, délivre la ville d’Orléans et remet le Dauphin sur le trône de France. Elle part ensuite livrer bataille à Paris où elle subit sa première défaite. Emprisonnée à Compiègne par les Bourguignons, elle est livrée aux Anglais. S’ouvre alors son procès à Rouen, mené par Pierre Cauchon qui cherche à lui ôter toute crédibilité. Fidèle à sa mission et refusant de reconnaître les accusations de sorcellerie diligentées contre elle, Jeanne est condamnée au bûcher pour hérésie.",['Bruno Dumont'],2 h 17 min,11 septembre 2019,"['Lise Leplat Prudhomme', ' Annick Lavieville', ' Justine Herbez']","{'note_moyenne': 6.3, 'nombre_critiques': 1288, 'repartition_note': [68, 62, 73, 104, 121, 184, 284, 228, 120, 44]}",65,"['5,8', '455']",50,"{'budget': 'EUR1,500,000', 'Cumulative_WW_Gross': '$194,278', 'location': 'France'}"
L'Œuvre sans auteur (Parties 1 & 2),Film,"['Drame', ' historique', ' guerre']","À Dresde en 1937, le tout jeune Kurt Barnet visite, grâce à sa tante Elisabeth, l’exposition sur ""l’art dégénéré"" organisée par le régime nazi. Il découvre alors sa vocation de peintre.
Dix ans plus tard en RDA, étudiant aux Beaux-arts, Kurt peine à s'adapter aux diktats du « réalisme socialiste ». Tandis qu'il cherche sa voie et tente d’affirmer son style, il tombe amoureux d'Ellie. Mais Kurt ignore que le père de celle-ci, le professeur Seeband, médecin influent, est lié à lui par un terrible passé.
Epris d’amour et de liberté, ils décident de passer à l’Ouest…",['Florian Henckel von Donnersmarck'],3 h 10 min,17 juillet 2019,"['Tom Schilling', ' Sebastian Koch', ' Paula Beer']","{'note_moyenne': 7.4, 'nombre_critiques': 1210, 'repartition_note': [7, 3, 8, 26, 35, 123, 330, 403, 201, 74]}",66,"['7,7', '15 914']",68,"{'budget': None, 'Cumulative_WW_Gross': '$6,193,234', 'location': 'Germany | Italy'}"
Les Oiseaux de passage,Film,"['Drame', 'thriller']","Dans les années 1970, en Colombie, une famille d’indigènes Wayuu se retrouve au cœur de la vente florissante de marijuana à la jeunesse américaine. Quand l’honneur des familles tente de résister à l’avidité des hommes, la guerre des clans devient inévitable et met en péril leurs vies, leur culture... Lire la suite","['Ciro Guerra', 'Cristina Gallego']",2 h 01 min,10 avril 2019,"['José Acosta', ' Natalia Reyes', ' Carmiña Martínez']","{'note_moyenne': 7.1, 'nombre_critiques': 1758, 'repartition_note': [4, 2, 13, 32, 78, 271, 663, 526, 135, 34]}",67,"['7,5', '10 127']",85,"{'budget': None, 'Cumulative_WW_Gross': '$2,517,405', 'location': 'Colombia | Denmark | Mexico | Germany | Switzerland | France'}"
Yesterday,Film,"['Musique', 'comédie']","Hier tout le monde connaissait les Beatles, mais aujourd’hui seul Jack se souvient de leurs chansons. Il est sur le point de devenir extrêmement célèbre. Jack Malik est un auteur-compositeur interprète en galère, dont les rêves sont en train de sombrer dans la mer qui borde le petit village où il habite en Angleterre, en dépit des encouragements d’Ellie, sa meilleure amie d’enfance qui n’a jamais cessé de croire en lui. Après un accident avec un bus pendant une étrange panne d’électricité, Jack se réveille dans un monde où il découvre que les Beatles n’ont jamais existé… ce qui va le mettre face à un sérieux cas de conscience.",['Danny Boyle'],1 h 56 min,3 juillet 2019,"['Himesh Patel', ' Lily James', ' Kate McKinnon']","{'note_moyenne': 6.0, 'nombre_critiques': 8160, 'repartition_note': [57, 88, 230, 558, 1347, 2714, 2202, 777, 150, 37]}",68,"['6,8', '112 356']",55,"{'budget': '$26,000,000', 'Cumulative_WW_Gross': '$153,178,480', 'location': 'UK | China | Japan | USA'}"
Le Lac aux oies sauvages,Film,"['Thriller', 'drame']","Un chef de gang en quête de rédemption et une prostituée prête à tout pour recouvrer sa liberté se retrouvent au cœur d’une chasse à l’homme. Ensemble, ils décident de jouer une dernière fois avec leur destin.","[""Diao Yi'nan""]",1 h 53 min,25 décembre 2019,"['Hu Ge', ' Liao Fan', ' Gwei Lun-mei']","{'note_moyenne': 6.6, 'nombre_critiques': 3710, 'repartition_note': [7, 21, 63, 161, 387, 982, 1253, 660, 138, 38]}",69,"['6,8', '4 962']",76,"{'budget': None, 'Cumulative_WW_Gross': '$31,042,413', 'location': 'China | France'}"
Un jour de pluie à New York,Film,"['Comédie dramatique', 'romance']","Deux étudiants, Gatsby et Ashleigh, envisagent de passer un week-end en amoureux à New York. Mais leur projet tourne court, aussi vite que la pluie succède au beau temps… Bientôt séparés, chacun des deux tourtereaux enchaîne les rencontres fortuites et les situations insolites.",['Woody Allen'],1 h 32 min,18 septembre 2019,"['Timothée Chalamet', ' Elle Fanning', ' Selena Gomez']","{'note_moyenne': 6.2, 'nombre_critiques': 5267, 'repartition_note': [23, 55, 135, 299, 713, 1436, 1671, 730, 166, 39]}",70,"['6,5', '29 953']",38,"{'budget': None, 'Cumulative_WW_Gross': '$22,002,504', 'location': 'USA'}"
Nicky Larson et le Parfum de Cupidon,Film,"['Action', ' comédie', 'policier']","Nicky Larson est le meilleur des gardes du corps, un détective privé hors-pair. Il est appelé pour une mission à hauts risques : récupérer le parfum de Cupidon, un parfum qui rendrait irrésistible celui qui l’utilise…",['Philippe Lacheau'],1 h 31 min,6 février 2019,"['Philippe Lacheau', ' Elodie Fontan', ' Tarek Boudali']","{'note_moyenne': 5.7, 'nombre_critiques': 7956, 'repartition_note': [200, 249, 409, 708, 1224, 2107, 1921, 781, 224, 133]}",71,"['6,5', '3 506']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$14,702,744', 'location': 'France'}"
The Dead Don't Die,Film,"['Comédie', 'Épouvante-horreur']","Dans la sereine petite ville de Centerville, quelque chose cloche. La lune est omniprésente dans le ciel, la lumière du jour se manifeste à des horaires imprévisibles et les animaux commencent à avoir des comportements inhabituels. Personne ne sait vraiment pourquoi. Les nouvelles sont effrayantes et les scientifiques sont inquiets. Mais personne ne pouvait prévoir l’évènement le plus étrange et dangereux qui allait s’abattre sur Centerville : THE DEAD DON’T DIE – les morts sortent de leurs tombes et s’attaquent sauvagement aux vivants pour s’en nourrir. La bataille pour la survie commence pour les habitants de la ville.",['Jim Jarmusch'],1 h 43 min,14 mai 2019,"['Bill Murray', ' Adam Driver', ' Tilda Swinton']","{'note_moyenne': 5.4, 'nombre_critiques': 9855, 'repartition_note': [160, 333, 669, 1253, 2147, 2542, 1821, 713, 169, 48]}",72,"['5,5', '52 544']",53,"{'budget': None, 'Cumulative_WW_Gross': '$15,322,395', 'location': 'USA | Sweden | South Africa'}"
La Reine des Neiges II,Long-métrage d'animation,"['Comédie musicale', ' fantastique', 'aventure']","Anna, Elsa, Kristoff, Olaf et Sven quittent Arendelle pour se rendre dans une ancienne forêt enchantée. Ils se sont mis en quête de l'origine des pouvoirs d'Elsa afin de sauver leur royaume.","['Chris Buck', 'Jennifer Lee']",1 h 43 min,20 novembre 2019,"['Kristen Bell', ' Idina Menzel', ' Josh Gad']","{'note_moyenne': 5.9, 'nombre_critiques': 7948, 'repartition_note': [94, 136, 312, 625, 1285, 2038, 1885, 955, 319, 299]}",73,"['6,9', '135 515']",64,"{'budget': '$150,000,000', 'Cumulative_WW_Gross': '$1,450,026,933', 'location': 'USA'}"
Border,Film,"['Drame', 'fantastique']","Tina, douanière à l’efficacité redoutable, est connue pour son odorat extraordinaire. C’est presque comme si elle pouvait flairer la culpabilité d’un individu. Mais quand Vore, un homme d’apparence suspecte, passe devant elle, ses capacités sont mises à l’épreuve pour la première fois. Tina sait que Vore cache quelque chose, mais n’arrive pas à identifier quoi. Pire encore, elle ressent une étrange attirance pour lui…",['Ali Abbasi'],1 h 48 min,9 janvier 2019,"['Eva Melander', ' Eero Milonoff', ' Viktor Åkerblom']","{'note_moyenne': 6.5, 'nombre_critiques': 2957, 'repartition_note': [19, 31, 67, 125, 328, 683, 1001, 534, 125, 44]}",74,"['7,0', '24 237']",75,"{'budget': None, 'Cumulative_WW_Gross': '$2,177,678', 'location': 'Sweden | Denmark'}"
Ralph 2.0,Long-métrage d'animation,"['Action', ' comédie', ' science-fiction']","Ralph la casse se retrouve à voyager à travers Internet, à la recherche d'une pièce pour réparer la borne d'arcade.","['Rich Moore', 'Phil Johnston']",1 h 53 min,13 février 2019,"['John C. Reilly', ' Sarah Silverman', ' Gal Gadot']","{'note_moyenne': 6.0, 'nombre_critiques': 9001, 'repartition_note': [68, 107, 266, 624, 1467, 2564, 2455, 1066, 252, 132]}",75,"['7,0', '131 014']",71,"{'budget': '$175,000,000', 'Cumulative_WW_Gross': '$529,323,962', 'location': 'USA'}"
Dragon Ball Super : Broly,Long-métrage d'animation,"['Animation', ' action', ' aventure']","Goku et Vegeta font face à un nouvel ennemi, le Super Saïyen Légendaire Broly, dans un combat explosif pour sauver notre planète.",['Tatsuya Nagamine'],1 h 40 min,13 mars 2019,"['Masako Nozawa', ' Aya Hisakawa', ' Bin Shimada']","{'note_moyenne': 6.3, 'nombre_critiques': 4771, 'repartition_note': [65, 67, 136, 249, 575, 1094, 1239, 699, 236, 411]}",76,"['7,9', '22 408']",59,"{'budget': '$8,500,000', 'Cumulative_WW_Gross': '$115,560,610', 'location': 'Japan'}"
Chambre 212,Film,"['Comédie dramatique', 'romance']","Après 20 ans de mariage, Maria décide de quitter le domicile conjugal. Une nuit, elle part s’installer dans la chambre 212 de l’hôtel d’en face. De là, Maria a une vue plongeante sur son appartement, son mari, son mariage. Elle se demande si elle a pris la bonne décision. Bien des personnages de sa vie ont une idée sur la question, et ils comptent le lui faire savoir.",['Christophe Honoré'],1 h 26 min,9 octobre 2019,"['Chiara Mastroianni', ' Vincent Lacoste', ' Camille Cottin']","{'note_moyenne': 6.3, 'nombre_critiques': 5174, 'repartition_note': [25, 58, 161, 328, 669, 1203, 1632, 866, 190, 42]}",77,"['6,0', '1 507']",53,"{'budget': None, 'Cumulative_WW_Gross': '$2,939,209', 'location': 'France | Belgium | Luxembourg'}"
Si Beale Street pouvait parler,Film,"['Drame', 'romance']","Harlem, dans les années 70. Tish et Fonny s’aiment depuis toujours et envisagent de se marier. Alors qu’ils s’apprêtent à avoir un enfant, le jeune homme, victime d’une erreur judiciaire, est arrêté et incarcéré. Avec l’aide de sa famille, Tish s’engage dans un combat acharné pour prouver l’innocence de Fonny et le faire libérer…",['Barry Jenkins'],1 h 59 min,30 janvier 2019,"['Kiki Layne', ' Stephan James', ' Regina King']","{'note_moyenne': 6.5, 'nombre_critiques': 2706, 'repartition_note': [8, 23, 61, 130, 325, 639, 855, 504, 124, 37]}",78,"['7,1', '41 836']",87,"{'budget': '$12,000,000', 'Cumulative_WW_Gross': '$20,596,567', 'location': 'USA'}"
Synonymes,Film,['Drame'],"Yoav, un jeune Israélien, atterrit à Paris, avec l’espoir que la France et la langue française le sauveront de la folie de son pays.",['Nadav Lapid'],2 h 03 min,27 mars 2019,"['Tom Mercier', ' Quentin Dolmaire', ' Louise Chevillotte']","{'note_moyenne': 6.1, 'nombre_critiques': 1457, 'repartition_note': [39, 46, 89, 130, 217, 281, 312, 236, 85, 22]}",79,"['6,4', '4 807']",84,"{'budget': None, 'Cumulative_WW_Gross': '$501,223', 'location': 'France | Israel | Germany'}"
Les Enfants de la mer,Long-métrage d'animation,"['Animation', ' aventure', 'fantastique']","Ruka, jeune lycéenne, vit avec sa mère. Elle se consacre à sa passion, le handball. Hélas, elle se fait injustement exclure de son équipe le premier jour des vacances. Furieuse, elle décide de rendre visite à son père à l’aquarium où il travaille. Elle y rencontre Umi, qui semble avoir le don de communiquer avec les animaux marins. Ruka est fascinée. Un soir, des événements surnaturels se produisent.",['Ayumu Watanabe'],1 h 50 min,10 juillet 2019,"['Mana Ashida', ' Hiiro Ishibashi', ' Seishū Uragami']","{'note_moyenne': 6.6, 'nombre_critiques': 1918, 'repartition_note': [10, 15, 47, 106, 227, 434, 509, 362, 143, 65]}",80,"['6,5', '1 650']",74,"{'budget': None, 'Cumulative_WW_Gross': '$5,092,603', 'location': 'Japan'}"
La Vie scolaire,Film,['Comédie dramatique'],"Samia, jeune CPE novice, débarque de son Ardèche natale dans un collège réputé difficile de la ville de Saint-Denis. Elle y découvre les problèmes récurrents de discipline, la réalité sociale pesant sur le quartier, mais aussi l’incroyable vitalité et l’humour, tant des élèves que de son équipe de... Lire la suite","['Grand Corps Malade', 'Mehdi Idir']",1 h 51 min,28 août 2019,"['Zita Hanrot', ' Liam Pierron', ' Soufiane Guerrab']","{'note_moyenne': 6.5, 'nombre_critiques': 9297, 'repartition_note': [147, 114, 166, 311, 856, 2049, 3127, 1310, 344, 873]}",81,"['6,4', '2 003']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$14,178,915', 'location': 'France'}"
Le Roi Lion,Long-métrage d'animation,"['Animation', ' aventure', ' drame']","Simba, jeune lion prince de la savane, doit affronter son oncle Scar s'il souhaite obtenir sa place légitime de Roi.",['Jon Favreau'],1 h 58 min,17 juillet 2019,"['Donald Glover', ' Beyoncé', ' Chiwetel Ejiofor']","{'note_moyenne': 5.8, 'nombre_critiques': 11954, 'repartition_note': [279, 301, 560, 982, 1852, 2820, 2700, 1499, 564, 397]}",82,"['6,9', '210 623']",55,"{'budget': '$260,000,000', 'Cumulative_WW_Gross': '$1,657,870,986', 'location': 'USA | UK | South Africa'}"
Deux moi,Film,['Comédie dramatique'],"Rémy et Mélanie ont trente ans et vivent dans le même quartier à Paris. Elle multiplie les rendez-vous ratés sur les réseaux sociaux pendant qu’il peine à faire une rencontre. Tous les deux victimes de cette solitude des grandes villes, à l’époque hyper connectée où l’on pense pourtant que se rencontrer devrait être plus simple… Deux individus, deux parcours. Sans le savoir, ils empruntent deux routes qui les mèneront dans une même direction… celle d’une histoire amour ?",['Cédric Klapisch'],1 h 50 min,11 septembre 2019,"['François Civil', ' Ana Girardot', ' Camille Cottin']","{'note_moyenne': 6.4, 'nombre_critiques': 8450, 'repartition_note': [24, 74, 145, 377, 961, 2270, 3063, 1208, 261, 67]}",83,"['6,5', '2 754']",Reviews,"{'budget': 'EUR4,000,000', 'Cumulative_WW_Gross': '$5,485,340', 'location': 'France | Belgium'}"
"Roubaix, une lumière",Film,"['Thriller', ' drame', 'policier']","À Roubaix, un soir de Noël, Daoud le chef de la police locale et Louis, fraîchement diplômé, font face au meurtre d’une vieille femme. Les voisines de la victime, deux jeunes femmes, Claude et Marie, sont arrêtées. Elles sont toxicomanes, alcooliques, amantes…",['Arnaud Desplechin'],1 h 59 min,21 août 2019,"['Roschdy Zem', ' Léa Seydoux', ' Sara Forestier']","{'note_moyenne': 6.4, 'nombre_critiques': 4346, 'repartition_note': [22, 44, 87, 197, 491, 1184, 1521, 676, 99, 25]}",84,"['6,2', '1 553']",51,"{'budget': None, 'Cumulative_WW_Gross': '$2,885,167', 'location': 'France'}"
Martin Eden,Film,['Drame'],"A Naples, au cours du 20ème siècle, le parcours initiatique de Martin Eden, un jeune marin prolétaire, individualiste dans une époque traversée par la montée des grands mouvements politiques. Alors qu’il conquiert l’amour et le monde d’une jeune et belle bourgeoise grâce à la philosophie, la littérature et la culture, il est rongé par le sentiment d’avoir trahi ses origines.",['Pietro Marcello'],2 h 08 min,16 octobre 2019,"['Luca Marinelli', ' Carlo Cecchi', ' Jessica Cressy']","{'note_moyenne': 7.0, 'nombre_critiques': 1420, 'repartition_note': [4, 2, 16, 39, 103, 249, 479, 349, 141, 38]}",85,"['6,8', '3 607']",74,"{'budget': 'EUR3,800,000', 'Cumulative_WW_Gross': '$2,899,458', 'location': 'Italy | France | Germany'}"
Les Invisibles,Film,['Comédie dramatique'],"Suite à une décision municipale, l’Envol, centre d’accueil pour femmes SDF, va fermer. Il ne reste plus que trois mois aux travailleuses sociales pour réinsérer coûte que coûte les femmes dont elles s’occupent : falsifications, pistons, mensonges… Désormais, tout est permis !",['Louis-Julien Petit'],1 h 43 min,9 janvier 2019,"['Audrey Lamy', ' Corinne Masiero', ' Noémie Lvovsky']","{'note_moyenne': 6.8, 'nombre_critiques': 4935, 'repartition_note': [16, 11, 39, 96, 311, 1023, 1988, 1049, 310, 92]}",86,"['6,7', '1 082']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$10,993,752', 'location': 'France'}"
Dumbo,Film,"['Aventure', 'fantastique']","Les enfants de Holt Farrier, ex-artiste de cirque chargé de s’occuper d’un éléphanteau dont les oreilles démesurées sont la risée du public, découvrent que ce dernier sait voler…",['Tim Burton'],1 h 52 min,27 mars 2019,"['Colin Farrell', ' Michael Keaton', ' Danny DeVito']","{'note_moyenne': 5.8, 'nombre_critiques': 8442, 'repartition_note': [60, 133, 299, 686, 1512, 2684, 2071, 699, 194, 104]}",88,"['6,3', '65 912']",51,"{'budget': '$170,000,000', 'Cumulative_WW_Gross': '$353,284,621', 'location': 'USA | UK | Australia | Canada'}"
Une intime conviction,Film,['Drame'],"Depuis que Nora a assisté au procès de Jacques Viguier, accusé du meurtre de sa femme, elle est persuadée de son innocence. Craignant une erreur judiciaire, elle convainc un ténor du barreau de le défendre pour son second procès, en appel. Ensemble, ils vont mener un combat acharné contre l’injustice. Mais alors que l’étau se resserre autour de celui que tous accusent, la quête de vérité de Nora vire à l’obsession.",['Antoine Raimbault'],1 h 50 min,6 février 2019,"['Marina Foïs', ' Olivier Gourmet', ' Laurent Lucas']","{'note_moyenne': 6.9, 'nombre_critiques': 3884, 'repartition_note': [5, 7, 16, 67, 235, 785, 1793, 813, 142, 21]}",89,"['7,8', '889']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': None, 'location': 'USA'}"
Le Roi,Film,"['Biopic', ' drame', 'historique']","Hal, jeune prince rebelle, tourne le dos à la royauté pour vivre auprès du peuple. Mais à la mort de son père, le tyrannique Henri IV d'Angleterre, Hal ne peut plus échapper au destin qu'il tentait de fuir et est couronné roi à son tour. Le jeune Henri V doit désormais affronter le désordre politique et la guerre que son père a laissés derrière lui, mais aussi le passé qui resurgit, notamment sa relation avec son ami et mentor John Falstaff, un chevalier alcoolique.",['David Michôd'],2 h 20 min,1 novembre 2019,"['Timothée Chalamet', ' Joel Edgerton', ' Robert Pattinson']","{'note_moyenne': 6.4, 'nombre_critiques': 6820, 'repartition_note': [45, 55, 162, 400, 846, 1809, 2360, 929, 168, 46]}",90,"['7,2', '88 028']",62,"{'budget': None, 'Cumulative_WW_Gross': '$126,931', 'location': 'UK | Hungary | USA | Australia'}"
Booksmart,Film,['Comédie'],"A la veille de la remise des diplômes, Amy et Molly se rendent compte qu'elles ont passé beaucoup de temps à étudier et finalement très peu à s'amuser. Déterminées, elles décident de rattraper le temps perdu en une seule et même nuit.",['Olivia Wilde'],1 h 42 min,24 mai 2019,"['Kaitlyn Dever', ' Beanie Feldstein', ' Jessica Williams']","{'note_moyenne': 6.5, 'nombre_critiques': 2797, 'repartition_note': [12, 37, 52, 137, 302, 674, 1008, 448, 102, 25]}",91,"['7,2', '91 791']",84,"{'budget': '$6,000,000', 'Cumulative_WW_Gross': '$24,863,452', 'location': 'USA'}"
Triple frontière,Film,"['Action', ' aventure', ' policier']","A la frontière de la Colombie, du Pérou et du Brésil, les liens de cinq amis sont mis à rude épreuve par la traque d'un baron de la drogue.",['J.C. Chandor'],2 h 05 min,13 mars 2019,"['Ben Affleck', ' Oscar Isaac', ' Charlie Hunnam']","{'note_moyenne': 5.9, 'nombre_critiques': 6687, 'repartition_note': [46, 96, 278, 605, 1443, 2273, 1573, 312, 38, 23]}",92,"['6,4', '107 321']",61,"{'budget': None, 'Cumulative_WW_Gross': None, 'location': 'USA'}"
