nom_film,type_production,theme_production,Synopsis,Realisateur,duree_film,sortie_film,acteurs_principaux,charts,rang,charts_IMDB,charts_METACRITIC,other_details
Edge of Tomorrow,Film,"['Action', ' aventure', 'science-fiction']","Dans un futur proche, les armées du monde s'unissent afin de combattre des hordes d'extraterrestres livrant une bataille acharnée contre les habitants de la Terre. Le commandant William Cage, qui n'a jamais combattu de sa vie, est envoyé dans ce qui ressemble à une mission-suicide.",['Doug Liman'],1 h 53 min,28 mai 2014,"['Tom Cruise', ' Emily Blunt', ' Brendan Gleeson']","{'note_moyenne': 6.8, 'nombre_critiques': 40486, 'repartition_note': [101, 191, 432, 1034, 3099, 8686, 15958, 8658, 1852, 475]}",11,"['7,9', '598 552']",71,"{'budget': '$178,000,000', 'Cumulative_WW_Gross': '$370,541,256', 'location': 'USA | Canada'}"
Dragons 2,Long-métrage d'animation,"['Animation', ' action', ' aventure']",Harold et Krokmou repartent à l'aventure à travers le monde. Ils découvrent alors une centaine de nouveaux dragons et un mystérieux cavalier.,['Dean Deblois'],1 h 45 min,20 juin 2014,"['Jay Baruchel', ' America Ferrera', ' Gerard Butler']","{'note_moyenne': 7.2, 'nombre_critiques': 28214, 'repartition_note': [69, 93, 198, 569, 1507, 4607, 9483, 7640, 2910, 1138]}",12,"['7,8', '304 832']",76,"{'budget': '$145,000,000', 'Cumulative_WW_Gross': '$621,537,519', 'location': 'USA'}"
Enemy,Film,['Thriller'],"Adam mène une vie paisible avec sa fiancée Mary. Un jour, il découvre son sosie parfait en la personne d’Anthony et il ressent un trouble profond.",['Denis Villeneuve'],1 h 27 min,14 mars 2014,"['Jake Gyllenhaal', ' Mélanie Laurent', ' Sarah Gadon']","{'note_moyenne': 6.6, 'nombre_critiques': 25899, 'repartition_note': [158, 370, 635, 1319, 2695, 5402, 7831, 5271, 1799, 419]}",13,"['6,9', '167 573']",61,"{'budget': None, 'Cumulative_WW_Gross': '$3,468,224', 'location': 'Canada | Spain | France'}"
Under the Skin,Film,"['Drame', ' science-fiction', ' thriller']",Une extraterrestre débarque sur Terre et prend l'apparence d'une séduisante jeune femme. Elle part ensuite en quête de proies humaines.,['Jonathan Glazer'],1 h 48 min,14 mars 2014,"['Scarlett Johansson', ' Paul Brannigan', ' Krystof Hadek']","{'note_moyenne': 6.3, 'nombre_critiques': 18377, 'repartition_note': [377, 571, 907, 1514, 2340, 3390, 4100, 3278, 1362, 538]}",14,"['6,3', '129 454']",80,"{'budget': '$13,300,000', 'Cumulative_WW_Gross': '$5,735,963', 'location': 'UK | Switzerland'}"
La Planète des singes : L'Affrontement,Film,"['Action', ' drame', ' science-fiction']","10 ans après la révolte des singes, les humains tentent de survivre et s'apprêtent à combattre pour la place d'espèce dominante sur Terre.",['Matt Reeves'],2 h 10 min,11 juillet 2014,"['Andy Serkis', ' Jason Clarke', ' Gary Oldman']","{'note_moyenne': 6.4, 'nombre_critiques': 31545, 'repartition_note': [173, 368, 795, 1842, 4053, 8054, 9711, 4986, 1184, 379]}",15,"['7,6', '411 016']",79,"{'budget': '$170,000,000', 'Cumulative_WW_Gross': '$710,644,566', 'location': 'USA | UK | Canada'}"
The Raid 2,Film,"['Action', ' policier', 'arts martiaux']","En mission d'infiltration au sein d’un syndicat du crime de Jakarta, Rama tente de protéger sa famille et de dénoncer la corruption.",['Gareth Evans'],2 h 30 min,28 mars 2014,"['Iko Uwais', ' Arifin Putra', ' Tio Pakusadewo']","{'note_moyenne': 7.1, 'nombre_critiques': 10468, 'repartition_note': [50, 67, 159, 352, 730, 1646, 3094, 2814, 1185, 371]}",17,"['8,0', '114 088']",71,"{'budget': '$4,500,000', 'Cumulative_WW_Gross': '$6,566,916', 'location': 'Indonesia | USA'}"
Captain America : Le Soldat de l'hiver,Film,"['Action', ' aventure', 'science-fiction']","Alors qu'il lutte encore pour s'habituer à sa nouvelle vie, Steve Rogers doit faire équipe avec Black Widow pour traquer le Soldat de l'hiver...","['Anthony Russo', 'Joe Russo']",2 h 16 min,4 avril 2014,"['Chris Evans', ' Scarlett Johansson', ' Sebastian Stan']","{'note_moyenne': 6.0, 'nombre_critiques': 35887, 'repartition_note': [393, 649, 1247, 2634, 5560, 9566, 9589, 4505, 1231, 513]}",18,"['7,7', '734 021']",70,"{'budget': '$170,000,000', 'Cumulative_WW_Gross': '$714,421,503', 'location': 'USA'}"
Fury,Film,"['Action', ' drame', 'guerre']","Avril 1945. À l'approche de la fin de la Seconde Guerre mondiale, l'équipage d'un char reçoit une mission suicide derrière les lignes ennemies.",['David Ayer'],2 h 14 min,22 octobre 2014,"['Brad Pitt', ' Logan Lerman', ' Shia LaBeouf']","{'note_moyenne': 6.7, 'nombre_critiques': 25480, 'repartition_note': [87, 162, 414, 901, 2086, 5426, 9091, 5431, 1501, 381]}",19,"['7,6', '424 920']",64,"{'budget': '$68,000,000', 'Cumulative_WW_Gross': '$211,822,697', 'location': 'USA | China | UK'}"
Birdman,Film,"['Comédie', 'drame']","Riggan Thomson, acteur autrefois célèbre pour avoir joué un super-héros, tente de retrouver sa célébrité en montant une pièce à Broadway.",['Alejandro González Inárritu'],1 h 59 min,17 octobre 2014,"['Michael Keaton', ' Zach Galifianakis', ' Edward Norton']","{'note_moyenne': 7.3, 'nombre_critiques': 51494, 'repartition_note': [210, 316, 650, 1422, 2799, 6230, 13275, 16390, 8014, 2188]}",20,"['7,7', '578 684']",87,"{'budget': '$18,000,000', 'Cumulative_WW_Gross': '$103,215,094', 'location': 'USA'}"
Astérix : Le Domaine des Dieux,Long-métrage d'animation,"['Animation', ' aventure', 'comédie']",Jules César décide de faire construire un domaine résidentiel luxueux destiné à des propriétaires romains à côté du village des Gaulois.,"['Louis Clichy', 'Alexandre Astier']",1 h 25 min,26 novembre 2014,"['Roger Carel', ' Guillaume Briat', ' Lorànt Deutsch']","{'note_moyenne': 6.8, 'nombre_critiques': 24148, 'repartition_note': [57, 118, 232, 619, 1882, 4935, 9273, 5405, 1278, 349]}",21,"['6,9', '12 200']",Reviews,"{'budget': 'EUR30,000,000', 'Cumulative_WW_Gross': '$42,830,578', 'location': 'France | Belgium'}"
Les Combattants,Film,"['Romance', 'comédie romantique']",Arnaud a 17 ans. Il rencontre Madeleine. Jusqu’où doit-il aller pour elle alors qu'elle ne lui a rien demandé ?,['Thomas Cailley'],1 h 38 min,20 août 2014,"['Adèle Haenel', ' Kevin Azaïs', ' Antoine Laurent']","{'note_moyenne': 6.8, 'nombre_critiques': 15483, 'repartition_note': [44, 86, 198, 468, 1257, 3081, 5610, 3556, 921, 262]}",22,"['6,6', '5 361']",63,"{'budget': None, 'Cumulative_WW_Gross': '$2,446,362', 'location': 'France'}"
Pride,Film,['Comédie dramatique'],"Été 1984, sous Thatcher, des activistes gays et lesbiens londoniens récoltent de l’argent pour soutenir les mineurs en grève. Ainsi débute l’histoire extraordinaire de deux communautés que tout oppose, mais qui finiront par s’unir.",['Matthew Warchus'],1 h 59 min,12 septembre 2014,"['Bill Nighy', ' Dominic West', ' Andrew Scott']","{'note_moyenne': 7.4, 'nombre_critiques': 10178, 'repartition_note': [25, 33, 48, 132, 364, 1209, 3165, 3344, 1389, 469]}",23,"['7,8', '51 665']",79,"{'budget': None, 'Cumulative_WW_Gross': '$16,775,629', 'location': 'UK | France | USA'}"
Nos étoiles contraires,Film,"['Drame', 'romance']",Adaptation du roman « The Fault in Our Stars » : Un jeune garçon et une jeune fille atteints d’un cancer en phase terminale tombent amoureux.,['Josh Boone'],2 h 05 min,6 juin 2014,"['Shailene Woodley', ' Ansel Elgort', ' Nat Wolff']","{'note_moyenne': 6.0, 'nombre_critiques': 25161, 'repartition_note': [428, 599, 1086, 1995, 3486, 5555, 5921, 3647, 1544, 900]}",24,"['7,7', '343 574']",69,"{'budget': '$12,000,000', 'Cumulative_WW_Gross': '$307,166,834', 'location': 'USA'}"
Maps to the Stars,Film,['Drame'],"L’histoire de la famille Weiss. Conte explorant les démons d’une société obsédée par la célébrité, sur ce qu’elle révèle de la culture occidentale.",['David Cronenberg'],1 h 51 min,21 mai 2014,"['Julianne Moore', ' Mia Wasikowska', ' Olivia Williams']","{'note_moyenne': 6.3, 'nombre_critiques': 10045, 'repartition_note': [69, 122, 334, 739, 1319, 2503, 2892, 1589, 383, 95]}",25,"['6,2', '38 022']",67,"{'budget': '$15,000,000', 'Cumulative_WW_Gross': '$4,510,934', 'location': 'Canada | Germany | France | USA'}"
Lucy,Film,"['Action', ' science-fiction', 'thriller']","À la suite de circonstances indépendantes de sa volonté, une jeune étudiante voit ses capacités intellectuelles se développer à l’infini.",['Luc Besson'],1 h 29 min,25 juillet 2014,"['Scarlett Johansson', ' Morgan Freeman', ' Choi Min-sik']","{'note_moyenne': 4.7, 'nombre_critiques': 47892, 'repartition_note': [2337, 3490, 5327, 7113, 8884, 9213, 6602, 3170, 1160, 596]}",26,"['6,4', '445 366']",61,"{'budget': '$40,000,000', 'Cumulative_WW_Gross': '$458,863,600', 'location': 'France | Germany | Taiwan | Canada | USA | UK'}"
I Origins,Film,"['Drame', 'science-fiction']",Le voyage incroyable qui relie des individus totalement différents et qui prouve que la science et les sentiments ne sont pas deux univers séparés.,['Mike Cahill'],1 h 46 min,18 juillet 2014,"['Michael Pitt', ' Àstrid Bergès-Frisbey', ' Brit Marling']","{'note_moyenne': 7.1, 'nombre_critiques': 11682, 'repartition_note': [43, 60, 149, 293, 720, 1701, 3395, 3363, 1395, 563]}",27,"['7,4', '115 288']",57,"{'budget': '$1,000,000', 'Cumulative_WW_Gross': '$481,234', 'location': 'USA'}"
Winter Sleep,Film,['Drame'],"Aydin gère un hôtel en Anatolie centrale avec son épouse Nihal et sa soeur Necla. L'hiver, l’ennui ravive les rancoeurs, poussant Aydin à partir.",['Nuri Bilge Ceylan'],3 h 16 min,6 août 2014,"['Haluk Bilginer', ' Melisa Sözen', ' Demet Akbag']","{'note_moyenne': 7.0, 'nombre_critiques': 4029, 'repartition_note': [28, 49, 93, 154, 362, 577, 1012, 1008, 570, 176]}",28,"['8,1', '46 233']",88,"{'budget': None, 'Cumulative_WW_Gross': '$4,018,705', 'location': 'Turkey | France | Germany'}"
A Most Violent Year,Film,"['Drame', 'gangster']","New York, 1981. Un immigré tente de faire fortune grâce au pétrole mais il se heurte à la violence, à la corruption et à la dépravation de l'époque.",['J.C. Chandor'],2 h 05 min,31 décembre 2014,"['Oscar Isaac', ' Jessica Chastain', ' David Oyelowo']","{'note_moyenne': 6.8, 'nombre_critiques': 8899, 'repartition_note': [18, 33, 105, 285, 730, 1952, 3214, 2042, 439, 81]}",29,"['7,0', '66 627']",79,"{'budget': '$20,000,000', 'Cumulative_WW_Gross': '$12,007,070', 'location': 'USA | United Arab Emirates'}"
Divergente,Film,"['Action', ' aventure', 'science-fiction']","Tris vit dans un monde post apocalyptique où la société est divisée en cinq clans. À 16 ans, elle doit choisir son appartenance pour toute sa vie.",['Neil Burger'],2 h 19 min,21 mars 2014,"['Shailene Woodley', ' Theo James', ' Ashley Judd']","{'note_moyenne': 5.2, 'nombre_critiques': 35020, 'repartition_note': [879, 1525, 2660, 4372, 6733, 8377, 6302, 2749, 870, 553]}",30,"['6,6', '425 052']",48,"{'budget': '$85,000,000', 'Cumulative_WW_Gross': '$288,885,818', 'location': 'USA'}"
Godzilla,Film,"['Action', ' aventure', 'science-fiction']",L'officier Ford Brody tente de rejoindre ses proches alors que d'énormes monstres marins menacent la sécurité du Japon et des États-Unis.,['Gareth Edwards'],2 h 03 min,14 mai 2014,"['Aaron Taylor-Johnson', ' Ken Watanabe', ' Bryan Cranston']","{'note_moyenne': 5.3, 'nombre_critiques': 28075, 'repartition_note': [578, 1142, 2327, 4067, 6213, 6850, 4759, 1632, 351, 156]}",31,"['6,4', '373 952']",62,"{'budget': '$160,000,000', 'Cumulative_WW_Gross': '$524,976,069', 'location': 'USA | Japan'}"
The Amazing Spider-Man : Le Destin d'un héros,Film,"['Action', ' aventure', 'fantastique']",C'est la fin du lycée pour Peter Parker et la remise des diplômes approche. Mais c'est sans compter sur Electro et le retour de Harry Osborn.,['Marc Webb'],2 h 22 min,2 mai 2014,"['Andrew Garfield', ' Emma Stone', ' Jamie Foxx']","{'note_moyenne': 5.3, 'nombre_critiques': 29466, 'repartition_note': [585, 1197, 2204, 3767, 6003, 7139, 5348, 2338, 604, 281]}",32,"['6,6', '416 114']",53,"{'budget': '$200,000,000', 'Cumulative_WW_Gross': '$708,982,323', 'location': 'USA'}"
Qu'est-ce qu'on a fait au Bon Dieu ?,Film,['Comédie'],"Claude et Marie Verneuil forment un couple assez ""vieille France"" même s'ils s'obligent à avoir une grande ouverture d'esprit.",['Philippe'],1 h 37 min,16 avril 2014,"['Christian Clavier', ' Chantal Lauby', ' Ary Abittan']","{'note_moyenne': 4.8, 'nombre_critiques': 42064, 'repartition_note': [2873, 2901, 3855, 5419, 7249, 8368, 6752, 3223, 954, 470]}",33,"['7,0', '38 942']",Reviews,"{'budget': '$13,000,000', 'Cumulative_WW_Gross': '$176,404,493', 'location': 'France'}"
Le Labyrinthe,Film,"['Action', ' science-fiction', 'thriller']","Thomas ne sait plus qui il est, ni d'où il vient. Il se retrouve dans un monde mystérieux entouré par un grand labyrinthe impénétrable.",['Wes Ball'],1 h 53 min,19 septembre 2014,"[""Dylan O'Brien"", ' Aml Ameen', ' Will Poulter']","{'note_moyenne': 5.5, 'nombre_critiques': 36219, 'repartition_note': [483, 954, 1986, 3835, 6960, 9751, 7727, 3038, 930, 555]}",34,"['6,8', '416 560']",57,"{'budget': '$34,000,000', 'Cumulative_WW_Gross': '$348,319,861', 'location': 'USA | UK'}"
Sils Maria,Film,['Drame'],"Après avoir connu le succès en interprétant Sigrid, Maria Enders est confrontée à cette même pièce, mais de l’autre côté de la barrière.",['Olivier Assayas'],2 h 04 min,20 août 2014,"['Juliette Binoche', ' Kristen Stewart', ' Chloë Grace Moretz']","{'note_moyenne': 6.6, 'nombre_critiques': 7194, 'repartition_note': [32, 74, 155, 410, 807, 1604, 2174, 1444, 386, 108]}",35,"['6,7', '27 546']",79,"{'budget': None, 'Cumulative_WW_Gross': '$4,728,401', 'location': 'France | Germany | Switzerland'}"
Saint Laurent,Film,"['Biopic', 'drame']",1967 - 1976. La rencontre de l'un des plus grands couturiers de tous les temps avec une décennie libre. Aucun des deux n’en sortira intact.,['Bertrand Bonello'],2 h 30 min,24 septembre 2014,"['Gaspard Ulliel', ' Jérémie Renier', ' Louis Garrel']","{'note_moyenne': 6.2, 'nombre_critiques': 8985, 'repartition_note': [102, 153, 298, 656, 1286, 2261, 2329, 1377, 425, 98]}",36,"['6,2', '5 306']",52,"{'budget': None, 'Cumulative_WW_Gross': '$3,202,241', 'location': 'France | Belgium'}"
"Deux jours, une nuit",Film,['Drame'],Sandra n’a qu’un week-end pour aller voir ses collègues et les convaincre de renoncer à leur prime pour qu’elle puisse garder son travail.,"['Jean-Pierre Dardenne', 'Luc Dardenne']",1 h 35 min,21 mai 2014,"['Marion Cotillard', ' Fabrizio Rongione', ' Catherine Salée']","{'note_moyenne': 6.5, 'nombre_critiques': 7097, 'repartition_note': [56, 107, 212, 429, 799, 1678, 2244, 1180, 308, 84]}",37,"['7,3', '45 151']",89,"{'budget': 'EUR7,000,000', 'Cumulative_WW_Gross': '$9,016,922', 'location': 'Belgium | France | Italy'}"
Timbuktu,Film,['Drame'],"Non loin de Tombouctou vivent Kidane, Satima et leurs deux enfants, terrorisés par les djihadistes, dont la vie va basculer avec un meurtre accidentel.",['Abderrahmane Sissako'],1 h 37 min,10 décembre 2014,"['Pino Desperado', ' Abel Jafri', ' Toulou Kiki']","{'note_moyenne': 6.8, 'nombre_critiques': 8821, 'repartition_note': [25, 49, 112, 273, 735, 1773, 2916, 2034, 688, 216]}",38,"['7,1', '16 290']",92,"{'budget': None, 'Cumulative_WW_Gross': '$7,179,391', 'location': 'Mauritania | France | Qatar'}"
Sin City : J'ai tué pour elle,Film,"['Film noir', 'sketches']","À Basin City, Dwight veut se venger de celle qui l'a trahi, Ava Lord, alors que Nancy Callahan essaie de se remettre de la mort de John Hartigan.","['Robert Rodriguez', 'Frank Miller']",1 h 43 min,22 août 2014,"['Eva Green', ' Josh Brolin', ' Jessica Alba']","{'note_moyenne': 6.0, 'nombre_critiques': 21570, 'repartition_note': [161, 324, 732, 1672, 3243, 5822, 5639, 2852, 823, 302]}",39,"['6,5', '152 412']",46,"{'budget': '$65,000,000', 'Cumulative_WW_Gross': '$39,407,616', 'location': 'USA'}"
John Wick,Film,"['Action', ' thriller', 'policier']",Un ancien tueur à gages retrouve ses instincts meurtriers après le vol de sa Ford Mustang et le meurtre du chien que lui avait offert sa défunte femme.,"['Chad Stahelski', 'David Leitch']",1 h 41 min,24 octobre 2014,"['Keanu Reeves', ' Willem Dafoe', ' Michael Nyqvist']","{'note_moyenne': 6.4, 'nombre_critiques': 20896, 'repartition_note': [131, 224, 459, 1116, 2419, 5323, 6842, 3208, 824, 350]}",40,"['7,4', '536 725']",68,"{'budget': '$20,000,000', 'Cumulative_WW_Gross': '$86,081,711', 'location': 'USA | UK | China'}"
Maléfique,Film,"['Action', ' aventure', ' fantasy']","Avant d’être la sorcière que l’on connaît, Maléfique avait le cœur pur, mais une trahison la poussa à la vengeance le rendant plus noir que jamais.",['Robert Stromberg'],1 h 38 min,30 mai 2014,"['Angelina Jolie', ' Elle Fanning', ' Sharlto Copley']","{'note_moyenne': 5.7, 'nombre_critiques': 24425, 'repartition_note': [286, 584, 1089, 2323, 4409, 6614, 5548, 2464, 721, 387]}",41,"['7,0', '343 750']",56,"{'budget': '$180,000,000', 'Cumulative_WW_Gross': '$758,411,779', 'location': 'USA'}"
Léviathan,Film,['Drame'],"Au nord de la Russie, au bord de la mer de Barents, Kolia est très attaché à sa terre. Mais devant l’ambition du maire qui tente tout pour s’en emparer, il va devoir faire face à la violence.",['Andrei Zvyagintsev'],2 h 21 min,24 septembre 2014,"['Vladimir Vdovichenkov', ' Aleksey Serebryakov', ' Elena Lyadova']","{'note_moyenne': 7.2, 'nombre_critiques': 3427, 'repartition_note': [9, 19, 33, 74, 194, 514, 1079, 1034, 360, 111]}",42,"['7,6', '49 253']",92,"{'budget': None, 'Cumulative_WW_Gross': '$4,439,481', 'location': 'Russia'}"
Imitation Game,Film,"['Biopic', ' drame', ' thriller']","En 1940, Alan Turing est chargé par le gouvernement britannique d'entraver le fonctionnement d'Enigma, la machine de cryptage allemande, réputée invulnérable.",['Morten Tyldum'],1 h 54 min,14 novembre 2014,"['Benedict Cumberbatch', ' Keira Knightley', ' Matthew Goode']","{'note_moyenne': 7.0, 'nombre_critiques': 46224, 'repartition_note': [70, 127, 301, 798, 2217, 7094, 16252, 13591, 4583, 1191]}",43,"['8,0', '683 136']",73,"{'budget': '$14,000,000', 'Cumulative_WW_Gross': '$233,555,708', 'location': 'UK | USA'}"
"Hunger Games : La Révolte, partie 1",Film,"['Action', 'science-fiction']","Katniss est devenue le symbole d'une rébellion contre le pouvoir totalitaire. Son destin, celui de ses proches, et celui de Panem sont en jeu.",['Francis Lawrence'],2 h 03 min,21 novembre 2014,"['Jennifer Lawrence', ' Josh Hutcherson', ' Liam Hemsworth']","{'note_moyenne': 5.4, 'nombre_critiques': 33954, 'repartition_note': [533, 1005, 2125, 4055, 7117, 8770, 6439, 2664, 775, 471]}",44,"['6,6', '412 976']",64,"{'budget': '$125,000,000', 'Cumulative_WW_Gross': '$755,356,711', 'location': 'USA | Canada | France'}"
Le Sel de la terre,Documentaire,,"Portrait du photographe Sebastião Salgado et sur son dernier travail : le projet Genesis, qui a pour but de découvrir des civilisations inconnues.","['Juliano Ribeiro Salgado', 'Wim Wenders']",Biopic,1 h 50 min,['Sebastião Salgado'],"{'note_moyenne': 7.8, 'nombre_critiques': 3963, 'repartition_note': [8, 10, 16, 34, 107, 251, 749, 1429, 961, 398]}",45,"['8,5', '19 855']",83,"{'budget': None, 'Cumulative_WW_Gross': '$5,412,189', 'location': 'France | Brazil | Italy'}"
22 Jump Street,Film,"['Action', ' comédie', 'policier']","Jenko et Schmidt infiltrent sous-couverture, un campus universitaire pour démanteler un réseau de trafiquants de drogues.","['Phil Lord', 'Christopher Miller']",1 h 52 min,13 juin 2014,"['Jonah Hill', ' Channing Tatum', ' Peter Stormare']","{'note_moyenne': 6.0, 'nombre_critiques': 20131, 'repartition_note': [228, 343, 782, 1596, 3258, 5685, 5284, 2305, 464, 186]}",46,"['7,0', '344 995']",71,"{'budget': '$50,000,000', 'Cumulative_WW_Gross': '$331,333,876', 'location': 'USA'}"
Babysitting,Film,['Comédie'],"Faute de baby-sitter, Marc confie son fils Remy à Franck. Au matin, Marc et sa femme sont réveillés par la police : Rémy et Franck ont disparu.","['Nicolas Benamou', 'Philippe Lacheau']",1 h 25 min,16 avril 2014,"['Philippe Lacheau', ' Alice David', ' Vincent Desagnat']","{'note_moyenne': 5.7, 'nombre_critiques': 27316, 'repartition_note': [627, 868, 1395, 2550, 4432, 7312, 6449, 2678, 710, 295]}",47,"['6,8', '9 239']",Reviews,"{'budget': None, 'Cumulative_WW_Gross': '$20,334,564', 'location': 'France'}"
